iteration,coverage,redundancy,affinity,time
0,0.944756,0.416133,1.474788,0.165616
1,0.956565,0.430745,1.484202,0.614351
2,0.949560,0.401721,1.450464,0.989371
3,0.944756,0.358086,1.403178,1.372514
4,0.944355,0.341673,1.382153,1.745022
5,0.945957,0.355685,1.396953,2.121336
6,0.949960,0.383707,1.428571,2.498070
7,0.949960,0.406725,1.455752,2.880496
8,0.954363,0.421337,1.473574,3.271757
9,0.955765,0.427742,1.477487,3.653285
10,0.955765,0.420336,1.464084,4.038252
11,0.950961,0.408727,1.450642,4.422684
12,0.944756,0.396517,1.440466,4.806809
13,0.941753,0.375901,1.416153,5.192664
14,0.948159,0.533827,1.760819,5.600288
15,0.949159,0.540232,1.729017,6.017451
16,0.955564,0.562050,1.711982,6.436873
17,0.957566,0.581465,1.731187,6.856049
18,0.965572,0.579864,1.735282,7.277180
19,0.967374,0.578263,1.744465,7.697556
20,0.970977,0.606085,1.784168,8.120235
21,0.970376,0.615693,1.796823,8.545981
22,0.971777,0.631906,1.819773,8.974191
23,0.975580,0.641914,1.836274,9.405071
24,0.975781,0.649920,1.861949,9.837886
25,0.976181,0.647918,1.877179,10.270342
26,0.976781,0.645717,1.879098,10.717679
27,0.976982,0.646918,1.886294,11.154760
28,0.976581,0.648719,1.888502,11.595366
29,0.978983,0.648719,1.880393,12.036444
30,0.976781,0.646117,1.875615,12.478064
31,0.978183,0.637110,1.864743,12.923311
32,0.978783,0.632906,1.851738,13.369799
33,0.976581,0.630104,1.846895,13.812281
34,0.977382,0.620096,1.824903,14.261070
35,0.978783,0.617294,1.813088,14.708006
36,0.979584,0.625901,1.820597,15.155449
37,0.977982,0.628102,1.822554,15.611003
38,0.978383,0.631906,1.821195,16.065287
39,0.977582,0.631105,1.816749,16.519225
40,0.979183,0.635108,1.810303,16.975098
41,0.979183,0.640312,1.806010,17.432562
42,0.981785,0.644115,1.800815,17.890435
43,0.984187,0.646517,1.798454,18.347210
44,0.984187,0.658727,1.812081,18.804770
45,0.982986,0.658127,1.813887,19.264593
46,0.984588,0.660729,1.813377,19.729257
47,0.986389,0.663731,1.811485,20.192365
48,0.984187,0.658127,1.811267,20.657609
49,0.988991,0.802242,2.209067,21.144477
50,0.991994,0.815853,2.184625,21.667711
