iteration,coverage,redundancy,affinity,time
0,0.707451,0.343037,1.537266,0.184077
1,0.754886,0.357899,1.531284,0.625696
2,0.820236,0.332248,1.485977,0.987308
3,0.894951,0.333673,1.475887,1.350598
4,0.917549,0.347516,1.469714,1.724489
5,0.903298,0.347516,1.476673,2.193131
6,0.888233,0.382533,1.541141,2.643079
7,0.890269,0.370114,1.529614,3.005591
8,0.912663,0.578379,1.826679,3.407322
9,0.962134,0.509161,1.658062,3.907181
10,0.884161,0.450122,1.702049,4.398843
11,0.864210,0.469870,1.771496,4.793066
12,0.869707,0.487785,1.777856,5.191342
13,0.865024,0.467223,1.724406,5.587018
14,0.880700,0.480863,1.730467,5.984058
15,0.892101,0.474959,1.701506,6.386856
16,0.903094,0.472516,1.694995,6.803290
17,0.943811,0.540513,1.746764,7.317386
18,0.951344,0.532166,1.735288,7.827432
19,0.957655,0.526059,1.733844,8.346554
20,0.959691,0.519544,1.733984,8.860471
21,0.957451,0.501221,1.728259,9.381856
22,0.958062,0.480252,1.715895,9.898801
23,0.956840,0.473534,1.713830,10.423106
24,0.959080,0.450122,1.679261,10.948358
25,0.959080,0.440350,1.666737,11.474526
26,0.968852,0.451140,1.668628,12.002353
27,0.971295,0.438721,1.649549,12.528180
28,0.973941,0.438314,1.640886,13.055105
29,0.974145,0.437093,1.640752,13.589946
30,0.975366,0.429153,1.630349,14.128452
31,0.972923,0.434243,1.632978,14.751807
32,0.968852,0.426507,1.631225,15.288385
33,0.967834,0.429560,1.636306,15.823060
34,0.968445,0.428135,1.630439,16.361391
35,0.973331,0.424878,1.618072,16.898931
36,0.985342,0.513029,1.853099,17.465775
37,0.977402,0.478827,1.796501,18.143725
38,0.979642,0.471498,1.781588,18.845458
39,0.974552,0.439739,1.747650,19.547512
40,0.973738,0.442590,1.744094,20.163963
41,0.977402,0.449511,1.745261,20.784167
42,0.981474,0.454805,1.744659,21.487381
43,0.986156,0.471702,1.754129,22.175603
44,0.986564,0.476995,1.767024,22.876397
45,0.986360,0.490839,1.785139,23.585071
46,0.986971,0.494503,1.784035,24.282215
47,0.987785,0.500814,1.791632,24.993213
48,0.987581,0.507533,1.815090,25.702309
49,0.987989,0.512011,1.816608,26.406827
50,0.989414,0.520765,1.825309,27.116912
51,0.988803,0.532573,1.838378,27.834309
52,0.990635,0.551303,1.869503,28.560611
