iteration,coverage,redundancy,affinity,time
0,0.814753,0.090196,1.114371,0.102062
1,0.816807,0.076564,1.095793,0.270539
2,0.808964,0.066106,1.083795,0.439668
3,0.806723,0.057890,1.073148,0.607390
4,0.803548,0.051167,1.064838,0.775613
5,0.800373,0.049300,1.062762,0.942367
6,0.797012,0.054902,1.069588,1.110082
7,0.793277,0.054155,1.068738,1.278346
8,0.880299,0.313539,1.379720,1.460683
9,0.878058,0.312792,1.383241,1.647784
10,0.879552,0.320448,1.391083,1.834900
11,0.881606,0.324930,1.393984,2.024393
12,0.882166,0.331466,1.396274,2.216053
13,0.886275,0.339309,1.404130,2.406254
14,0.887768,0.348646,1.409340,2.595220
15,0.890196,0.357610,1.417034,2.785307
16,0.894304,0.364893,1.418668,2.972271
17,0.895425,0.371802,1.427320,3.160264
18,0.895425,0.377965,1.437539,3.348343
19,0.897292,0.390663,1.451613,3.536084
20,0.897852,0.396078,1.459651,3.724382
21,0.899533,0.408403,1.471663,3.915862
22,0.900840,0.415873,1.483002,4.122119
23,0.901401,0.416993,1.486845,4.433092
24,0.907937,0.438282,1.511518,4.741831
25,0.907937,0.450980,1.526944,5.062220
26,0.910738,0.456209,1.536395,5.376063
27,0.913539,0.460317,1.539452,5.701612
28,0.917274,0.473389,1.553542,6.020446
29,0.918768,0.475630,1.557724,6.340552
30,0.955556,0.521755,1.734219,6.665395
31,0.957236,0.536881,1.757121,6.997573
32,0.959851,0.549393,1.769844,7.330935
33,0.959851,0.556676,1.782490,7.663772
34,0.965079,0.561718,1.779992,8.001963
35,0.967880,0.569748,1.786996,8.337600
36,0.965826,0.568814,1.785770,8.672142
37,0.969001,0.574230,1.787435,9.006723
38,0.966947,0.585621,1.799150,9.341324
39,0.967880,0.585808,1.803203,9.675104
40,0.970868,0.590476,1.800154,10.010320
41,0.970308,0.593651,1.804465,10.344647
42,0.973109,0.596265,1.803301,10.677641
43,0.972176,0.603361,1.813484,11.011158
44,0.972362,0.602241,1.808527,11.348095
45,0.974603,0.600934,1.804560,11.682815
46,0.973856,0.606349,1.811505,12.019690
47,0.974416,0.611204,1.822154,12.356539
48,0.976657,0.612698,1.819312,12.692767
49,0.977965,0.618487,1.827191,13.132656
50,0.978525,0.619234,1.830344,13.571094
51,0.979645,0.623156,1.836066,14.008285
52,0.980766,0.624837,1.839680,14.449636
