Timestep,CoverageScore
0,0.8148
1,0.8168
2,0.8090
3,0.8067
4,0.8035
5,0.8004
6,0.7970
7,0.7933
8,0.8803
9,0.8781
10,0.8796
11,0.8816
12,0.8822
13,0.8863
14,0.8878
15,0.8902
16,0.8943
17,0.8954
18,0.8954
19,0.8973
20,0.8979
21,0.8995
22,0.9008
23,0.9014
24,0.9079
25,0.9079
26,0.9107
27,0.9135
28,0.9173
29,0.9188
30,0.9556
31,0.9572
32,0.9599
33,0.9599
34,0.9651
35,0.9679
36,0.9658
37,0.9690
38,0.9669
39,0.9679
40,0.9709
41,0.9703
42,0.9731
43,0.9722
44,0.9724
45,0.9746
46,0.9739
47,0.9744
48,0.9767
49,0.9780
50,0.9785
51,0.9796
52,0.9808
