iteration,coverage,redundancy,affinity,time
0,0.456919,0.000000,1.000000,0.100359
1,0.445605,0.000000,1.000000,0.306410
2,0.428198,0.000000,1.000000,0.416323
3,0.346388,0.000000,1.000000,0.522917
4,0.393386,0.000000,1.000000,0.627999
5,0.278503,0.000000,1.000000,0.735576
6,0.246301,0.000000,1.000000,0.841167
7,0.275892,0.000000,1.000000,0.946691
8,0.281984,0.000000,1.000000,1.052843
9,0.333333,0.000000,1.000000,1.159257
10,0.344648,0.000000,1.000000,1.267125
11,0.315057,0.000000,1.000000,1.373740
12,0.366406,0.000000,1.000000,1.481605
13,0.381201,0.000000,1.000000,1.589037
14,0.367276,0.000000,1.000000,1.697328
15,0.341166,0.000000,1.000000,1.806157
16,0.270670,0.000000,1.000000,1.914692
17,0.281984,0.000000,1.000000,2.022936
18,0.322019,0.000000,1.000000,2.131744
19,0.338555,0.000000,1.000000,2.241426
20,0.319408,0.000000,1.000000,2.350724
21,0.329852,0.000000,1.000000,2.460665
22,0.302872,0.000000,1.000000,2.571025
23,0.315057,0.000000,1.000000,2.682957
24,0.346388,0.000000,1.000000,2.793992
25,0.348129,0.000000,1.000000,2.905949
26,0.341166,0.000000,1.000000,3.017958
27,0.565709,0.014795,1.026154,3.136465
28,0.525674,0.006963,1.013245,3.265575
29,0.507398,0.004352,1.008576,3.395347
30,0.496954,0.002611,1.005254,3.526138
31,0.504787,0.004352,1.008621,3.657459
32,0.506527,0.003481,1.006873,3.788995
33,0.526545,0.004352,1.008264,3.921256
34,0.538729,0.004352,1.008078,4.054602
35,0.511749,0.006963,1.013605,4.188148
36,0.516971,0.003481,1.006734,4.324380
37,0.516971,0.004352,1.008418,4.459655
38,0.522193,0.003481,1.006667,4.866516
39,0.511749,0.002611,1.005102,5.006853
40,0.505657,0.005222,1.010327,5.143242
41,0.505657,0.004352,1.008606,5.280552
42,0.509138,0.003481,1.006838,5.417930
43,0.523934,0.004352,1.008306,5.555325
44,0.530026,0.005222,1.009852,5.694761
45,0.517842,0.005222,1.010084,5.834955
46,0.501305,0.003481,1.006944,5.975261
47,0.499565,0.003481,1.006969,6.115325
48,0.510879,0.003481,1.006814,6.255627
49,0.516101,0.004352,1.008432,6.396199
50,0.525674,0.003481,1.006623,6.538282
51,0.525674,0.004352,1.008278,6.680484
52,0.505657,0.005222,1.010327,6.823536
53,0.503916,0.004352,1.008636,6.966775
54,0.509138,0.003481,1.006838,7.110692
55,0.513490,0.003481,1.006780,7.255009
56,0.517842,0.003481,1.006723,7.399718
57,0.511749,0.003481,1.006803,7.545166
58,0.504787,0.005222,1.010345,7.691390
59,0.503916,0.004352,1.008636,7.838001
60,0.509138,0.003481,1.006838,7.985233
61,0.512620,0.003481,1.006791,8.133234
62,0.526545,0.007833,1.014876,8.282432
63,0.531767,0.007833,1.014730,8.431527
64,0.532637,0.005222,1.009804,8.581210
65,0.530026,0.006092,1.011494,8.730857
66,0.517842,0.006092,1.011765,8.882662
67,0.513490,0.005222,1.010169,9.033655
68,0.523064,0.004352,1.008319,9.185293
69,0.540470,0.006963,1.012882,9.336897
70,0.542211,0.006963,1.012841,9.490083
71,0.546562,0.006092,1.011146,9.642670
72,0.522193,0.003481,1.006667,9.795642
73,0.504787,0.005222,1.010345,9.949738
74,0.504787,0.003481,1.006897,10.104345
75,0.503916,0.005222,1.010363,10.259519
76,0.503916,0.004352,1.008636,10.415749
77,0.510009,0.004352,1.008532,10.571757
78,0.506527,0.003481,1.006873,10.729376
79,0.508268,0.003481,1.006849,10.887173
80,0.508268,0.003481,1.006849,11.327009
81,0.690165,0.165361,1.240858,11.493988
82,0.765013,0.195822,1.258248,11.673527
83,0.821584,0.215840,1.273305,11.854695
84,0.836379,0.216710,1.271592,12.036495
85,0.856397,0.236728,1.288618,12.220148
86,0.849434,0.228895,1.282787,12.403563
87,0.856397,0.239339,1.292683,12.589320
88,0.883377,0.235857,1.279803,12.774736
89,0.894691,0.249782,1.291829,12.961436
90,0.884247,0.250653,1.297244,13.148093
91,0.878155,0.255875,1.308226,13.337134
92,0.857267,0.241950,1.295431,13.527423
93,0.859008,0.250653,1.309017,13.717299
94,0.863359,0.245431,1.301411,13.909486
95,0.874674,0.255875,1.304478,14.103898
96,0.879025,0.259356,1.309901,14.294919
97,0.877285,0.256745,1.309524,14.488064
98,0.865970,0.252393,1.306533,14.681387
99,0.859878,0.246301,1.299595,14.875077
100,0.858138,0.247171,1.303245,15.071870
101,0.860748,0.237598,1.290192,15.268486
102,0.868581,0.239339,1.288577,15.465630
103,0.868581,0.235857,1.284569,15.663958
104,0.863359,0.229765,1.279234,15.862551
105,0.867711,0.239339,1.286861,16.062427
106,0.860748,0.248912,1.299292,16.262503
107,0.864230,0.245431,1.296073,16.463292
108,0.861619,0.240209,1.288889,16.664233
109,0.863359,0.238468,1.284274,16.867292
110,0.859008,0.257615,1.309017,17.070013
111,0.856397,0.256745,1.309959,17.274997
112,0.851175,0.246301,1.297546,17.479210
113,0.849434,0.254134,1.309426,17.685789
114,0.854656,0.261967,1.313646,17.894528
115,0.853786,0.256745,1.308869,18.101362
116,0.852045,0.258486,1.311542,18.309521
117,0.852916,0.257615,1.307143,18.518466
118,0.847694,0.257615,1.312115,18.728235
119,0.844212,0.246301,1.297938,18.939522
120,0.843342,0.239339,1.293086,19.151482
121,0.844212,0.237598,1.288660,19.364141
122,0.839861,0.229765,1.276684,19.577587
123,0.834639,0.220191,1.267987,19.791275
124,0.831158,0.212359,1.259686,20.006679
125,0.833768,0.205396,1.250522,20.239074
