Timestep,CoverageScore
0,0.4569
1,0.4456
2,0.4282
3,0.3464
4,0.3934
5,0.2785
6,0.2463
7,0.2759
8,0.2820
9,0.3333
10,0.3446
11,0.3151
12,0.3664
13,0.3812
14,0.3673
15,0.3412
16,0.2707
17,0.2820
18,0.3220
19,0.3386
20,0.3194
21,0.3299
22,0.3029
23,0.3151
24,0.3464
25,0.3481
26,0.3412
27,0.5657
28,0.5257
29,0.5074
30,0.4970
31,0.5048
32,0.5065
33,0.5265
34,0.5387
35,0.5117
36,0.5170
37,0.5170
38,0.5222
39,0.5117
40,0.5057
41,0.5057
42,0.5091
43,0.5239
44,0.5300
45,0.5178
46,0.5013
47,0.4996
48,0.5109
49,0.5161
50,0.5257
51,0.5257
52,0.5057
53,0.5039
54,0.5091
55,0.5135
56,0.5178
57,0.5117
58,0.5048
59,0.5039
60,0.5091
61,0.5126
62,0.5265
63,0.5318
64,0.5326
65,0.5300
66,0.5178
67,0.5135
68,0.5231
69,0.5405
70,0.5422
71,0.5466
72,0.5222
73,0.5048
74,0.5048
75,0.5039
76,0.5039
77,0.5100
78,0.5065
79,0.5083
80,0.5083
81,0.6902
82,0.7650
83,0.8216
84,0.8364
85,0.8564
86,0.8494
87,0.8564
88,0.8834
89,0.8947
90,0.8842
91,0.8782
92,0.8573
93,0.8590
94,0.8634
95,0.8747
96,0.8790
97,0.8773
98,0.8660
99,0.8599
100,0.8581
101,0.8607
102,0.8686
103,0.8686
104,0.8634
105,0.8677
106,0.8607
107,0.8642
108,0.8616
109,0.8634
110,0.8590
111,0.8564
112,0.8512
113,0.8494
114,0.8547
115,0.8538
116,0.8520
117,0.8529
118,0.8477
119,0.8442
120,0.8433
121,0.8442
122,0.8399
123,0.8346
124,0.8312
125,0.8338
126,0.8329
127,0.8268
128,0.8242
129,0.8268
130,0.8259
131,0.8285
132,0.9077
133,0.9513
134,0.9782
135,0.9809
136,0.9878
137,0.9817
138,0.9861
139,0.9843
140,0.9852
141,0.9896
142,0.9878
143,0.9869
144,0.9913
145,0.9930
146,0.9896
147,0.9852
148,0.9843
149,0.9861
150,0.9826
151,0.9896
152,0.9930
153,0.9896
154,0.9869
155,0.9922
156,0.9878
157,0.9887
158,0.9930
159,0.9887
160,0.9878
161,0.9922
162,0.9939
163,0.9922
164,0.9913
165,0.9930
166,0.9896
167,0.9904
168,0.9904
169,0.9896
170,0.9904
171,0.9939
172,0.9930
173,0.9930
174,0.9922
175,0.9913
176,0.9930
177,0.9939
178,0.9922
179,0.9922
180,0.9896
181,0.9974
