x,y,z,value
10.0362,32.9761,-35.8436,0.5
12.9037,24.3737,-44.4461,0.5
15.7712,24.3737,-44.4461,0.5
12.9037,27.2412,-44.4461,0.5
15.7712,27.2412,-44.4461,0.5
12.9037,24.3737,-41.5786,0.5
15.7712,24.3737,-41.5786,0.5
12.9037,27.2412,-41.5786,0.5
15.7712,27.2412,-41.5786,0.5
18.6387,24.3737,-44.4461,0.5
21.5062,24.3737,-44.4461,0.5
18.6387,27.2412,-44.4461,0.5
21.5062,27.2412,-44.4461,0.5
18.6387,24.3737,-41.5786,0.5
21.5062,24.3737,-41.5786,0.5
18.6387,27.2412,-41.5786,0.5
21.5062,27.2412,-41.5786,0.5
12.9037,30.1086,-44.4461,0.5
15.7712,30.1086,-44.4461,0.5
12.9037,32.9761,-44.4461,0.5
15.7712,32.9761,-44.4461,0.5
12.9037,30.1086,-41.5786,0.5
15.7712,30.1086,-41.5786,0.5
12.9037,32.9761,-41.5786,0.5
15.7712,32.9761,-41.5786,0.5
18.6387,30.1086,-44.4461,0.5
21.5062,30.1086,-44.4461,0.5
18.6387,32.9761,-44.4461,0.5
21.5062,32.9761,-44.4461,0.5
18.6387,30.1086,-41.5786,0.5
21.5062,30.1086,-41.5786,0.5
18.6387,32.9761,-41.5786,0.5
21.5062,32.9761,-41.5786,0.5
12.9037,24.3737,-38.7111,0.5
15.7712,24.3737,-38.7111,0.5
12.9037,27.2412,-38.7111,0.5
15.7712,27.2412,-38.7111,0.5
12.9037,24.3737,-35.8436,0.5
15.7712,24.3737,-35.8436,0.5
12.9037,27.2412,-35.8436,0.5
15.7712,27.2412,-35.8436,0.5
18.6387,24.3737,-38.7111,0.5
21.5062,24.3737,-38.7111,0.5
18.6387,27.2412,-38.7111,0.5
21.5062,27.2412,-38.7111,0.5
18.6387,24.3737,-35.8436,0.5
21.5062,24.3737,-35.8436,0.5
18.6387,27.2412,-35.8436,0.5
21.5062,27.2412,-35.8436,0.5
12.9037,30.1086,-38.7111,0.5
15.7712,30.1086,-38.7111,0.5
12.9037,32.9761,-38.7111,0.5
15.7712,32.9761,-38.7111,0.5
12.9037,30.1086,-35.8436,0.5
15.7712,30.1086,-35.8436,0.5
12.9037,32.9761,-35.8436,0.5
15.7712,32.9761,-35.8436,0.5
18.6387,30.1086,-38.7111,0.5
21.5062,30.1086,-38.7111,0.5
18.6387,32.9761,-38.7111,0.5
21.5062,32.9761,-38.7111,0.5
18.6387,30.1086,-35.8436,0.5
21.5062,30.1086,-35.8436,0.5
18.6387,32.9761,-35.8436,0.5
21.5062,32.9761,-35.8436,0.5
1.43374,35.8436,-44.4461,0.5
4.30123,35.8436,-44.4461,0.5
1.43374,38.7111,-44.4461,0.5
4.30123,38.7111,-44.4461,0.5
1.43374,35.8436,-41.5786,0.5
4.30123,35.8436,-41.5786,0.5
1.43374,38.7111,-41.5786,0.5
4.30123,38.7111,-41.5786,0.5
7.16872,35.8436,-44.4461,0.5
10.0362,35.8436,-44.4461,0.5
7.16872,38.7111,-44.4461,0.5
10.0362,38.7111,-44.4461,0.5
7.16872,35.8436,-41.5786,0.5
10.0362,35.8436,-41.5786,0.5
7.16872,38.7111,-41.5786,0.5
10.0362,38.7111,-41.5786,0.5
1.43374,41.5786,-44.4461,0.5
4.30123,41.5786,-44.4461,0.5
1.43374,44.4461,-44.4461,0.5
4.30123,44.4461,-44.4461,0.5
1.43374,41.5786,-41.5786,0.5
4.30123,41.5786,-41.5786,0.5
1.43374,44.4461,-41.5786,0.5
4.30123,44.4461,-41.5786,0.5
7.16872,41.5786,-44.4461,0.5
10.0362,41.5786,-44.4461,0.5
7.16872,44.4461,-44.4461,0.5
10.0362,44.4461,-44.4461,0.5
7.16872,41.5786,-41.5786,0.5
10.0362,41.5786,-41.5786,0.5
7.16872,44.4461,-41.5786,0.5
10.0362,44.4461,-41.5786,0.5
1.43374,35.8436,-38.7111,0.5
4.30123,35.8436,-38.7111,0.5
1.43374,38.7111,-38.7111,0.5
4.30123,38.7111,-38.7111,0.5
1.43374,35.8436,-35.8436,0.5
4.30123,35.8436,-35.8436,0.5
1.43374,38.7111,-35.8436,0.5
4.30123,38.7111,-35.8436,0.5
7.16872,35.8436,-38.7111,0.5
10.0362,35.8436,-38.7111,0.5
7.16872,38.7111,-38.7111,0.5
10.0362,38.7111,-38.7111,0.5
7.16872,35.8436,-35.8436,0.5
10.0362,35.8436,-35.8436,0.5
7.16872,38.7111,-35.8436,0.5
10.0362,38.7111,-35.8436,0.5
1.43374,41.5786,-38.7111,0.5
4.30123,41.5786,-38.7111,0.5
1.43374,44.4461,-38.7111,0.5
4.30123,44.4461,-38.7111,0.5
1.43374,41.5786,-35.8436,0.5
4.30123,41.5786,-35.8436,0.5
1.43374,44.4461,-35.8436,0.5
4.30123,44.4461,-35.8436,0.5
7.16872,41.5786,-38.7111,0.5
10.0362,41.5786,-38.7111,0.5
7.16872,44.4461,-38.7111,0.5
10.0362,44.4461,-38.7111,0.5
7.16872,41.5786,-35.8436,0.5
10.0362,41.5786,-35.8436,0.5
7.16872,44.4461,-35.8436,0.5
10.0362,44.4461,-35.8436,0.5
12.9037,35.8436,-44.4461,0.5
15.7712,35.8436,-44.4461,0.5
12.9037,38.7111,-44.4461,0.5
15.7712,38.7111,-44.4461,0.5
12.9037,35.8436,-41.5786,0.5
15.7712,35.8436,-41.5786,0.5
12.9037,38.7111,-41.5786,0.5
15.7712,38.7111,-41.5786,0.5
18.6387,35.8436,-44.4461,0.5
21.5062,35.8436,-44.4461,0.5
18.6387,38.7111,-44.4461,0.5
21.5062,38.7111,-44.4461,0.5
18.6387,35.8436,-41.5786,0.5
21.5062,35.8436,-41.5786,0.5
18.6387,38.7111,-41.5786,0.5
21.5062,38.7111,-41.5786,0.5
12.9037,41.5786,-44.4461,0.5
15.7712,41.5786,-44.4461,0.5
12.9037,44.4461,-44.4461,0.5
15.7712,44.4461,-44.4461,0.5
12.9037,41.5786,-41.5786,0.5
15.7712,41.5786,-41.5786,0.5
12.9037,44.4461,-41.5786,0.5
15.7712,44.4461,-41.5786,0.5
18.6387,41.5786,-44.4461,0.5
21.5062,41.5786,-44.4461,0.5
18.6387,44.4461,-44.4461,0.5
21.5062,44.4461,-44.4461,0.5
18.6387,41.5786,-41.5786,0.5
21.5062,41.5786,-41.5786,0.5
18.6387,44.4461,-41.5786,0.5
21.5062,44.4461,-41.5786,0.5
12.9037,35.8436,-38.7111,0.5
15.7712,35.8436,-38.7111,0.5
12.9037,38.7111,-38.7111,0.5
15.7712,38.7111,-38.7111,0.5
12.9037,35.8436,-35.8436,0.5
15.7712,35.8436,-35.8436,0.5
12.9037,38.7111,-35.8436,0.5
15.7712,38.7111,-35.8436,0.5
18.6387,35.8436,-38.7111,0.5
21.5062,35.8436,-38.7111,0.5
18.6387,38.7111,-38.7111,0.5
21.5062,38.7111,-38.7111,0.5
18.6387,35.8436,-35.8436,0.5
21.5062,35.8436,-35.8436,0.5
18.6387,38.7111,-35.8436,0.5
21.5062,38.7111,-35.8436,0.5
12.9037,41.5786,-38.7111,0.5
15.7712,41.5786,-38.7111,0.5
12.9037,44.4461,-38.7111,0.5
15.7712,44.4461,-38.7111,0.5
12.9037,41.5786,-35.8436,0.5
15.7712,41.5786,-35.8436,0.5
12.9037,44.4461,-35.8436,0.5
15.7712,44.4461,-35.8436,0.5
18.6387,41.5786,-38.7111,0.5
21.5062,41.5786,-38.7111,0.5
18.6387,44.4461,-38.7111,0.5
21.5062,44.4461,-38.7111,0.5
18.6387,41.5786,-35.8436,0.5
21.5062,41.5786,-35.8436,0.5
18.6387,44.4461,-35.8436,0.5
21.5062,44.4461,-35.8436,0.5
1.43374,24.3737,-32.9761,0.5
4.30123,24.3737,-32.9761,0.5
1.43374,27.2412,-32.9761,0.5
4.30123,27.2412,-32.9761,0.5
1.43374,24.3737,-30.1086,0.5
4.30123,24.3737,-30.1086,0.5
1.43374,27.2412,-30.1086,0.5
4.30123,27.2412,-30.1086,0.5
7.16872,24.3737,-32.9761,0.5
10.0362,24.3737,-32.9761,0.5
7.16872,27.2412,-32.9761,0.5
10.0362,27.2412,-32.9761,0.5
7.16872,24.3737,-30.1086,0.5
10.0362,24.3737,-30.1086,0.5
7.16872,27.2412,-30.1086,0.5
10.0362,27.2412,-30.1086,0.5
1.43374,30.1086,-32.9761,0.5
4.30123,30.1086,-32.9761,0.5
1.43374,32.9761,-32.9761,0.5
4.30123,32.9761,-32.9761,0.5
1.43374,30.1086,-30.1086,0.5
4.30123,30.1086,-30.1086,0.5
1.43374,32.9761,-30.1086,0.5
4.30123,32.9761,-30.1086,0.5
7.16872,30.1086,-32.9761,0.5
10.0362,30.1086,-32.9761,0.5
7.16872,32.9761,-32.9761,0.5
10.0362,32.9761,-32.9761,0.5
7.16872,30.1086,-30.1086,0.5
10.0362,30.1086,-30.1086,0.5
7.16872,32.9761,-30.1086,0.5
10.0362,32.9761,-30.1086,0.5
1.43374,24.3737,-27.2412,0.5
4.30123,24.3737,-27.2412,0.5
1.43374,27.2412,-27.2412,0.5
4.30123,27.2412,-27.2412,0.5
1.43374,24.3737,-24.3737,0.5
4.30123,24.3737,-24.3737,0.5
1.43374,27.2412,-24.3737,0.5
4.30123,27.2412,-24.3737,0.5
7.16872,24.3737,-27.2412,0.5
10.0362,24.3737,-27.2412,0.5
7.16872,27.2412,-27.2412,0.5
10.0362,27.2412,-27.2412,0.5
7.16872,24.3737,-24.3737,0.5
10.0362,24.3737,-24.3737,0.5
7.16872,27.2412,-24.3737,0.5
10.0362,27.2412,-24.3737,0.5
1.43374,30.1086,-27.2412,0.5
4.30123,30.1086,-27.2412,0.5
1.43374,32.9761,-27.2412,0.5
4.30123,32.9761,-27.2412,0.5
1.43374,30.1086,-24.3737,0.5
4.30123,30.1086,-24.3737,0.5
1.43374,32.9761,-24.3737,0.5
4.30123,32.9761,-24.3737,0.5
7.16872,30.1086,-27.2412,0.5
10.0362,30.1086,-27.2412,0.5
7.16872,32.9761,-27.2412,0.5
10.0362,32.9761,-27.2412,0.5
7.16872,30.1086,-24.3737,0.5
10.0362,30.1086,-24.3737,0.5
7.16872,32.9761,-24.3737,0.5
10.0362,32.9761,-24.3737,0.5
12.9037,24.3737,-32.9761,0.5
15.7712,24.3737,-32.9761,0.5
12.9037,27.2412,-32.9761,0.5
15.7712,27.2412,-32.9761,0.5
12.9037,24.3737,-30.1086,0.5
15.7712,24.3737,-30.1086,0.5
12.9037,27.2412,-30.1086,0.5
15.7712,27.2412,-30.1086,0.5
18.6387,24.3737,-32.9761,0.5
21.5062,24.3737,-32.9761,0.5
18.6387,27.2412,-32.9761,0.5
21.5062,27.2412,-32.9761,0.5
18.6387,24.3737,-30.1086,0.5
21.5062,24.3737,-30.1086,0.5
18.6387,27.2412,-30.1086,0.5
21.5062,27.2412,-30.1086,0.5
12.9037,30.1086,-32.9761,0.5
15.7712,30.1086,-32.9761,0.5
12.9037,32.9761,-32.9761,0.5
15.7712,32.9761,-32.9761,0.5
12.9037,30.1086,-30.1086,0.5
15.7712,30.1086,-30.1086,0.5
12.9037,32.9761,-30.1086,0.5
15.7712,32.9761,-30.1086,0.5
18.6387,30.1086,-32.9761,0.5
21.5062,30.1086,-32.9761,0.5
18.6387,32.9761,-32.9761,0.5
21.5062,32.9761,-32.9761,0.5
18.6387,30.1086,-30.1086,0.5
21.5062,30.1086,-30.1086,0.5
18.6387,32.9761,-30.1086,0.5
21.5062,32.9761,-30.1086,0.5
12.9037,24.3737,-27.2412,0.5
15.7712,24.3737,-27.2412,0.5
12.9037,27.2412,-27.2412,0.5
15.7712,27.2412,-27.2412,0.5
12.9037,24.3737,-24.3737,0.5
15.7712,24.3737,-24.3737,0.5
12.9037,27.2412,-24.3737,0.5
15.7712,27.2412,-24.3737,0.5
18.6387,24.3737,-27.2412,0.5
21.5062,24.3737,-27.2412,0.5
18.6387,27.2412,-27.2412,0.5
21.5062,27.2412,-27.2412,0.5
18.6387,24.3737,-24.3737,0.5
21.5062,24.3737,-24.3737,0.5
18.6387,27.2412,-24.3737,0.5
21.5062,27.2412,-24.3737,0.5
12.9037,30.1086,-27.2412,0.5
15.7712,30.1086,-27.2412,0.5
12.9037,32.9761,-27.2412,0.5
15.7712,32.9761,-27.2412,0.5
12.9037,30.1086,-24.3737,0.5
15.7712,30.1086,-24.3737,0.5
12.9037,32.9761,-24.3737,0.5
15.7712,32.9761,-24.3737,0.5
18.6387,30.1086,-27.2412,0.5
21.5062,30.1086,-27.2412,0.5
18.6387,32.9761,-27.2412,0.5
21.5062,32.9761,-27.2412,0.5
18.6387,30.1086,-24.3737,0.5
21.5062,30.1086,-24.3737,0.5
18.6387,32.9761,-24.3737,0.5
21.5062,32.9761,-24.3737,0.5
1.43374,35.8436,-32.9761,0.5
4.30123,35.8436,-32.9761,0.5
1.43374,38.7111,-32.9761,0.5
4.30123,38.7111,-32.9761,0.5
1.43374,35.8436,-30.1086,0.5
4.30123,35.8436,-30.1086,0.5
1.43374,38.7111,-30.1086,0.5
4.30123,38.7111,-30.1086,0.5
7.16872,35.8436,-32.9761,0.5
10.0362,35.8436,-32.9761,0.5
7.16872,38.7111,-32.9761,0.5
10.0362,38.7111,-32.9761,0.5
7.16872,35.8436,-30.1086,0.5
10.0362,35.8436,-30.1086,0.5
7.16872,38.7111,-30.1086,0.5
10.0362,38.7111,-30.1086,0.5
1.43374,41.5786,-32.9761,0.5
4.30123,41.5786,-32.9761,0.5
1.43374,44.4461,-32.9761,0.5
4.30123,44.4461,-32.9761,0.5
1.43374,41.5786,-30.1086,0.5
4.30123,41.5786,-30.1086,0.5
1.43374,44.4461,-30.1086,0.5
4.30123,44.4461,-30.1086,0.5
7.16872,41.5786,-32.9761,0.5
10.0362,41.5786,-32.9761,0.5
7.16872,44.4461,-32.9761,0.5
10.0362,44.4461,-32.9761,0.5
7.16872,41.5786,-30.1086,0.5
10.0362,41.5786,-30.1086,0.5
7.16872,44.4461,-30.1086,0.5
10.0362,44.4461,-30.1086,0.5
1.43374,35.8436,-27.2412,0.5
4.30123,35.8436,-27.2412,0.5
1.43374,38.7111,-27.2412,0.5
4.30123,38.7111,-27.2412,0.5
1.43374,35.8436,-24.3737,0.5
4.30123,35.8436,-24.3737,0.5
1.43374,38.7111,-24.3737,0.5
4.30123,38.7111,-24.3737,0.5
7.16872,35.8436,-27.2412,0.5
10.0362,35.8436,-27.2412,0.5
7.16872,38.7111,-27.2412,0.5
10.0362,38.7111,-27.2412,0.5
7.16872,35.8436,-24.3737,0.5
10.0362,35.8436,-24.3737,0.5
7.16872,38.7111,-24.3737,0.5
10.0362,38.7111,-24.3737,0.5
1.43374,41.5786,-27.2412,0.5
4.30123,41.5786,-27.2412,0.5
1.43374,44.4461,-27.2412,0.5
4.30123,44.4461,-27.2412,0.5
1.43374,41.5786,-24.3737,0.5
4.30123,41.5786,-24.3737,0.5
1.43374,44.4461,-24.3737,0.5
4.30123,44.4461,-24.3737,0.5
7.16872,41.5786,-27.2412,0.5
10.0362,41.5786,-27.2412,0.5
7.16872,44.4461,-27.2412,0.5
10.0362,44.4461,-27.2412,0.5
7.16872,41.5786,-24.3737,0.5
10.0362,41.5786,-24.3737,0.5
7.16872,44.4461,-24.3737,0.5
10.0362,44.4461,-24.3737,0.5
12.9037,35.8436,-32.9761,0.5
15.7712,35.8436,-32.9761,0.5
12.9037,38.7111,-32.9761,0.5
15.7712,38.7111,-32.9761,0.5
12.9037,35.8436,-30.1086,0.5
15.7712,35.8436,-30.1086,0.5
12.9037,38.7111,-30.1086,0.5
15.7712,38.7111,-30.1086,0.5
18.6387,35.8436,-32.9761,0.5
21.5062,35.8436,-32.9761,0.5
18.6387,38.7111,-32.9761,0.5
21.5062,38.7111,-32.9761,0.5
18.6387,35.8436,-30.1086,0.5
21.5062,35.8436,-30.1086,0.5
18.6387,38.7111,-30.1086,0.5
21.5062,38.7111,-30.1086,0.5
12.9037,41.5786,-32.9761,0.5
15.7712,41.5786,-32.9761,0.5
12.9037,44.4461,-32.9761,0.5
15.7712,44.4461,-32.9761,0.5
12.9037,41.5786,-30.1086,0.5
15.7712,41.5786,-30.1086,0.5
12.9037,44.4461,-30.1086,0.5
15.7712,44.4461,-30.1086,0.5
18.6387,41.5786,-32.9761,0.5
21.5062,41.5786,-32.9761,0.5
18.6387,44.4461,-32.9761,0.5
21.5062,44.4461,-32.9761,0.5
18.6387,41.5786,-30.1086,0.5
21.5062,41.5786,-30.1086,0.5
18.6387,44.4461,-30.1086,0.5
21.5062,44.4461,-30.1086,0.5
12.9037,35.8436,-27.2412,0.5
15.7712,35.8436,-27.2412,0.5
12.9037,38.7111,-27.2412,0.5
15.7712,38.7111,-27.2412,0.5
12.9037,35.8436,-24.3737,0.5
15.7712,35.8436,-24.3737,0.5
12.9037,38.7111,-24.3737,0.5
15.7712,38.7111,-24.3737,0.5
18.6387,35.8436,-27.2412,0.5
21.5062,35.8436,-27.2412,0.5
18.6387,38.7111,-27.2412,0.5
21.5062,38.7111,-27.2412,0.5
18.6387,35.8436,-24.3737,0.5
21.5062,35.8436,-24.3737,0.5
18.6387,38.7111,-24.3737,0.5
21.5062,38.7111,-24.3737,0.5
12.9037,41.5786,-27.2412,0.5
15.7712,41.5786,-27.2412,0.5
12.9037,44.4461,-27.2412,0.5
15.7712,44.4461,-27.2412,0.5
12.9037,41.5786,-24.3737,0.5
15.7712,41.5786,-24.3737,0.5
12.9037,44.4461,-24.3737,0.5
15.7712,44.4461,-24.3737,0.5
18.6387,41.5786,-27.2412,0.5
21.5062,41.5786,-27.2412,0.5
18.6387,44.4461,-27.2412,0.5
21.5062,44.4461,-27.2412,0.5
18.6387,41.5786,-24.3737,0.5
21.5062,41.5786,-24.3737,0.5
18.6387,44.4461,-24.3737,0.5
21.5062,44.4461,-24.3737,0.5
24.3737,24.3737,-44.4461,0.5
27.2412,24.3737,-44.4461,0.5
24.3737,27.2412,-44.4461,0.5
27.2412,27.2412,-44.4461,0.5
24.3737,24.3737,-41.5786,0.5
27.2412,24.3737,-41.5786,0.5
24.3737,27.2412,-41.5786,0.5
27.2412,27.2412,-41.5786,0.5
30.1086,24.3737,-44.4461,0.5
32.9761,24.3737,-44.4461,0.5
30.1086,27.2412,-44.4461,0.5
32.9761,27.2412,-44.4461,0.5
30.1086,24.3737,-41.5786,0.5
32.9761,24.3737,-41.5786,0.5
30.1086,27.2412,-41.5786,0.5
32.9761,27.2412,-41.5786,0.5
24.3737,30.1086,-44.4461,0.5
27.2412,30.1086,-44.4461,0.5
24.3737,32.9761,-44.4461,0.5
27.2412,32.9761,-44.4461,0.5
24.3737,30.1086,-41.5786,0.5
27.2412,30.1086,-41.5786,0.5
24.3737,32.9761,-41.5786,0.5
27.2412,32.9761,-41.5786,0.5
30.1086,30.1086,-44.4461,0.5
32.9761,30.1086,-44.4461,0.5
30.1086,32.9761,-44.4461,0.5
32.9761,32.9761,-44.4461,0.5
30.1086,30.1086,-41.5786,0.5
32.9761,30.1086,-41.5786,0.5
30.1086,32.9761,-41.5786,0.5
32.9761,32.9761,-41.5786,0.5
24.3737,24.3737,-38.7111,0.5
27.2412,24.3737,-38.7111,0.5
24.3737,27.2412,-38.7111,0.5
27.2412,27.2412,-38.7111,0.5
24.3737,24.3737,-35.8436,0.5
27.2412,24.3737,-35.8436,0.5
24.3737,27.2412,-35.8436,0.5
27.2412,27.2412,-35.8436,0.5
30.1086,24.3737,-38.7111,0.5
32.9761,24.3737,-38.7111,0.5
30.1086,27.2412,-38.7111,0.5
32.9761,27.2412,-38.7111,0.5
30.1086,24.3737,-35.8436,0.5
32.9761,24.3737,-35.8436,0.5
30.1086,27.2412,-35.8436,0.5
32.9761,27.2412,-35.8436,0.5
24.3737,30.1086,-38.7111,0.5
27.2412,30.1086,-38.7111,0.5
24.3737,32.9761,-38.7111,0.5
27.2412,32.9761,-38.7111,0.5
24.3737,30.1086,-35.8436,0.5
27.2412,30.1086,-35.8436,0.5
24.3737,32.9761,-35.8436,0.5
27.2412,32.9761,-35.8436,0.5
30.1086,30.1086,-38.7111,0.5
32.9761,30.1086,-38.7111,0.5
30.1086,32.9761,-38.7111,0.5
32.9761,32.9761,-38.7111,0.5
30.1086,30.1086,-35.8436,0.5
32.9761,30.1086,-35.8436,0.5
30.1086,32.9761,-35.8436,0.5
32.9761,32.9761,-35.8436,0.5
35.8436,24.3737,-44.4461,0.5
38.7111,24.3737,-44.4461,0.5
35.8436,27.2412,-44.4461,0.5
38.7111,27.2412,-44.4461,0.5
35.8436,24.3737,-41.5786,0.5
38.7111,24.3737,-41.5786,0.5
35.8436,27.2412,-41.5786,0.5
38.7111,27.2412,-41.5786,0.5
41.5786,24.3737,-44.4461,0.5
44.4461,24.3737,-44.4461,0
41.5786,27.2412,-44.4461,0.5
44.4461,27.2412,-44.4461,0
41.5786,24.3737,-41.5786,0
44.4461,24.3737,-41.5786,0
41.5786,27.2412,-41.5786,0
44.4461,27.2412,-41.5786,0
35.8436,30.1086,-44.4461,0.5
38.7111,30.1086,-44.4461,0.5
35.8436,32.9761,-44.4461,0.5
38.7111,32.9761,-44.4461,0.5
35.8436,30.1086,-41.5786,0.5
38.7111,30.1086,-41.5786,0.5
35.8436,32.9761,-41.5786,0.5
38.7111,32.9761,-41.5786,0.5
41.5786,30.1086,-44.4461,0.5
44.4461,30.1086,-44.4461,0
41.5786,32.9761,-44.4461,0.5
44.4461,32.9761,-44.4461,0
41.5786,30.1086,-41.5786,0
44.4461,30.1086,-41.5786,0
41.5786,32.9761,-41.5786,0
44.4461,32.9761,-41.5786,0
35.8436,24.3737,-38.7111,0.5
38.7111,24.3737,-38.7111,0
35.8436,27.2412,-38.7111,0.5
38.7111,27.2412,-38.7111,0
35.8436,24.3737,-35.8436,0.5
38.7111,24.3737,-35.8436,0
35.8436,27.2412,-35.8436,0.5
38.7111,27.2412,-35.8436,0
41.5786,24.3737,-38.7111,0
44.4461,24.3737,-38.7111,0
41.5786,27.2412,-38.7111,0
44.4461,27.2412,-38.7111,0
41.5786,24.3737,-35.8436,0
44.4461,24.3737,-35.8436,0
41.5786,27.2412,-35.8436,0
44.4461,27.2412,-35.8436,0
35.8436,30.1086,-38.7111,0.5
38.7111,30.1086,-38.7111,0
35.8436,32.9761,-38.7111,0.5
38.7111,32.9761,-38.7111,0
35.8436,30.1086,-35.8436,0.5
38.7111,30.1086,-35.8436,0
35.8436,32.9761,-35.8436,0.5
38.7111,32.9761,-35.8436,0
41.5786,30.1086,-38.7111,0
44.4461,30.1086,-38.7111,0
41.5786,32.9761,-38.7111,0
44.4461,32.9761,-38.7111,0
41.5786,30.1086,-35.8436,0
44.4461,30.1086,-35.8436,0
41.5786,32.9761,-35.8436,0
44.4461,32.9761,-35.8436,0
24.3737,35.8436,-44.4461,0.5
27.2412,35.8436,-44.4461,0.5
24.3737,38.7111,-44.4461,0.5
27.2412,38.7111,-44.4461,0.5
24.3737,35.8436,-41.5786,0.5
27.2412,35.8436,-41.5786,0.5
24.3737,38.7111,-41.5786,0.5
27.2412,38.7111,-41.5786,0.5
30.1086,35.8436,-44.4461,0.5
32.9761,35.8436,-44.4461,0.5
30.1086,38.7111,-44.4461,0.5
32.9761,38.7111,-44.4461,0.5
30.1086,35.8436,-41.5786,0.5
32.9761,35.8436,-41.5786,0.5
30.1086,38.7111,-41.5786,0.5
32.9761,38.7111,-41.5786,0.5
24.3737,41.5786,-44.4461,0.5
27.2412,41.5786,-44.4461,0.5
24.3737,44.4461,-44.4461,0.5
27.2412,44.4461,-44.4461,0.5
24.3737,41.5786,-41.5786,0.5
27.2412,41.5786,-41.5786,0.5
24.3737,44.4461,-41.5786,0.5
27.2412,44.4461,-41.5786,0.5
30.1086,41.5786,-44.4461,0.5
32.9761,41.5786,-44.4461,0.5
30.1086,44.4461,-44.4461,0.5
32.9761,44.4461,-44.4461,0.5
30.1086,41.5786,-41.5786,0.5
32.9761,41.5786,-41.5786,0.5
30.1086,44.4461,-41.5786,0.5
32.9761,44.4461,-41.5786,0.5
24.3737,35.8436,-38.7111,0.5
27.2412,35.8436,-38.7111,0.5
24.3737,38.7111,-38.7111,0.5
27.2412,38.7111,-38.7111,0.5
24.3737,35.8436,-35.8436,0.5
27.2412,35.8436,-35.8436,0.5
24.3737,38.7111,-35.8436,0.5
27.2412,38.7111,-35.8436,0.5
30.1086,35.8436,-38.7111,0.5
32.9761,35.8436,-38.7111,0.5
30.1086,38.7111,-38.7111,0.5
32.9761,38.7111,-38.7111,0.5
30.1086,35.8436,-35.8436,0.5
32.9761,35.8436,-35.8436,0.5
30.1086,38.7111,-35.8436,0.5
32.9761,38.7111,-35.8436,0.5
24.3737,41.5786,-38.7111,0.5
27.2412,41.5786,-38.7111,0.5
24.3737,44.4461,-38.7111,0.5
27.2412,44.4461,-38.7111,0.5
24.3737,41.5786,-35.8436,0.5
27.2412,41.5786,-35.8436,0.5
24.3737,44.4461,-35.8436,0.5
27.2412,44.4461,-35.8436,0.5
30.1086,41.5786,-38.7111,0.5
32.9761,41.5786,-38.7111,0.5
30.1086,44.4461,-38.7111,0.5
32.9761,44.4461,-38.7111,0.5
30.1086,41.5786,-35.8436,0.5
32.9761,41.5786,-35.8436,0.5
30.1086,44.4461,-35.8436,0.5
32.9761,44.4461,-35.8436,0.5
35.8436,35.8436,-44.4461,0.5
38.7111,35.8436,-44.4461,0.5
35.8436,38.7111,-44.4461,0.5
38.7111,38.7111,-44.4461,0.5
35.8436,35.8436,-41.5786,0.5
38.7111,35.8436,-41.5786,0.5
35.8436,38.7111,-41.5786,0.5
38.7111,38.7111,-41.5786,0.5
41.5786,35.8436,-44.4461,0.5
44.4461,35.8436,-44.4461,0
41.5786,38.7111,-44.4461,0.5
44.4461,38.7111,-44.4461,0
41.5786,35.8436,-41.5786,0
44.4461,35.8436,-41.5786,0
41.5786,38.7111,-41.5786,0
44.4461,38.7111,-41.5786,0
35.8436,41.5786,-44.4461,0.5
38.7111,41.5786,-44.4461,0.5
35.8436,44.4461,-44.4461,0.5
38.7111,44.4461,-44.4461,0.5
35.8436,41.5786,-41.5786,0.5
38.7111,41.5786,-41.5786,0.5
35.8436,44.4461,-41.5786,0.5
38.7111,44.4461,-41.5786,0.5
41.5786,41.5786,-44.4461,0.5
44.4461,41.5786,-44.4461,0
41.5786,44.4461,-44.4461,0.5
44.4461,44.4461,-44.4461,0
41.5786,41.5786,-41.5786,0
44.4461,41.5786,-41.5786,0
41.5786,44.4461,-41.5786,0
44.4461,44.4461,-41.5786,0
35.8436,35.8436,-38.7111,0.5
38.7111,35.8436,-38.7111,0
35.8436,38.7111,-38.7111,0.5
38.7111,38.7111,-38.7111,0.5
35.8436,35.8436,-35.8436,0.5
38.7111,35.8436,-35.8436,0
35.8436,38.7111,-35.8436,0.5
38.7111,38.7111,-35.8436,0.5
41.5786,35.8436,-38.7111,0
44.4461,35.8436,-38.7111,0
41.5786,38.7111,-38.7111,0
44.4461,38.7111,-38.7111,0
41.5786,35.8436,-35.8436,0
44.4461,35.8436,-35.8436,0
41.5786,38.7111,-35.8436,0
44.4461,38.7111,-35.8436,0
35.8436,41.5786,-38.7111,0.5
38.7111,41.5786,-38.7111,0.5
35.8436,44.4461,-38.7111,0.5
38.7111,44.4461,-38.7111,0.5
35.8436,41.5786,-35.8436,0.5
38.7111,41.5786,-35.8436,0.5
35.8436,44.4461,-35.8436,0.5
38.7111,44.4461,-35.8436,0.5
41.5786,41.5786,-38.7111,0
44.4461,41.5786,-38.7111,0
41.5786,44.4461,-38.7111,0
44.4461,44.4461,-38.7111,0
41.5786,41.5786,-35.8436,0
44.4461,41.5786,-35.8436,0
41.5786,44.4461,-35.8436,0
44.4461,44.4461,-35.8436,0
24.3737,24.3737,-32.9761,0.5
