x,y,z,value
-35.8436,-30.1086,-12.9037,0
-44.4461,-27.2412,-15.7712,0
-41.5786,-27.2412,-15.7712,0
-44.4461,-24.3737,-15.7712,0
-41.5786,-24.3737,-15.7712,0
-44.4461,-27.2412,-12.9037,0
-41.5786,-27.2412,-12.9037,0
-44.4461,-24.3737,-12.9037,0
-41.5786,-24.3737,-12.9037,0
-38.7111,-27.2412,-15.7712,0
-35.8436,-27.2412,-15.7712,0
-38.7111,-24.3737,-15.7712,0
-35.8436,-24.3737,-15.7712,0
-38.7111,-27.2412,-12.9037,0
-35.8436,-27.2412,-12.9037,0
-38.7111,-24.3737,-12.9037,0
-35.8436,-24.3737,-12.9037,0
-32.9761,-32.9761,-21.5062,0
-30.1086,-32.9761,-21.5062,0
-32.9761,-30.1086,-21.5062,0
-30.1086,-30.1086,-21.5062,0
-32.9761,-32.9761,-18.6387,0
-30.1086,-32.9761,-18.6387,0
-32.9761,-30.1086,-18.6387,0
-30.1086,-30.1086,-18.6387,0
-27.2412,-32.9761,-21.5062,0
-24.3737,-32.9761,-21.5062,0
-27.2412,-30.1086,-21.5062,0
-24.3737,-30.1086,-21.5062,0
-27.2412,-32.9761,-18.6387,0
-24.3737,-32.9761,-18.6387,0
-27.2412,-30.1086,-18.6387,0
-24.3737,-30.1086,-18.6387,0
-32.9761,-27.2412,-21.5062,0
-30.1086,-27.2412,-21.5062,0
-32.9761,-24.3737,-21.5062,0
-30.1086,-24.3737,-21.5062,0
-32.9761,-27.2412,-18.6387,0
-30.1086,-27.2412,-18.6387,0
-32.9761,-24.3737,-18.6387,0
-30.1086,-24.3737,-18.6387,0
-27.2412,-27.2412,-21.5062,0
-24.3737,-27.2412,-21.5062,1
-27.2412,-24.3737,-21.5062,1
-24.3737,-24.3737,-21.5062,0.5
-27.2412,-27.2412,-18.6387,0
-24.3737,-27.2412,-18.6387,1
-27.2412,-24.3737,-18.6387,1
-24.3737,-24.3737,-18.6387,0.5
-32.9761,-32.9761,-15.7712,0
-30.1086,-32.9761,-15.7712,0
-32.9761,-30.1086,-15.7712,0
-30.1086,-30.1086,-15.7712,0
-32.9761,-32.9761,-12.9037,0
-30.1086,-32.9761,-12.9037,0
-32.9761,-30.1086,-12.9037,0
-30.1086,-30.1086,-12.9037,0
-27.2412,-32.9761,-15.7712,0
-24.3737,-32.9761,-15.7712,0
-27.2412,-30.1086,-15.7712,0
-24.3737,-30.1086,-15.7712,0
-27.2412,-32.9761,-12.9037,0
-24.3737,-32.9761,-12.9037,0
-27.2412,-30.1086,-12.9037,0
-24.3737,-30.1086,-12.9037,0
-32.9761,-27.2412,-15.7712,0
-30.1086,-27.2412,-15.7712,0
-32.9761,-24.3737,-15.7712,0
-30.1086,-24.3737,-15.7712,0
-32.9761,-27.2412,-12.9037,0
-30.1086,-27.2412,-12.9037,0
-32.9761,-24.3737,-12.9037,0
-30.1086,-24.3737,-12.9037,0
-27.2412,-27.2412,-15.7712,0
-24.3737,-27.2412,-15.7712,0
-27.2412,-24.3737,-15.7712,1
-24.3737,-24.3737,-15.7712,1
-27.2412,-27.2412,-12.9037,0
-24.3737,-27.2412,-12.9037,0
-27.2412,-24.3737,-12.9037,1
-24.3737,-24.3737,-12.9037,1
-44.4461,-44.4461,-10.0362,0
-41.5786,-44.4461,-10.0362,0
-44.4461,-41.5786,-10.0362,0
-41.5786,-41.5786,-10.0362,0
-44.4461,-44.4461,-7.16872,0
-41.5786,-44.4461,-7.16872,0
-44.4461,-41.5786,-7.16872,0
-41.5786,-41.5786,-7.16872,0
-38.7111,-44.4461,-10.0362,0
-35.8436,-44.4461,-10.0362,0
-38.7111,-41.5786,-10.0362,0
-35.8436,-41.5786,-10.0362,0
-38.7111,-44.4461,-7.16872,0
-35.8436,-44.4461,-7.16872,0
-38.7111,-41.5786,-7.16872,0
-35.8436,-41.5786,-7.16872,0
-44.4461,-38.7111,-10.0362,0
-41.5786,-38.7111,-10.0362,0
-44.4461,-35.8436,-10.0362,0
-41.5786,-35.8436,-10.0362,0
-44.4461,-38.7111,-7.16872,0
-41.5786,-38.7111,-7.16872,0
-44.4461,-35.8436,-7.16872,0
-41.5786,-35.8436,-7.16872,0
-38.7111,-38.7111,-10.0362,0
-35.8436,-38.7111,-10.0362,0
-38.7111,-35.8436,-10.0362,0
-35.8436,-35.8436,-10.0362,0
-38.7111,-38.7111,-7.16872,0
-35.8436,-38.7111,-7.16872,0
-38.7111,-35.8436,-7.16872,0
-35.8436,-35.8436,-7.16872,0
-44.4461,-44.4461,-4.30123,0
-41.5786,-44.4461,-4.30123,0
-44.4461,-41.5786,-4.30123,0
-41.5786,-41.5786,-4.30123,0
-44.4461,-44.4461,-1.43374,0
-41.5786,-44.4461,-1.43374,0
-44.4461,-41.5786,-1.43374,0
-41.5786,-41.5786,-1.43374,0
-38.7111,-44.4461,-4.30123,0
-35.8436,-44.4461,-4.30123,0
-38.7111,-41.5786,-4.30123,0
-35.8436,-41.5786,-4.30123,0
-38.7111,-44.4461,-1.43374,0
-35.8436,-44.4461,-1.43374,0
-38.7111,-41.5786,-1.43374,0
-35.8436,-41.5786,-1.43374,0
-44.4461,-38.7111,-4.30123,0
-41.5786,-38.7111,-4.30123,0
-44.4461,-35.8436,-4.30123,0
-41.5786,-35.8436,-4.30123,0
-44.4461,-38.7111,-1.43374,0
-41.5786,-38.7111,-1.43374,0
-44.4461,-35.8436,-1.43374,0
-41.5786,-35.8436,-1.43374,0
-38.7111,-38.7111,-4.30123,0
-35.8436,-38.7111,-4.30123,0
-38.7111,-35.8436,-4.30123,0
-35.8436,-35.8436,-4.30123,0
-38.7111,-38.7111,-1.43374,0
-35.8436,-38.7111,-1.43374,0
-38.7111,-35.8436,-1.43374,0
-35.8436,-35.8436,-1.43374,0
-32.9761,-44.4461,-10.0362,0
-30.1086,-44.4461,-10.0362,0
-32.9761,-41.5786,-10.0362,0
-30.1086,-41.5786,-10.0362,0
-32.9761,-44.4461,-7.16872,0
-30.1086,-44.4461,-7.16872,0
-32.9761,-41.5786,-7.16872,0
-30.1086,-41.5786,-7.16872,0
-27.2412,-44.4461,-10.0362,0
-24.3737,-44.4461,-10.0362,0
-27.2412,-41.5786,-10.0362,0
-24.3737,-41.5786,-10.0362,0
-27.2412,-44.4461,-7.16872,0
-24.3737,-44.4461,-7.16872,0
-27.2412,-41.5786,-7.16872,0
-24.3737,-41.5786,-7.16872,0
-32.9761,-38.7111,-10.0362,0
-30.1086,-38.7111,-10.0362,0
-32.9761,-35.8436,-10.0362,0
-30.1086,-35.8436,-10.0362,0
-32.9761,-38.7111,-7.16872,0
-30.1086,-38.7111,-7.16872,0
-32.9761,-35.8436,-7.16872,0
-30.1086,-35.8436,-7.16872,0
-27.2412,-38.7111,-10.0362,0
-24.3737,-38.7111,-10.0362,0
-27.2412,-35.8436,-10.0362,0
-24.3737,-35.8436,-10.0362,0
-27.2412,-38.7111,-7.16872,0
-24.3737,-38.7111,-7.16872,0
-27.2412,-35.8436,-7.16872,0
-24.3737,-35.8436,-7.16872,0
-32.9761,-44.4461,-4.30123,0
-30.1086,-44.4461,-4.30123,0
-32.9761,-41.5786,-4.30123,0
-30.1086,-41.5786,-4.30123,0
-32.9761,-44.4461,-1.43374,0
-30.1086,-44.4461,-1.43374,0
-32.9761,-41.5786,-1.43374,0
-30.1086,-41.5786,-1.43374,0
-27.2412,-44.4461,-4.30123,0
-24.3737,-44.4461,-4.30123,0
-27.2412,-41.5786,-4.30123,0
-24.3737,-41.5786,-4.30123,0
-27.2412,-44.4461,-1.43374,0
-24.3737,-44.4461,-1.43374,0
-27.2412,-41.5786,-1.43374,0
-24.3737,-41.5786,-1.43374,0
-32.9761,-38.7111,-4.30123,0
-30.1086,-38.7111,-4.30123,0
-32.9761,-35.8436,-4.30123,0
-30.1086,-35.8436,-4.30123,0
-32.9761,-38.7111,-1.43374,0
-30.1086,-38.7111,-1.43374,0
-32.9761,-35.8436,-1.43374,0
-30.1086,-35.8436,-1.43374,0
-27.2412,-38.7111,-4.30123,0
-24.3737,-38.7111,-4.30123,0
-27.2412,-35.8436,-4.30123,0
-24.3737,-35.8436,-4.30123,0
-27.2412,-38.7111,-1.43374,0
-24.3737,-38.7111,-1.43374,0
-27.2412,-35.8436,-1.43374,0
-24.3737,-35.8436,-1.43374,0
-44.4461,-32.9761,-10.0362,0
-41.5786,-32.9761,-10.0362,0
-44.4461,-30.1086,-10.0362,0
-41.5786,-30.1086,-10.0362,0
-44.4461,-32.9761,-7.16872,0
-41.5786,-32.9761,-7.16872,0
-44.4461,-30.1086,-7.16872,0
-41.5786,-30.1086,-7.16872,0
-38.7111,-32.9761,-10.0362,0
-35.8436,-32.9761,-10.0362,0
-38.7111,-30.1086,-10.0362,0
-35.8436,-30.1086,-10.0362,0
-38.7111,-32.9761,-7.16872,0
-35.8436,-32.9761,-7.16872,0
-38.7111,-30.1086,-7.16872,0
-35.8436,-30.1086,-7.16872,0
-44.4461,-27.2412,-10.0362,0
-41.5786,-27.2412,-10.0362,0
-44.4461,-24.3737,-10.0362,0
-41.5786,-24.3737,-10.0362,0
-44.4461,-27.2412,-7.16872,0
-41.5786,-27.2412,-7.16872,0
-44.4461,-24.3737,-7.16872,0
-41.5786,-24.3737,-7.16872,0
-38.7111,-27.2412,-10.0362,0
-35.8436,-27.2412,-10.0362,0
-38.7111,-24.3737,-10.0362,0
-35.8436,-24.3737,-10.0362,0
-38.7111,-27.2412,-7.16872,0
-35.8436,-27.2412,-7.16872,0
-38.7111,-24.3737,-7.16872,0
-35.8436,-24.3737,-7.16872,0
-44.4461,-32.9761,-4.30123,0
-41.5786,-32.9761,-4.30123,0
-44.4461,-30.1086,-4.30123,0
-41.5786,-30.1086,-4.30123,0
-44.4461,-32.9761,-1.43374,0
-41.5786,-32.9761,-1.43374,0
-44.4461,-30.1086,-1.43374,0
-41.5786,-30.1086,-1.43374,0
-38.7111,-32.9761,-4.30123,0
-35.8436,-32.9761,-4.30123,0
-38.7111,-30.1086,-4.30123,0
-35.8436,-30.1086,-4.30123,0
-38.7111,-32.9761,-1.43374,0
-35.8436,-32.9761,-1.43374,0
-38.7111,-30.1086,-1.43374,0
-35.8436,-30.1086,-1.43374,0
-44.4461,-27.2412,-4.30123,0
-41.5786,-27.2412,-4.30123,0
-44.4461,-24.3737,-4.30123,0
-41.5786,-24.3737,-4.30123,0
-44.4461,-27.2412,-1.43374,0
-41.5786,-27.2412,-1.43374,0
-44.4461,-24.3737,-1.43374,0
-41.5786,-24.3737,-1.43374,0
-38.7111,-27.2412,-4.30123,0
-35.8436,-27.2412,-4.30123,0
-38.7111,-24.3737,-4.30123,0
-35.8436,-24.3737,-4.30123,0
-38.7111,-27.2412,-1.43374,0
-35.8436,-27.2412,-1.43374,0
-38.7111,-24.3737,-1.43374,0
-35.8436,-24.3737,-1.43374,0
-32.9761,-32.9761,-10.0362,0
-30.1086,-32.9761,-10.0362,0
-32.9761,-30.1086,-10.0362,0
-30.1086,-30.1086,-10.0362,0
-32.9761,-32.9761,-7.16872,0
-30.1086,-32.9761,-7.16872,0
-32.9761,-30.1086,-7.16872,0
-30.1086,-30.1086,-7.16872,0
-27.2412,-32.9761,-10.0362,0
-24.3737,-32.9761,-10.0362,0
-27.2412,-30.1086,-10.0362,0
-24.3737,-30.1086,-10.0362,0
-27.2412,-32.9761,-7.16872,0
-24.3737,-32.9761,-7.16872,0
-27.2412,-30.1086,-7.16872,0
-24.3737,-30.1086,-7.16872,0
-32.9761,-27.2412,-10.0362,0
-30.1086,-27.2412,-10.0362,0
-32.9761,-24.3737,-10.0362,0
-30.1086,-24.3737,-10.0362,0
-32.9761,-27.2412,-7.16872,0
-30.1086,-27.2412,-7.16872,0
-32.9761,-24.3737,-7.16872,0
-30.1086,-24.3737,-7.16872,0
-27.2412,-27.2412,-10.0362,0
-24.3737,-27.2412,-10.0362,0
-27.2412,-24.3737,-10.0362,0
-24.3737,-24.3737,-10.0362,1
-27.2412,-27.2412,-7.16872,0
-24.3737,-27.2412,-7.16872,0
-27.2412,-24.3737,-7.16872,0
-24.3737,-24.3737,-7.16872,1
-32.9761,-32.9761,-4.30123,0
-30.1086,-32.9761,-4.30123,0
-32.9761,-30.1086,-4.30123,0
-30.1086,-30.1086,-4.30123,0
-32.9761,-32.9761,-1.43374,0
-30.1086,-32.9761,-1.43374,0
-32.9761,-30.1086,-1.43374,0
-30.1086,-30.1086,-1.43374,0
-27.2412,-32.9761,-4.30123,0
-24.3737,-32.9761,-4.30123,0
-27.2412,-30.1086,-4.30123,0
-24.3737,-30.1086,-4.30123,0
-27.2412,-32.9761,-1.43374,0
-24.3737,-32.9761,-1.43374,0
-27.2412,-30.1086,-1.43374,0
-24.3737,-30.1086,-1.43374,0
-32.9761,-27.2412,-4.30123,0
-30.1086,-27.2412,-4.30123,0
-32.9761,-24.3737,-4.30123,0
-30.1086,-24.3737,-4.30123,0
-32.9761,-27.2412,-1.43374,0
-30.1086,-27.2412,-1.43374,0
-32.9761,-24.3737,-1.43374,0
-30.1086,-24.3737,-1.43374,0
-27.2412,-27.2412,-4.30123,0
-24.3737,-27.2412,-4.30123,0
-27.2412,-24.3737,-4.30123,0
-24.3737,-24.3737,-4.30123,0
-27.2412,-27.2412,-1.43374,0
-24.3737,-27.2412,-1.43374,0
-27.2412,-24.3737,-1.43374,0
-24.3737,-24.3737,-1.43374,0
-21.5062,-44.4461,-21.5062,0
-18.6387,-44.4461,-21.5062,0
-21.5062,-41.5786,-21.5062,0
-18.6387,-41.5786,-21.5062,0
-21.5062,-44.4461,-18.6387,0
-18.6387,-44.4461,-18.6387,0
-21.5062,-41.5786,-18.6387,0
-18.6387,-41.5786,-18.6387,0
-15.7712,-44.4461,-21.5062,0
-12.9037,-44.4461,-21.5062,0
-15.7712,-41.5786,-21.5062,0
-12.9037,-41.5786,-21.5062,0
-15.7712,-44.4461,-18.6387,0
-12.9037,-44.4461,-18.6387,0
-15.7712,-41.5786,-18.6387,0
-12.9037,-41.5786,-18.6387,0
-21.5062,-38.7111,-21.5062,0
-18.6387,-38.7111,-21.5062,0
-21.5062,-35.8436,-21.5062,0
-18.6387,-35.8436,-21.5062,0
-21.5062,-38.7111,-18.6387,0
-18.6387,-38.7111,-18.6387,0
-21.5062,-35.8436,-18.6387,0
-18.6387,-35.8436,-18.6387,0
-15.7712,-38.7111,-21.5062,0
-12.9037,-38.7111,-21.5062,0
-15.7712,-35.8436,-21.5062,0
-12.9037,-35.8436,-21.5062,0
-15.7712,-38.7111,-18.6387,0
-12.9037,-38.7111,-18.6387,0
-15.7712,-35.8436,-18.6387,0
-12.9037,-35.8436,-18.6387,0
-21.5062,-44.4461,-15.7712,0
-18.6387,-44.4461,-15.7712,0
-21.5062,-41.5786,-15.7712,0
-18.6387,-41.5786,-15.7712,0
-21.5062,-44.4461,-12.9037,0
-18.6387,-44.4461,-12.9037,0
-21.5062,-41.5786,-12.9037,0
-18.6387,-41.5786,-12.9037,0
-15.7712,-44.4461,-15.7712,0
-12.9037,-44.4461,-15.7712,0
-15.7712,-41.5786,-15.7712,0
-12.9037,-41.5786,-15.7712,0
-15.7712,-44.4461,-12.9037,0
-12.9037,-44.4461,-12.9037,0
-15.7712,-41.5786,-12.9037,0
-12.9037,-41.5786,-12.9037,0
-21.5062,-38.7111,-15.7712,0
-18.6387,-38.7111,-15.7712,0
-21.5062,-35.8436,-15.7712,0
-18.6387,-35.8436,-15.7712,0
-21.5062,-38.7111,-12.9037,0
-18.6387,-38.7111,-12.9037,0
-21.5062,-35.8436,-12.9037,0
-18.6387,-35.8436,-12.9037,0
-15.7712,-38.7111,-15.7712,0
-12.9037,-38.7111,-15.7712,0
-15.7712,-35.8436,-15.7712,0
-12.9037,-35.8436,-15.7712,0
-15.7712,-38.7111,-12.9037,0
-12.9037,-38.7111,-12.9037,0
-15.7712,-35.8436,-12.9037,0
-12.9037,-35.8436,-12.9037,0
-10.0362,-44.4461,-21.5062,0
-7.16872,-44.4461,-21.5062,0
-10.0362,-41.5786,-21.5062,0
-7.16872,-41.5786,-21.5062,0
-10.0362,-44.4461,-18.6387,0
-7.16872,-44.4461,-18.6387,0
-10.0362,-41.5786,-18.6387,0
-7.16872,-41.5786,-18.6387,0
-4.30123,-44.4461,-21.5062,0
-1.43374,-44.4461,-21.5062,0
-4.30123,-41.5786,-21.5062,0
-1.43374,-41.5786,-21.5062,0
-4.30123,-44.4461,-18.6387,0
-1.43374,-44.4461,-18.6387,0
-4.30123,-41.5786,-18.6387,0
-1.43374,-41.5786,-18.6387,0
-10.0362,-38.7111,-21.5062,0
-7.16872,-38.7111,-21.5062,0
-10.0362,-35.8436,-21.5062,0
-7.16872,-35.8436,-21.5062,0
-10.0362,-38.7111,-18.6387,0
-7.16872,-38.7111,-18.6387,0
-10.0362,-35.8436,-18.6387,0
-7.16872,-35.8436,-18.6387,0
-4.30123,-38.7111,-21.5062,0
-1.43374,-38.7111,-21.5062,0
-4.30123,-35.8436,-21.5062,0
-1.43374,-35.8436,-21.5062,1
-4.30123,-38.7111,-18.6387,0
-1.43374,-38.7111,-18.6387,0
-4.30123,-35.8436,-18.6387,0
-1.43374,-35.8436,-18.6387,1
-10.0362,-44.4461,-15.7712,0
-7.16872,-44.4461,-15.7712,0
-10.0362,-41.5786,-15.7712,0
-7.16872,-41.5786,-15.7712,0
-10.0362,-44.4461,-12.9037,0
-7.16872,-44.4461,-12.9037,0
-10.0362,-41.5786,-12.9037,0
-7.16872,-41.5786,-12.9037,0
-4.30123,-44.4461,-15.7712,0
-1.43374,-44.4461,-15.7712,0
-4.30123,-41.5786,-15.7712,0
-1.43374,-41.5786,-15.7712,0
-4.30123,-44.4461,-12.9037,0
-1.43374,-44.4461,-12.9037,0
-4.30123,-41.5786,-12.9037,0
-1.43374,-41.5786,-12.9037,0
-10.0362,-38.7111,-15.7712,0
-7.16872,-38.7111,-15.7712,0
-10.0362,-35.8436,-15.7712,0
-7.16872,-35.8436,-15.7712,0
-10.0362,-38.7111,-12.9037,0
-7.16872,-38.7111,-12.9037,0
-10.0362,-35.8436,-12.9037,0
-7.16872,-35.8436,-12.9037,0
-4.30123,-38.7111,-15.7712,0
-1.43374,-38.7111,-15.7712,0
-4.30123,-35.8436,-15.7712,0
-1.43374,-35.8436,-15.7712,0
-4.30123,-38.7111,-12.9037,0
-1.43374,-38.7111,-12.9037,0
-4.30123,-35.8436,-12.9037,0
-1.43374,-35.8436,-12.9037,0
-21.5062,-32.9761,-21.5062,0
-18.6387,-32.9761,-21.5062,0
-21.5062,-30.1086,-21.5062,0
-18.6387,-30.1086,-21.5062,0
-21.5062,-32.9761,-18.6387,0
-18.6387,-32.9761,-18.6387,0
-21.5062,-30.1086,-18.6387,0
-18.6387,-30.1086,-18.6387,0
-15.7712,-32.9761,-21.5062,0
-12.9037,-32.9761,-21.5062,0
-15.7712,-30.1086,-21.5062,0
-12.9037,-30.1086,-21.5062,0
-15.7712,-32.9761,-18.6387,0
-12.9037,-32.9761,-18.6387,0
-15.7712,-30.1086,-18.6387,0
-12.9037,-30.1086,-18.6387,0
-21.5062,-27.2412,-21.5062,1
-18.6387,-27.2412,-21.5062,1
-21.5062,-24.3737,-21.5062,0.5
-18.6387,-24.3737,-21.5062,0.5
-21.5062,-27.2412,-18.6387,1
-18.6387,-27.2412,-18.6387,1
-21.5062,-24.3737,-18.6387,0.5
-18.6387,-24.3737,-18.6387,0.5
-15.7712,-27.2412,-21.5062,1
-12.9037,-27.2412,-21.5062,1
-15.7712,-24.3737,-21.5062,0.5
-12.9037,-24.3737,-21.5062,0.5
-15.7712,-27.2412,-18.6387,1
-12.9037,-27.2412,-18.6387,1
-15.7712,-24.3737,-18.6387,0.5
-12.9037,-24.3737,-18.6387,0.5
-21.5062,-32.9761,-15.7712,0
-18.6387,-32.9761,-15.7712,0
-21.5062,-30.1086,-15.7712,0
-18.6387,-30.1086,-15.7712,0
-21.5062,-32.9761,-12.9037,0
-18.6387,-32.9761,-12.9037,0
-21.5062,-30.1086,-12.9037,0
-18.6387,-30.1086,-12.9037,0
-15.7712,-32.9761,-15.7712,0
-12.9037,-32.9761,-15.7712,0
-15.7712,-30.1086,-15.7712,0
-12.9037,-30.1086,-15.7712,0
-15.7712,-32.9761,-12.9037,0
-12.9037,-32.9761,-12.9037,0
-15.7712,-30.1086,-12.9037,0
-12.9037,-30.1086,-12.9037,0
-21.5062,-27.2412,-15.7712,1
-18.6387,-27.2412,-15.7712,1
-21.5062,-24.3737,-15.7712,0.5
-18.6387,-24.3737,-15.7712,0.5
-21.5062,-27.2412,-12.9037,0
-18.6387,-27.2412,-12.9037,0
-21.5062,-24.3737,-12.9037,1
-18.6387,-24.3737,-12.9037,1
-15.7712,-27.2412,-15.7712,1
-12.9037,-27.2412,-15.7712,1
-15.7712,-24.3737,-15.7712,0.5
-12.9037,-24.3737,-15.7712,0.5
-15.7712,-27.2412,-12.9037,1
-12.9037,-27.2412,-12.9037,1
-15.7712,-24.3737,-12.9037,0.5
-12.9037,-24.3737,-12.9037,0.5
-10.0362,-32.9761,-21.5062,0
-7.16872,-32.9761,-21.5062,1
-10.0362,-30.1086,-21.5062,1
-7.16872,-30.1086,-21.5062,0.5
-10.0362,-32.9761,-18.6387,0
-7.16872,-32.9761,-18.6387,0
-10.0362,-30.1086,-18.6387,0
-7.16872,-30.1086,-18.6387,1
-4.30123,-32.9761,-21.5062,1
-1.43374,-32.9761,-21.5062,0.5
-4.30123,-30.1086,-21.5062,0.5
-1.43374,-30.1086,-21.5062,0.5
-4.30123,-32.9761,-18.6387,1
-1.43374,-32.9761,-18.6387,0.5
-4.30123,-30.1086,-18.6387,0.5
-1.43374,-30.1086,-18.6387,0.5
-10.0362,-27.2412,-21.5062,0.5
-7.16872,-27.2412,-21.5062,0.5
-10.0362,-24.3737,-21.5062,0.5
-7.16872,-24.3737,-21.5062,0.5
-10.0362,-27.2412,-18.6387,1
-7.16872,-27.2412,-18.6387,0.5
-10.0362,-24.3737,-18.6387,0.5
-7.16872,-24.3737,-18.6387,0.5
-4.30123,-27.2412,-21.5062,0.5
-1.43374,-27.2412,-21.5062,0.5
-4.30123,-24.3737,-21.5062,0.5
-1.43374,-24.3737,-21.5062,0.5
-4.30123,-27.2412,-18.6387,0.5
-1.43374,-27.2412,-18.6387,0.5
-4.30123,-24.3737,-18.6387,0.5
-1.43374,-24.3737,-18.6387,0.5
-10.0362,-32.9761,-15.7712,0
-7.16872,-32.9761,-15.7712,0
-10.0362,-30.1086,-15.7712,0
-7.16872,-30.1086,-15.7712,1
-10.0362,-32.9761,-12.9037,0
-7.16872,-32.9761,-12.9037,0
-10.0362,-30.1086,-12.9037,0
-7.16872,-30.1086,-12.9037,1
-4.30123,-32.9761,-15.7712,1
-1.43374,-32.9761,-15.7712,1
-4.30123,-30.1086,-15.7712,0.5
-1.43374,-30.1086,-15.7712,0.5
-4.30123,-32.9761,-12.9037,1
-1.43374,-32.9761,-12.9037,1
-4.30123,-30.1086,-12.9037,0.5
-1.43374,-30.1086,-12.9037,0.5
-10.0362,-27.2412,-15.7712,1
-7.16872,-27.2412,-15.7712,0.5
-10.0362,-24.3737,-15.7712,0.5
-7.16872,-24.3737,-15.7712,0.5
-10.0362,-27.2412,-12.9037,1
-7.16872,-27.2412,-12.9037,0.5
-10.0362,-24.3737,-12.9037,0.5
-7.16872,-24.3737,-12.9037,0.5
-4.30123,-27.2412,-15.7712,0.5
-1.43374,-27.2412,-15.7712,0.5
-4.30123,-24.3737,-15.7712,0.5
-1.43374,-24.3737,-15.7712,0.5
-4.30123,-27.2412,-12.9037,0.5
-1.43374,-27.2412,-12.9037,0.5
-4.30123,-24.3737,-12.9037,0.5
-1.43374,-24.3737,-12.9037,0.5
-21.5062,-44.4461,-10.0362,0
-18.6387,-44.4461,-10.0362,0
-21.5062,-41.5786,-10.0362,0
-18.6387,-41.5786,-10.0362,0
-21.5062,-44.4461,-7.16872,0
-18.6387,-44.4461,-7.16872,0
-21.5062,-41.5786,-7.16872,0
-18.6387,-41.5786,-7.16872,0
-15.7712,-44.4461,-10.0362,0
-12.9037,-44.4461,-10.0362,0
-15.7712,-41.5786,-10.0362,0
-12.9037,-41.5786,-10.0362,0
-15.7712,-44.4461,-7.16872,0
-12.9037,-44.4461,-7.16872,0
-15.7712,-41.5786,-7.16872,0
-12.9037,-41.5786,-7.16872,0
-21.5062,-38.7111,-10.0362,0
-18.6387,-38.7111,-10.0362,0
-21.5062,-35.8436,-10.0362,0
-18.6387,-35.8436,-10.0362,0
-21.5062,-38.7111,-7.16872,0
-18.6387,-38.7111,-7.16872,0
-21.5062,-35.8436,-7.16872,0
-18.6387,-35.8436,-7.16872,0
-15.7712,-38.7111,-10.0362,0
-12.9037,-38.7111,-10.0362,0
-15.7712,-35.8436,-10.0362,0
-12.9037,-35.8436,-10.0362,0
-15.7712,-38.7111,-7.16872,0
-12.9037,-38.7111,-7.16872,0
-15.7712,-35.8436,-7.16872,0
-12.9037,-35.8436,-7.16872,0
-21.5062,-44.4461,-4.30123,0
-18.6387,-44.4461,-4.30123,0
-21.5062,-41.5786,-4.30123,0
-18.6387,-41.5786,-4.30123,0
-21.5062,-44.4461,-1.43374,0
-18.6387,-44.4461,-1.43374,0
-21.5062,-41.5786,-1.43374,0
-18.6387,-41.5786,-1.43374,0
-15.7712,-44.4461,-4.30123,0
-12.9037,-44.4461,-4.30123,0
-15.7712,-41.5786,-4.30123,0
-12.9037,-41.5786,-4.30123,0
-15.7712,-44.4461,-1.43374,0
-12.9037,-44.4461,-1.43374,0
-15.7712,-41.5786,-1.43374,0
-12.9037,-41.5786,-1.43374,0
-21.5062,-38.7111,-4.30123,0
-18.6387,-38.7111,-4.30123,0
-21.5062,-35.8436,-4.30123,0
-18.6387,-35.8436,-4.30123,0
-21.5062,-38.7111,-1.43374,0
-18.6387,-38.7111,-1.43374,0
-21.5062,-35.8436,-1.43374,0
-18.6387,-35.8436,-1.43374,0
-15.7712,-38.7111,-4.30123,0
-12.9037,-38.7111,-4.30123,0
-15.7712,-35.8436,-4.30123,0
-12.9037,-35.8436,-4.30123,0
-15.7712,-38.7111,-1.43374,0
-12.9037,-38.7111,-1.43374,0
-15.7712,-35.8436,-1.43374,0
-12.9037,-35.8436,-1.43374,0
-10.0362,-44.4461,-10.0362,0
-7.16872,-44.4461,-10.0362,0
-10.0362,-41.5786,-10.0362,0
-7.16872,-41.5786,-10.0362,0
-10.0362,-44.4461,-7.16872,0
-7.16872,-44.4461,-7.16872,0
-10.0362,-41.5786,-7.16872,0
-7.16872,-41.5786,-7.16872,0
-4.30123,-44.4461,-10.0362,0
-1.43374,-44.4461,-10.0362,0
-4.30123,-41.5786,-10.0362,0
-1.43374,-41.5786,-10.0362,0
-4.30123,-44.4461,-7.16872,0
-1.43374,-44.4461,-7.16872,0
-4.30123,-41.5786,-7.16872,0
-1.43374,-41.5786,-7.16872,0
-10.0362,-38.7111,-10.0362,0
-7.16872,-38.7111,-10.0362,0
-10.0362,-35.8436,-10.0362,0
-7.16872,-35.8436,-10.0362,0
-10.0362,-38.7111,-7.16872,0
-7.16872,-38.7111,-7.16872,0
-10.0362,-35.8436,-7.16872,0
-7.16872,-35.8436,-7.16872,0
-4.30123,-38.7111,-10.0362,0
-1.43374,-38.7111,-10.0362,0
-4.30123,-35.8436,-10.0362,0
-1.43374,-35.8436,-10.0362,1
-4.30123,-38.7111,-7.16872,0
-1.43374,-38.7111,-7.16872,0
-4.30123,-35.8436,-7.16872,0
-1.43374,-35.8436,-7.16872,1
-10.0362,-44.4461,-4.30123,0
-7.16872,-44.4461,-4.30123,0
-10.0362,-41.5786,-4.30123,0
-7.16872,-41.5786,-4.30123,0
-10.0362,-44.4461,-1.43374,0
