Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,203.017,-319.071,130.3,-0.78171,-0.227608,0.162318,0.557474
0,0,275.564,-200.536,209.403,0.777811,0.395934,-0.221426,-0.434991
1,0,245.056,-99.5927,300.048,0.776055,0.522302,-0.197357,-0.293241
2,0,156.105,-7.53084,368.204,0.70941,0.676012,-0.137531,-0.144325
3,0,62.1082,40.4917,393.069,0.474304,0.875426,-0.0818411,-0.0443414
4,0,-7.37444,34.2258,398.465,-0.105809,0.993421,-0.0435597,0.00463955
5,0,-39.5165,0.0308126,398.043,-0.705966,0.706517,-0.0349844,0.0349572
6,0,-36.2073,-24.3197,397.615,0.881174,-0.469629,0.0256812,-0.0481861
7,0,-17.8237,-27.7714,398.637,0.958761,-0.2812,0.0116189,-0.0396152
8,0,4.14989,-9.01944,399.877,0.97677,0.213929,-0.00265536,-0.012124
9,0,22.4204,12.6254,399.172,0.504382,0.862881,-0.0277821,-0.0162395
10,0,36.9529,29.9355,397.163,0.429661,0.901024,-0.0537529,-0.0256325
11,0,46.9291,36.6673,395.542,0.437135,0.896293,-0.0670976,-0.0327244
12,0,49.8791,32.6679,395.531,0.474121,0.877281,-0.0657519,-0.0355352
13,0,46.208,22.105,396.707,0.532032,0.84429,-0.0542824,-0.0342063
14,0,35.242,11.3115,398.284,0.5886,0.807097,-0.0374214,-0.0272907
15,0,21.3105,5.93874,399.388,0.604563,0.796077,-0.0220309,-0.0167309
16,0,10.9138,9.56568,399.737,0.412767,0.910656,-0.0165253,-0.00749032
17,0,6.01246,22.9459,399.296,0.127727,0.991366,-0.0294206,-0.00379051
18,0,4.26523,35.414,398.406,0.0598354,0.99721,-0.0445517,-0.00267323
19,0,9.88768,39.7431,397.898,0.121458,0.991272,-0.0508801,-0.00623421
20,0,23.6139,41.6859,397.12,0.254399,0.965237,-0.058014,-0.0152903
21,0,22.3206,34.278,397.903,0.284233,0.957387,-0.0490806,-0.0145713
22,0,17.0838,36.6396,397.952,0.216146,0.975049,-0.0493989,-0.0109506
22,1,-18.2334,-33.4565,-398.181,-0.0462059,0.0117734,-0.246632,0.967935
23,0,30.766,42.0161,396.596,0.310124,0.948455,-0.0620034,-0.0202738
23,1,55.845,-83.4352,-387.195,-0.121054,-0.0367735,0.288327,0.949137
24,0,23.6106,35.7455,397.699,0.287328,0.95633,-0.0513583,-0.0154305
24,1,81.6705,-15.327,-391.274,-0.0803742,-0.0666936,0.635081,0.765352
25,0,7.91545,36.2229,398.278,0.107246,0.993149,-0.0461289,-0.00498128
25,1,76.2538,7.66445,-392.59,-0.0645624,-0.071377,0.73818,0.667703
26,0,0.814552,26.2264,399.138,0.0155152,0.999341,-0.0328126,-0.000509431
26,1,71.0977,-22.0465,-393.013,-0.0752355,-0.0554401,0.590626,0.801515
27,0,-8.81542,18.5234,399.474,-0.220201,0.975117,-0.025021,0.00565023
27,1,65.4032,-44.046,-392.151,-0.0874409,-0.0465338,0.467481,0.878436
28,0,-20.8571,23.7005,398.752,-0.35278,0.934872,-0.0369512,0.0139438
28,1,58.6273,-30.8857,-394.473,-0.071165,-0.0429457,0.514888,0.853218
29,0,-30.4402,26.527,397.957,-0.413605,0.909053,-0.0459983,0.0209285
29,1,49.5679,-14.2046,-396.663,-0.0515797,-0.0388747,0.600624,0.796919
30,0,-28.3731,10.1866,398.862,-0.574958,0.817313,-0.0308426,0.0216969
30,1,52.7981,-13.1975,-396.28,-0.0537445,-0.041964,0.613994,0.78636
31,0,-26.3806,9.64963,399.012,-0.572567,0.819105,-0.0287964,0.0201291
31,1,61.8836,-8.85239,-395.085,-0.0592197,-0.0513512,0.653115,0.753191
32,0,-31.8292,16.3488,398.396,-0.520585,0.852635,-0.0382133,0.0233315
32,1,86.6025,-4.44429,-390.487,-0.0790583,-0.0751052,0.684641,0.720677
33,0,-26.0435,14.8728,398.874,-0.501688,0.864235,-0.0324448,0.0188342
33,1,129.339,-2.89963,-378.501,-0.117209,-0.114611,0.689679,0.705315
34,0,-32.6,10.6699,398.527,-0.586375,0.808902,-0.0347474,0.0251885
34,1,177.078,4.40286,-358.642,-0.158765,-0.162762,0.697092,0.679975
35,0,-27.7602,16.0229,398.714,-0.49965,0.865299,-0.0347246,0.020051
35,1,169.89,20.3439,-361.557,-0.1455,-0.163962,0.729771,0.647596
36,0,-25.7771,18.4828,398.74,-0.456416,0.888881,-0.0352983,0.0181247
36,1,159.116,38.8443,-364.929,-0.129309,-0.164674,0.769066,0.603903
37,0,-30.0032,15.9528,398.554,-0.514575,0.856391,-0.0364417,0.0218965
37,1,161.437,31.6907,-364.601,-0.133651,-0.162438,0.754936,0.621147
38,0,-30.3404,18.1458,398.435,-0.492832,0.868999,-0.0384771,0.0218214
38,1,165.244,34.5846,-362.627,-0.136283,-0.167759,0.757816,0.615629
39,0,-31.5396,8.96426,398.654,-0.602239,0.797261,-0.0327317,0.024725
39,1,165.204,34.5711,-362.647,-0.13625,-0.167713,0.757816,0.615648
40,0,-35.2512,-1.64441,398.44,0.722688,-0.689762,0.0304861,-0.0319414
40,1,165.633,33.8473,-362.519,-0.136877,-0.167677,0.756301,0.61738
41,0,-38.0075,-7.17449,398.126,0.768997,-0.637418,0.0308905,-0.0372671
41,1,165.198,34.8525,-362.623,-0.136156,-0.167879,0.758309,0.615017
42,0,-39.3616,-9.42505,397.947,0.784124,-0.618533,0.0313738,-0.0397731
42,1,156.713,26.6459,-367.057,-0.130912,-0.15505,0.748179,0.631704
43,0,-37.896,-9.60489,398.085,0.788259,-0.613396,0.0300472,-0.0386129
43,1,152.856,23.0384,-368.923,-0.128562,-0.149391,0.743102,0.639495
44,0,-34.5822,-8.58266,398.41,0.786895,-0.615474,0.0274673,-0.0351174
44,1,151.139,21.4616,-369.725,-0.127522,-0.146909,0.740751,0.642996
45,0,-30.7737,-6.85516,398.756,0.779595,-0.625041,0.0246712,-0.0307717
45,1,150.564,20.7889,-369.998,-0.127227,-0.146001,0.739643,0.644535
46,0,-28.2649,-4.68912,398.973,0.762289,-0.646244,0.0231744,-0.0273357
46,1,150.747,20.6216,-369.932,-0.127457,-0.146079,0.739207,0.644971
47,0,-27.9272,-2.15103,399.018,0.733305,-0.678996,0.0238025,-0.0257064
47,1,151.388,20.7644,-369.663,-0.128001,-0.146756,0.739193,0.644726
48,0,-28.8184,0.853582,398.96,-0.696108,0.717031,-0.0258746,0.0251196
48,1,152.317,21.1137,-369.261,-0.12874,-0.147816,0.739461,0.644029
49,0,-30.4162,4.20254,398.82,-0.656452,0.753389,-0.0289589,0.0252328
49,1,153.418,21.5555,-368.779,-0.129607,-0.14909,0.739824,0.643144
50,0,-31.797,8.313,398.648,-0.610655,0.790829,-0.0325439,0.0251295
50,1,154.428,22.0501,-368.328,-0.130372,-0.150309,0.740326,0.642127
51,0,-29.3961,13.8329,398.678,-0.535383,0.843631,-0.0343167,0.021778
51,1,155.333,22.5448,-367.917,-0.13104,-0.151432,0.740868,0.641102
52,0,-31.7365,15.8278,398.425,-0.525647,0.849545,-0.0377351,0.0233482
52,1,156.06,23.0396,-367.579,-0.131543,-0.152389,0.741487,0.640056
53,0,-27.908,12.0538,398.843,-0.548917,0.835011,-0.0317763,0.020889
53,1,156.601,23.6496,-367.31,-0.131834,-0.153238,0.742415,0.638715
