strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
potential_field,10,0.9918,0.0013,0.6955,0.0773,1.9465,0.1888,5.5,0.5,53.6,15.0944,22.6457,6.6493,21.8985,6.4639,10.6795,3.7417,35.3335,10.9624
