Timestep,CoverageScore
0,0.9094
1,0.9171
2,0.9202
3,0.9200
4,0.9227
5,0.9235
6,0.9233
7,0.9250
8,0.9436
9,0.9484
10,0.9534
11,0.9521
12,0.9548
13,0.9573
14,0.9592
15,0.9550
16,0.9579
17,0.9602
18,0.9608
19,0.9598
20,0.9610
21,0.9654
22,0.9646
23,0.9606
24,0.9613
25,0.9625
26,0.9648
27,0.9627
28,0.9642
29,0.9652
30,0.9637
31,0.9637
32,0.9633
33,0.9639
34,0.9644
35,0.9675
36,0.9712
37,0.9704
38,0.9714
39,0.9720
40,0.9714
41,0.9726
42,0.9731
43,0.9733
44,0.9739
45,0.9731
46,0.9731
47,0.9741
48,0.9741
49,0.9739
50,0.9729
51,0.9726
52,0.9733
53,0.9735
54,0.9737
55,0.9751
56,0.9749
57,0.9743
58,0.9733
59,0.9735
60,0.9733
61,0.9739
62,0.9743
63,0.9735
64,0.9747
65,0.9749
66,0.9774
67,0.9768
68,0.9774
69,0.9780
70,0.9789
71,0.9785
72,0.9778
73,0.9778
74,0.9755
75,0.9758
76,0.9762
77,0.9762
78,0.9774
79,0.9785
80,0.9787
81,0.9785
82,0.9793
83,0.9789
84,0.9789
85,0.9797
86,0.9791
87,0.9782
88,0.9780
89,0.9776
90,0.9782
91,0.9791
92,0.9843
93,0.9828
94,0.9824
95,0.9816
96,0.9818
97,0.9820
98,0.9822
99,0.9824
100,0.9832
101,0.9824
102,0.9830
103,0.9828
104,0.9834
105,0.9830
106,0.9843
107,0.9840
108,0.9840
109,0.9832
110,0.9830
111,0.9834
112,0.9830
113,0.9836
114,0.9832
115,0.9830
116,0.9836
117,0.9832
118,0.9826
119,0.9822
120,0.9832
121,0.9834
122,0.9849
123,0.9849
124,0.9847
125,0.9853
126,0.9903
