iteration,coverage,redundancy,affinity,time
0,0.927231,0.412812,1.491755,0.186293
1,0.894329,0.366363,1.481930,0.826966
2,0.857364,0.371976,1.520542,1.186309
3,0.862396,0.396942,1.579443,1.542817
4,0.842655,0.376621,1.613000,1.896505
5,0.799884,0.365976,1.671183,2.256000
6,0.804142,0.350300,1.664260,2.616530
7,0.830075,0.342559,1.645139,2.974762
8,0.937101,0.636733,1.960347,3.374768
9,0.958003,0.721889,2.124040,3.876113
10,0.977743,0.682795,2.027910,4.380600
11,0.989162,0.596091,1.864214,4.977218
12,0.973486,0.523128,1.780517,5.574632
13,0.970389,0.517128,1.761268,6.074145
14,0.986646,0.543836,1.771675,6.582723
15,0.988968,0.564157,1.787084,7.182243
16,0.989549,0.577124,1.791512,7.787012
17,0.992065,0.584478,1.794967,8.395454
