Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,-163.901,-304.043,201.728,0.840906,-0.212219,0.121819,-0.482701
0,1,-270.857,289.945,-50.6784,0.242454,-0.61471,0.698217,-0.275392
0,2,310.792,143.758,206.741,0.469056,0.733766,-0.41412,-0.264723
0,3,123.604,-129.578,-357.675,-0.213528,-0.0855096,0.361792,0.903438
0,0,-88.1625,-369.438,125.471,-0.804903,0.094711,-0.0684575,0.581786
0,1,-249.164,277.593,-144.427,0.202143,-0.52783,0.770382,-0.295034
0,2,372.748,67.3858,128.524,0.521117,0.623772,-0.447054,-0.373481
0,3,196.174,-202.393,-283.818,-0.353205,-0.143085,0.347133,0.856897
1,0,-38.204,-392.369,67.7296,-0.763732,0.0370937,-0.0312643,0.643708
1,1,-251.078,237.626,-201.23,0.197071,-0.457849,0.796282,-0.342742
1,2,388.765,9.59643,93.6475,0.548558,0.562266,-0.442939,-0.43214
1,3,234.634,-242.105,-215.248,-0.445409,-0.180419,0.32924,0.812811
2,0,-12.0606,-398.384,33.8333,-0.73632,0.0111431,-0.0102373,0.676464
2,1,-278.305,185.084,-219.751,0.224212,-0.418378,0.775784,-0.415749
2,2,383.046,-37.943,108.795,0.591052,0.535398,-0.405046,-0.447151
2,3,254.298,-266.884,-155.259,-0.513521,-0.20548,0.309503,0.773487
3,0,-10.0197,-398.94,27.3219,-0.7308,0.00917586,-0.00856912,0.682477
3,1,-313.848,134.896,-208.092,0.269406,-0.409031,0.728104,-0.479561
3,2,366.01,-79.1026,140.64,0.639749,0.516256,-0.357572,-0.443106
3,3,260.993,-283.625,-106.957,-0.563849,-0.219951,0.289298,0.741622
4,0,-25.3032,-398.109,29.4735,-0.732326,0.0232493,-0.0215949,0.680214
4,1,-342.879,103.038,-178.374,-0.314089,0.422351,-0.682288,0.507396
4,2,342.61,-110.527,174.363,0.684975,0.498761,-0.312611,-0.429326
4,3,261.364,-293.863,-73.0294,-0.597541,-0.227284,0.273375,0.718716
5,0,-48.7254,-396.587,18.559,-0.721974,0.0441854,-0.0421807,0.689218
5,1,-354.154,109.06,-150.603,0.331661,-0.449164,0.667387,-0.492796
5,2,321.415,-126.655,201.62,0.716844,0.488017,-0.280235,-0.411635
5,3,263.493,-295.25,-58.2951,-0.61066,-0.232865,0.269681,0.707206
6,0,-75.6787,-392.731,-5.94824,-0.698653,0.0667012,-0.0677006,0.709121
6,1,-350.916,132.12,-139.291,0.324853,-0.469422,0.675145,-0.467219
6,2,305.269,-131.717,222.4,0.736961,0.484653,-0.258892,-0.393669
6,3,270.439,-288.483,-60.3353,-0.605944,-0.23961,0.278944,0.705414
7,0,-104.019,-384.607,-35.4565,-0.669162,0.0888926,-0.0971546,0.731356
7,1,-338.471,157.251,-143.908,0.304333,-0.476966,0.695107,-0.443521
7,2,292.566,-131.38,239.049,0.750349,0.485581,-0.243691,-0.376567
7,3,279.762,-276.705,-71.8833,-0.591001,-0.246705,0.295856,0.708748
7,4,23.3354,365.388,-161.081,-0.017424,-0.546209,0.837042,0.0267015
8,0,-191.457,-339.135,-91.2772,-0.600813,0.157882,-0.199164,0.757912
8,1,-331.051,174.04,-141.829,0.293721,-0.486253,0.704433,-0.425512
8,2,225.385,-143.958,297.452,0.818872,0.448624,-0.172024,-0.313995
8,3,288.501,-258.11,-100.729,-0.558353,-0.24966,0.322938,0.722235
8,4,-50.3245,318.047,-237.305,0.0353483,-0.449577,0.889796,-0.0699609
9,0,-240.321,-311.804,-70.8822,-0.607142,0.206824,-0.24739,0.726224
9,1,-354.762,147.637,-111.118,0.333438,-0.499922,0.664971,-0.443522
9,2,154.548,-166.562,329.199,0.888728,0.348801,-0.108686,-0.276926
9,3,276.231,-269.26,-105.808,-0.558761,-0.23564,0.308978,0.732661
9,4,-123.421,245.601,-290.599,0.0853259,-0.359821,0.904041,-0.214379
10,0,-266.872,-296.356,-30.857,-0.63416,0.243453,-0.263017,0.685123
10,1,-375.327,117.369,-73.1726,0.378552,-0.515007,0.619675,-0.455488
10,2,97.2433,-184.022,341.584,0.934496,0.231728,-0.0650373,-0.262278
10,3,260.024,-285.939,-103.085,-0.568212,-0.219724,0.286011,0.739631
10,4,-172.998,167.264,-319.522,0.12384,-0.291994,0.87309,-0.370294
11,0,-281.104,-284.568,1.30993,-0.655177,0.269036,-0.268156,0.653035
11,1,-385.275,98.4599,-43.2312,0.409598,-0.527438,0.587886,-0.456541
11,2,55.5738,-191.258,346.889,0.956593,0.136163,-0.0363097,-0.255089
11,3,250.629,-295.122,-100.44,-0.574398,-0.210991,0.272708,0.742415
11,4,-185.485,115.725,-334.967,0.138313,-0.24932,0.838156,-0.464977
12,0,-290.132,-274.671,19.4767,-0.665143,0.286236,-0.272622,0.633507
12,1,-387.11,96.0538,-30.319,0.418817,-0.535438,0.577685,-0.451862
12,2,31.2898,-191.128,349.987,0.965052,0.0784726,-0.0202643,-0.249209
12,3,252.26,-293.883,-99.9895,-0.57427,-0.212667,0.274544,0.741358
12,4,-164.011,131.378,-340.353,0.118207,-0.246142,0.867183,-0.416455
13,0,-296.82,-266.901,25.7224,-0.666322,0.296931,-0.278412,0.624767
13,1,-383.955,106.799,-34.2385,0.409073,-0.538388,0.586625,-0.445723
13,2,22.3635,-187.594,352.574,0.9682,0.0575072,-0.0144363,-0.243051
13,3,263.338,-284.85,-97.5391,-0.572579,-0.224119,0.287447,0.734369
13,4,-129.736,175.3,-335.318,0.0890571,-0.270038,0.910486,-0.300273
14,0,-298.964,-264.522,25.4666,-0.664926,0.299511,-0.281012,0.623858
