Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,-9.01041,57.484,395.745,-0.0774555,0.994325,-0.0727063,0.00566365
0,0,76.6043,-17.5024,392.206,0.778083,0.620359,-0.0615329,-0.0771775
1,0,113.15,-40.7997,381.487,0.808769,0.568113,-0.0874397,-0.12448
2,0,84.488,-9.08531,390.87,0.739691,0.664413,-0.071388,-0.0794761
3,0,39.8381,22.564,397.371,0.502743,0.862533,-0.0495259,-0.0288671
4,0,20.6806,30.3467,398.311,0.294343,0.954595,-0.0439128,-0.0135402
5,0,22.0977,34.0582,397.934,0.283451,0.95764,-0.0487247,-0.014422
6,0,36.3634,26.0592,397.49,0.456174,0.888126,-0.0498212,-0.02559
7,0,63.9624,15.6208,394.544,0.615448,0.783839,-0.0649551,-0.0510009
8,0,87.0423,18.051,389.997,0.627285,0.77072,-0.0867252,-0.0705852
9,0,95.3158,19.4044,387.993,0.627892,0.768598,-0.0948767,-0.0775079
10,0,83.9132,17.0258,390.728,0.629234,0.769724,-0.0833487,-0.0681358
11,0,64.0911,10.9205,394.681,0.642845,0.761644,-0.062312,-0.0525927
12,0,48.1989,6.15054,397.038,0.659615,0.749136,-0.0456695,-0.0402121
13,0,44.7895,13.266,397.263,0.59731,0.799874,-0.0468659,-0.0349973
13,1,-47.1529,-4.38388,-397.187,-0.0438291,0.0399433,-0.672397,0.737811
14,0,24.3857,28.3475,398.248,0.347401,0.936548,-0.0438716,-0.0162736
14,1,13.7499,-23.3266,-399.082,-0.0326725,-0.00891284,0.263026,0.964194
15,0,-6.54885,29.1163,398.885,-0.110317,0.993195,-0.0371024,0.00412107
15,1,12.5746,-31.8399,-398.532,-0.0420754,-0.0080075,0.186786,0.981466
16,0,-10.9289,18.1917,399.437,-0.267109,0.963301,-0.0255721,0.00709078
16,1,39.4082,-19.5324,-397.574,-0.0467884,-0.0290298,0.526415,0.848443
17,0,-8.25127,4.20742,399.893,-0.522333,0.852663,-0.0098731,0.00604816
17,1,83.2353,11.495,-391.075,-0.0693898,-0.0796313,0.749707,0.653286
18,0,-12.9531,3.57689,399.774,-0.605646,0.795557,-0.013367,0.0101761
18,1,150.891,16.3732,-370.086,-0.129149,-0.14392,0.730223,0.655273
19,0,-34.6455,4.2412,398.474,-0.662123,0.748121,-0.032703,0.0289438
19,1,194.188,14.6461,-349.395,-0.171025,-0.18441,0.709646,0.658138
20,0,-46.0689,-6.53551,397.284,0.753852,-0.654456,0.0381946,-0.0439954
20,1,208.107,22.3453,-340.869,-0.181689,-0.202243,0.715876,0.643124
21,0,-50.9421,-8.80967,396.645,0.76338,-0.642696,0.0417077,-0.0495395
21,1,186.834,35.6442,-351.884,-0.156323,-0.188966,0.746988,0.617951
22,0,-46.0955,-3.96795,397.315,0.735568,-0.67497,0.0391666,-0.0426829
22,1,149.872,36.6743,-369.044,-0.121444,-0.154746,0.771297,0.605314
23,0,-29.1678,0.860066,398.934,-0.696144,0.716974,-0.0261869,0.0254261
23,1,115.932,26.4253,-381.918,-0.0937531,-0.117528,0.772856,0.616516
24,0,-29.3622,2.06623,398.916,-0.681375,0.731008,-0.0269328,0.0251042
24,1,100.407,6.22994,-387.143,-0.0868219,-0.0923759,0.722794,0.679336
25,0,-35.9623,1.4279,398.378,-0.692235,0.720266,-0.0324694,0.0312057
25,1,101.522,-9.42571,-386.787,-0.0949808,-0.0865709,0.668044,0.732941
26,0,-31.2908,2.67517,398.765,-0.675798,0.736039,-0.0289388,0.0265702
26,1,112.953,-9.94191,-383.592,-0.105613,-0.0967257,0.668434,0.729853
27,0,-27.5656,0.851798,399.048,-0.695687,0.717516,-0.0247647,0.0240113
27,1,132.236,1.75762,-377.506,-0.11778,-0.119356,0.701712,0.692447
28,0,-29.9946,2.05883,398.869,-0.681984,0.7304,-0.0274884,0.0256663
28,1,151.859,25.1255,-369.198,-0.12692,-0.149644,0.747812,0.634251
29,0,-25.8277,0.447551,399.165,-0.700589,0.712834,-0.023041,0.0226452
29,1,152.296,34.9419,-368.219,-0.124183,-0.155902,0.76649,0.610546
30,0,-33.3379,4.24765,398.586,-0.660328,0.7498,-0.0315543,0.027789
30,1,143.397,33.3154,-371.924,-0.116518,-0.146692,0.769177,0.61096
31,0,-40.4716,7.69575,397.873,-0.636802,0.769301,-0.0397215,0.0328801
31,1,130.702,24.2705,-377.264,-0.107776,-0.129632,0.757946,0.630157
32,0,-41.8827,8.15074,397.718,-0.635085,0.770593,-0.0412176,0.0339695
32,1,125.359,11.117,-379.686,-0.107585,-0.117548,0.728251,0.666527
33,0,-39.5666,7.63049,397.965,-0.635836,0.770174,-0.0388923,0.0321085
33,1,130.955,0.694411,-377.955,-0.117068,-0.11769,0.699143,0.695445
34,0,-34.8031,6.49231,398.43,-0.638364,0.768459,-0.0340745,0.0283059
34,1,148.76,-0.450602,-371.309,-0.134113,-0.133707,0.693259,0.695362
35,0,-28.4937,1.41108,398.981,-0.688958,0.723922,-0.0258485,0.0246001
35,1,166.791,5.15401,-363.53,-0.148626,-0.15329,0.701388,0.680049
36,0,-29.8029,-0.291567,398.888,0.710063,-0.70315,0.0262326,-0.0264905
36,1,174.472,11.2168,-359.769,-0.153399,-0.163577,0.710859,0.666626
37,0,-28.5241,2.85899,398.971,-0.670489,0.741052,-0.0265889,0.0240571
37,1,172.326,13.9205,-360.708,-0.150268,-0.162896,0.716745,0.661181
38,0,-29.4113,2.23155,398.911,-0.679369,0.732868,-0.0270575,0.0250824
38,1,159.189,13.1699,-366.722,-0.138144,-0.150044,0.720216,0.663092
39,0,-29.793,0.490704,398.889,-0.700773,0.71241,-0.0265716,0.0261375
39,1,139.408,10.547,-374.772,-0.120739,-0.130219,0.721639,0.669106
40,0,-26.5824,5.68604,399.075,-0.628457,0.777101,-0.0264362,0.0213795
40,1,121.151,9.97859,-381.081,-0.104181,-0.113115,0.726807,0.669405
41,0,-26.3234,5.53773,399.094,-0.629776,0.776048,-0.0261238,0.0211999
41,1,112.438,8.56091,-383.777,-0.0967979,-0.104448,0.725982,0.672808
42,0,-29.0264,1.99624,398.94,-0.681966,0.730478,-0.0266018,0.0248351
42,1,114.489,5.62499,-383.224,-0.0998526,-0.104879,0.716615,0.682271
43,0,-31.6334,1.76158,398.743,-0.686628,0.725928,-0.0287941,0.0272353
43,1,124.186,3.85891,-380.214,-0.109462,-0.112916,0.709069,0.687378
44,0,-28.5285,0.884858,398.98,-0.695616,0.717526,-0.0256324,0.0248497
44,1,143.14,7.71917,-373.432,-0.125343,-0.132284,0.71374,0.676287
45,0,-29.6689,1.97637,398.893,-0.68273,0.729723,-0.0271601,0.0254111
45,1,161.305,16.5361,-365.66,-0.13883,-0.15379,0.726181,0.655543
46,0,-19.8021,-1.5945,399.506,0.734709,-0.677927,0.0168452,-0.0182561
46,1,164.035,21.6797,-364.174,-0.13949,-0.159139,0.734975,0.644228
47,0,-16.2828,-3.24133,399.655,0.77289,-0.6342,0.0131671,-0.0160466
47,1,151.541,22.6649,-369.489,-0.127471,-0.147954,0.743013,0.64015
48,0,-15.8766,-3.75978,399.667,0.784196,-0.620177,0.0126535,-0.016
48,1,132.957,19.7477,-376.739,-0.111365,-0.129128,0.746179,0.643537
49,0,-17.0357,-3.44305,399.622,0.773801,-0.633056,0.0137597,-0.0168189
49,1,116.787,14.8289,-382.284,-0.0983763,-0.111657,0.741966,0.653713
50,0,-18.9113,-2.33912,399.546,0.749038,-0.662098,0.0157796,-0.0178517
50,1,107.99,9.68594,-385.025,-0.0923208,-0.100972,0.731076,0.668438
51,0,-21.2095,-0.476133,399.437,0.714746,-0.698881,0.0185464,-0.0189674
51,1,107.131,7.3918,-385.316,-0.0924438,-0.099042,0.724298,0.676045
52,0,-24.1804,1.774,399.265,-0.680433,0.732182,-0.0222105,0.0206407
52,1,112.553,7.11915,-383.772,-0.0974791,-0.10384,0.721651,0.677448
53,0,-28.7972,3.26922,398.949,-0.665595,0.745432,-0.0270409,0.0241448
53,1,123.713,6.5926,-380.331,-0.107884,-0.113786,0.716701,0.679525
54,0,-30.4272,0.358659,398.841,-0.702418,0.710746,-0.0270737,0.0267564
54,1,141.8,8.35705,-373.929,-0.123837,-0.13135,0.715656,0.67472
55,0,-29.09,3.33025,398.927,-0.665234,0.745736,-0.0273306,0.0243803
55,1,157.674,14.9081,-367.31,-0.136044,-0.149514,0.724369,0.65911
56,0,-25.6391,2.46109,399.17,-0.672128,0.739734,-0.0238414,0.0216624
56,1,161.475,19.5069,-365.438,-0.137878,-0.155537,0.731966,0.648863
57,0,-22.7704,2.62603,399.343,-0.665096,0.746208,-0.0213976,0.0190717
57,1,152.923,19.3003,-369.11,-0.129957,-0.14739,0.735448,0.648462
58,0,-23.3519,2.37237,399.311,-0.670132,0.741661,-0.0217792,0.0196787
58,1,137.079,14.8796,-375.484,-0.116915,-0.130293,0.73279,0.657551
59,0,-26.1554,2.04128,399.139,-0.678675,0.733705,-0.0240868,0.0222802
59,1,121.563,10.25,-380.943,-0.104451,-0.113629,0.727392,0.66864
60,0,-33.4151,2.10955,398.596,-0.683868,0.728403,-0.0305387,0.0286715
60,1,116.322,7.19896,-382.645,-0.10088,-0.107316,0.720672,0.67745
61,0,-39.6104,2.70983,398.025,-0.681706,0.729937,-0.0363155,0.033916
61,1,120.801,5.56734,-381.282,-0.105641,-0.110622,0.71469,0.682511
61,2,-367.302,-139.295,-75.4057,-0.524222,0.361848,-0.437913,0.63442
62,0,-42.2346,7.511,397.693,-0.641299,0.76541,-0.0411612,0.0344869
62,1,192.778,32.5867,-348.962,-0.163039,-0.192912,0.739,0.624565
62,2,-397.523,-38.9282,21.4474,-0.537658,0.487579,-0.4621,0.509563
63,0,-35.8757,10.8044,398.241,-0.595847,0.801728,-0.0376311,0.0279675
63,1,254.285,41.8571,-305.92,-0.221922,-0.261439,0.716143,0.607898
63,2,-384.648,-43.3128,100.844,0.589961,-0.527258,0.407493,-0.455954
64,0,-27.428,12.5846,398.86,-0.539512,0.841132,-0.0317741,0.0203803
64,1,293.746,45.6237,-267.641,-0.264628,-0.308902,0.693771,0.594335
64,2,-372.592,-79.8359,121.663,0.627973,-0.50767,0.370828,-0.458703
65,0,-19.3896,14.5086,399.266,-0.447504,0.893769,-0.0270802,0.0135589
65,1,316.344,51.2083,-239.383,-0.290421,-0.341213,0.680787,0.579446
65,2,-380.922,-96.4908,74.7546,-0.607933,0.473139,-0.391615,0.503184
66,0,-12.6592,16.594,399.455,-0.32,0.947058,-0.0247249,0.00835427
66,1,328.004,57.7077,-221.547,-0.303657,-0.361745,0.675113,0.566706
66,2,-389.472,-90.363,12.0725,-0.561919,0.446472,-0.433194,0.545208
67,0,-7.30289,18.185,399.52,-0.189723,0.981532,-0.0240578,0.00465019
67,1,333.003,60.8419,-213.09,-0.309552,-0.371234,0.672348,0.560635
67,2,-386.338,-93.3057,-45.1338,-0.523316,0.411974,-0.461406,0.586107
68,0,-3.10464,19.4529,399.515,-0.079025,0.996568,-0.0245542,0.00194708
68,1,334.658,62.0098,-210.139,-0.311518,-0.374543,0.671426,0.558445
68,2,-374.034,-105.338,-94.8817,-0.492335,0.372832,-0.474821,0.627014
