iteration,coverage,redundancy,affinity,time
0,0.926055,0.347271,1.409490,0.174991
1,0.949284,0.232675,1.286909,0.707553
2,0.859659,0.272745,1.410268,1.148161
3,0.788811,0.306814,1.518773,1.486579
4,0.783391,0.322687,1.529034,1.830607
5,0.811653,0.357917,1.522538,2.174750
6,0.847658,0.399535,1.539393,2.520123
7,0.878630,0.422958,1.569729,2.866359
8,0.936508,0.619435,1.960521,3.248022
9,0.945799,0.624855,1.966844,3.746578
10,0.971738,0.645567,1.881275,4.243325
11,0.962060,0.641309,1.890543,4.740703
12,0.950252,0.594464,1.854757,5.237469
13,0.956833,0.603949,1.855553,5.737744
14,0.981804,0.689508,1.901222,6.240176
15,0.984514,0.708672,1.896382,6.838158
16,0.984514,0.713511,1.885765,7.439837
17,0.985095,0.713511,1.869326,8.041343
18,0.985288,0.706736,1.847937,8.641083
19,0.985869,0.692799,1.825643,9.241300
20,0.987998,0.678475,1.795846,9.842239
21,0.988966,0.663569,1.764729,10.445442
22,0.987031,0.644599,1.748774,11.049803
23,0.986450,0.633372,1.732339,11.656057
24,0.986643,0.625436,1.730037,12.259851
25,0.985482,0.624468,1.730505,12.872812
26,0.987611,0.628920,1.738926,13.479829
27,0.988579,0.633566,1.758371,14.095093
28,0.989934,0.641696,1.775518,14.710366
29,0.989934,0.653117,1.799570,15.330588
30,0.990128,0.653891,1.806061,15.946454
