iteration,coverage,redundancy,affinity,time
0,0.715426,0.365180,1.573635,0.187673
1,0.772913,0.371931,1.567231,0.628675
2,0.841858,0.343290,1.493560,0.989406
3,0.887480,0.350450,1.484555,1.353059
4,0.887889,0.332447,1.476959,1.718470
5,0.848813,0.371727,1.555074,2.081317
6,0.883388,0.431260,1.611163,2.453476
7,0.902209,0.398118,1.554649,2.851749
8,0.946809,0.579992,1.773120,3.360075
9,0.932079,0.540917,1.734416,3.878152
10,0.965221,0.547463,1.730606,4.411282
11,0.983224,0.569149,1.771119,4.942994
12,0.965426,0.558101,1.784488,5.547750
13,0.970745,0.562193,1.764384,6.068496
14,0.978314,0.532733,1.703262,6.597618
15,0.973609,0.539280,1.711704,7.219243
16,0.974018,0.545213,1.709095,7.755141
17,0.975859,0.544394,1.711111,8.281335
18,0.983020,0.524141,1.680957,8.937348
19,0.988748,0.500614,1.662115,9.558000
20,0.989566,0.501637,1.664255,10.184980
21,0.987725,0.501637,1.668600,10.807248
22,0.987725,0.500409,1.670464,11.413760
23,0.989771,0.494885,1.665978,12.020717
24,0.991612,0.495908,1.667217,12.631682
