iteration,coverage,redundancy,affinity,time
0,0.939759,0.386996,1.464633,0.178334
1,0.961986,0.527835,1.612611,0.688502
2,0.944952,0.575821,1.682128,1.130604
3,0.937266,0.550893,1.652482,1.581013
4,0.937889,0.561695,1.667996,2.024922
5,0.950976,0.589323,1.684142,2.468783
6,0.955131,0.591816,1.683776,2.914169
7,0.961986,0.614250,1.703520,3.365501
8,0.980058,0.799128,2.071429,3.833893
9,0.976319,0.809722,2.096383,4.402617
10,0.972372,0.806398,2.095065,4.972184
11,0.973826,0.808268,2.093430,5.452892
12,0.974450,0.804321,2.085483,5.935204
13,0.973203,0.786872,2.069370,6.422620
14,0.969049,0.756128,2.039657,6.905349
15,0.960532,0.733693,2.003244,7.394381
16,0.960116,0.734940,1.994807,7.881143
17,0.960947,0.726631,1.975141,8.371557
18,0.959493,0.736809,1.983113,8.862129
19,0.962817,0.748650,2.002805,9.359233
20,0.967387,0.762775,2.015246,9.851231
21,0.964894,0.766930,2.029279,10.346248
22,0.969672,0.770253,2.034919,10.840092
23,0.969464,0.773993,2.042640,11.338573
24,0.970087,0.782094,2.047966,11.837859
25,0.965933,0.782302,2.050968,12.338933
26,0.968425,0.783963,2.049121,12.839995
27,0.968010,0.782925,2.050858,13.344725
28,0.966348,0.774616,2.037833,13.851049
29,0.965310,0.771292,2.031418,14.358754
30,0.963855,0.765060,2.021767,14.869524
31,0.962609,0.759659,2.011221,15.380236
32,0.963232,0.756959,2.001510,15.889191
33,0.962609,0.753220,1.995468,16.398682
34,0.961986,0.754258,1.987260,16.908501
35,0.960532,0.745949,1.985294,17.421148
36,0.970295,0.824886,2.364162,17.955360
37,0.973619,0.816577,2.347557,18.527542
38,0.973619,0.807229,2.286751,19.092747
39,0.971126,0.795181,2.274011,19.669261
40,0.968425,0.794558,2.309953,20.236125
41,0.972372,0.808891,2.353557,20.811397
42,0.980266,0.820939,2.367239,21.397271
43,0.979020,0.831533,2.380013,22.066177
44,0.979435,0.834649,2.412089,22.735167
45,0.979850,0.841712,2.442442,23.405014
46,0.978396,0.849605,2.475796,24.082082
47,0.979643,0.847528,2.475827,24.764483
48,0.980058,0.840465,2.452310,25.430700
49,0.979850,0.843997,2.451770,26.101223
50,0.982551,0.851890,2.460465,26.781759
51,0.982135,0.853760,2.457699,27.472005
52,0.981305,0.853760,2.459145,28.156803
53,0.982759,0.849605,2.456140,28.840009
54,0.983382,0.846489,2.460076,29.527143
55,0.982343,0.855006,2.486784,30.214783
56,0.983382,0.858745,2.499578,30.899216
57,0.982551,0.855837,2.520085,31.586999
58,0.984420,0.859576,2.532180,32.281802
59,0.983174,0.861861,2.542996,32.972892
60,0.983382,0.855629,2.536967,33.676207
61,0.982759,0.859161,2.533502,34.390523
62,0.983590,0.858538,2.530729,35.100611
63,0.981097,0.855629,2.542240,35.802757
64,0.985875,0.893851,2.942267,36.551045
65,0.983590,0.890943,2.859345,37.334720
66,0.987536,0.904445,2.851704,38.119867
67,0.985875,0.910262,2.846186,38.907572
68,0.985251,0.892813,2.722960,39.734865
69,0.985251,0.885334,2.664137,40.528429
70,0.987536,0.888243,2.659234,41.320109
71,0.987329,0.894682,2.715127,42.113009
72,0.984628,0.899668,2.746835,42.902326
73,0.985875,0.909015,2.776443,43.697162
74,0.988575,0.915039,2.799117,44.494286
75,0.986705,0.911093,2.801895,45.295279
76,0.986498,0.912962,2.765635,46.095618
77,0.987536,0.907146,2.717501,46.893419
78,0.987121,0.901745,2.690236,47.713544
79,0.987952,0.903822,2.701640,48.529756
80,0.986705,0.899044,2.694526,49.337740
81,0.986290,0.892605,2.683024,50.148675
82,0.985459,0.888658,2.668634,50.953922
83,0.986082,0.885127,2.670318,51.762121
84,0.985459,0.888243,2.693508,52.578892
85,0.986705,0.894890,2.699789,53.394784
86,0.985875,0.894267,2.693215,54.213872
87,0.988575,0.884088,2.668418,55.029118
88,0.989406,0.880141,2.669746,55.849418
89,0.989821,0.881595,2.661700,56.670371
90,0.991483,0.882426,2.660172,57.498846
