Timestep,CoverageScore
0,0.7244
1,0.7369
2,0.7427
3,0.7435
4,0.7451
5,0.7435
6,0.7435
7,0.7443
8,0.8668
9,0.8703
10,0.8732
11,0.8771
12,0.8795
13,0.8802
14,0.8837
15,0.8857
16,0.8816
17,0.8816
18,0.8822
19,0.8828
20,0.8841
21,0.8837
22,0.8855
23,0.8859
24,0.9272
25,0.9252
26,0.9244
27,0.9260
28,0.9291
29,0.9285
30,0.9311
31,0.9320
32,0.9342
33,0.9340
34,0.9332
35,0.9336
36,0.9342
37,0.9346
38,0.9338
39,0.9326
40,0.9344
41,0.9344
42,0.9340
43,0.9342
44,0.9328
45,0.9297
46,0.9704
47,0.9710
48,0.9698
49,0.9706
50,0.9706
51,0.9723
52,0.9720
53,0.9741
54,0.9745
55,0.9743
56,0.9747
57,0.9753
58,0.9753
59,0.9751
60,0.9762
61,0.9757
62,0.9766
63,0.9755
64,0.9760
65,0.9745
66,0.9745
67,0.9739
68,0.9747
69,0.9733
70,0.9745
71,0.9731
72,0.9716
73,0.9729
74,0.9801
