x,y,z
370.215,-147.241,-35.5115
-158.517,-288.185,227.644
-154.72,-7.34617,-368.792
-55.4833,-343.616,-197.103
76.9248,-375.704,113.705
17.6,373.303,142.601
109.583,-302.715,-237.393
