x,y,z
-168.459,247.834,-264.953
-250.999,-139.3,278.559
169.168,-339.748,-126.308
274.51,172.096,234.579
99.9585,320.438,-217.55
-114.846,-329.595,-195.391
105.949,328.336,202.412
-190.548,332.289,-115.219
184.947,-263.55,237.352
