Timestep,CoverageScore
0,0.8464
1,0.8345
2,0.8207
3,0.8227
4,0.8304
5,0.8394
6,0.8499
7,0.8542
8,0.9017
9,0.9108
10,0.9161
11,0.9223
12,0.9247
13,0.9264
14,0.9289
15,0.9305
16,0.9323
17,0.9315
18,0.9336
19,0.9354
20,0.9363
21,0.9377
22,0.9377
23,0.9385
24,0.9377
25,0.9381
26,0.9402
27,0.9400
28,0.9406
29,0.9406
30,0.9564
31,0.9558
32,0.9574
33,0.9554
34,0.9550
35,0.9587
36,0.9601
37,0.9609
38,0.9613
39,0.9620
40,0.9636
41,0.9638
42,0.9636
43,0.9640
44,0.9652
45,0.9655
46,0.9661
47,0.9665
48,0.9661
49,0.9663
50,0.9657
51,0.9650
52,0.9648
53,0.9650
54,0.9652
55,0.9648
56,0.9648
57,0.9642
58,0.9667
59,0.9685
60,0.9679
61,0.9698
62,0.9700
63,0.9698
64,0.9706
65,0.9702
66,0.9698
67,0.9710
68,0.9706
69,0.9718
70,0.9727
71,0.9739
72,0.9753
73,0.9745
74,0.9751
75,0.9747
76,0.9751
77,0.9757
78,0.9768
79,0.9782
80,0.9786
81,0.9774
82,0.9770
83,0.9766
84,0.9749
85,0.9747
86,0.9780
87,0.9776
88,0.9759
89,0.9766
90,0.9768
91,0.9757
92,0.9757
93,0.9745
94,0.9735
95,0.9733
96,0.9729
97,0.9727
98,0.9739
99,0.9737
100,0.9731
101,0.9739
102,0.9743
103,0.9741
104,0.9733
105,0.9733
106,0.9729
107,0.9727
108,0.9731
109,0.9735
110,0.9735
111,0.9745
112,0.9751
113,0.9753
114,0.9805
