iteration,coverage,redundancy,affinity,time
0,0.972718,0.348923,1.378321,0.185299
1,0.972923,0.370872,1.408813,0.640436
2,0.984615,0.431590,1.470417,1.025339
3,0.980513,0.449231,1.487657,1.403071
4,0.974564,0.441026,1.479478,1.778859
5,0.973128,0.415590,1.453204,2.156933
6,0.973949,0.380923,1.418281,2.543158
7,0.974359,0.358154,1.400000,2.921208
8,0.970872,0.352000,1.395521,3.301968
9,0.969436,0.347077,1.388066,3.685848
10,0.970051,0.348923,1.386340,4.068539
11,0.972923,0.350154,1.384567,4.452780
12,0.973949,0.347077,1.381845,4.847074
13,0.979077,0.339487,1.371464,5.233637
14,0.979897,0.341538,1.373875,5.622215
15,0.978256,0.340103,1.373873,6.011061
16,0.978667,0.337846,1.373297,6.402898
17,0.975179,0.333128,1.367690,6.794065
18,0.971897,0.332103,1.365344,7.187104
19,0.973128,0.329026,1.362142,7.581699
20,0.971282,0.330256,1.366420,7.975449
21,0.971282,0.328000,1.365576,8.388124
22,0.974154,0.332513,1.372710,8.783945
23,0.977846,0.332718,1.373820,9.182459
24,0.976410,0.333128,1.374580,9.582866
25,0.970462,0.331487,1.372648,9.984316
26,0.969436,0.332513,1.371985,10.386275
27,0.975590,0.549538,1.693019,10.808290
28,0.985231,0.576410,1.706433,11.242003
29,0.988718,0.619897,1.769295,11.682559
30,0.987897,0.635282,1.786960,12.124583
31,0.983590,0.654564,1.808759,12.566882
32,0.980923,0.641436,1.799875,13.007858
33,0.979077,0.644308,1.805783,13.450577
34,0.983590,0.644308,1.796038,13.892197
35,0.985846,0.630769,1.769871,14.334623
36,0.987692,0.624000,1.754309,14.779917
37,0.988718,0.617846,1.736722,15.223674
38,0.986872,0.619282,1.738100,15.672314
39,0.988923,0.618872,1.738021,16.120914
40,0.991179,0.622564,1.742757,16.570556
