x,y,z,qx,qy,qz,qw
300.1092794281214,156.03388591217336,-213.51310697069775,-0.25057510104431907,-0.4126993276263691,0.7485512281980514,0.4544914107841434
-380.6169955071555,-119.68951247983574,28.374695301363527,-0.5899567333750654,0.4329196482860608,-0.40322553966128954,0.5494913966916656
-234.72064464703996,310.6693893810994,91.60103426300834,-0.24920395298062542,0.7432352808146224,-0.5886760669314317,0.1973808384655921
197.46662028586502,-277.6129278044001,209.6139217436355,0.8315562416326552,0.2655778966354645,-0.14841646481584062,-0.4647097489745874
-159.63648628139114,-312.9093325261172,-191.3215666509947,-0.4965908161747153,0.11935494534030323,-0.20091552375943747,0.8359335563465641
152.53626619761386,-366.10912018275985,-51.93071936239881,-0.6468031326284835,-0.12935342445788509,0.1473944103920537,0.7370130846790831
32.858557765244754,199.96168308411328,344.8704691326248,0.0784915631753354,0.961731335106678,-0.2616408410341259,-0.021353779224631372
203.61364393440127,342.89715479050903,-31.032647974811038,-0.17978549936709368,-0.654894162631498,0.7078353254683734,0.19431922701471355
-279.7516149055522,-230.2924786175392,169.42375349969646,0.7629405088366863,-0.3601409055503675,0.22917220581532527,-0.4854898641651724
101.18285826731585,359.0769901679425,144.3112758061117,0.11292354942454108,0.8170907946752324,-0.5600185854885015,-0.077395666221167
-85.92533664172791,-353.4868930059111,-166.32454117187072,-0.5366207224334678,0.0642847088361203,-0.10007689445451536,0.8353982832524725
163.6945646199177,-125.9726258933291,-342.5419493134161,-0.24044260198899717,-0.11836350158300726,0.42550322630483894,0.8643636046513893
306.8733261096205,-246.36687789974474,-71.63883860274919,-0.5776721480267654,-0.2770312999296402,0.33201501833463204,0.692325484041784
-124.21786634293223,147.37021494113753,350.5024128724542,-0.33228239109167634,0.9097892221063987,-0.2336451420409844,0.08533423410379024
