x,y,z,qx,qy,qz,qw
-371.4640265219343,146.68451959291136,22.318797277373214,-0.4086625142452245,0.6007440769974252,-0.5681094019719524,0.3864624312845352
28.55696432515479,-386.50391515382336,-98.99102666049032,-0.6129843418295914,-0.02261444994090834,0.029116735102808704,0.7892344385938602
-398.4708716719265,4.871471669615775,-34.60105768307068,-0.47495534164720954,0.48079735995213624,-0.5243530769255793,0.5179818267299693
-23.168736068917827,-13.747255780256998,399.09174713025703,0.8684964329937941,-0.4945489154672947,0.016673021895044573,-0.029280137090971464
64.96397640032835,299.8079397556968,256.69998252766226,0.09648306172899924,0.9008695782181658,-0.42082500827190894,-0.04507032564082479
68.92436073017092,-249.4733968154725,304.9794366498946,0.930222305425206,0.12613785435698088,-0.0463090652687219,-0.34151306660444053
45.03373754620667,350.40368187187363,-187.5879052957683,-0.03290895593586548,-0.5142296364461124,0.8552713134148524,0.05473446874999139
-60.7140246207095,119.65101589017624,-376.8254789830495,0.03959441926850511,-0.16553076219838403,0.9583740862724895,-0.229239960500308
-292.11291065977446,-137.85906929083325,235.93415276330782,0.7530555265995517,-0.47731023958428415,0.24243971754216154,-0.382498748238399
-256.1040735843685,-110.09476727425064,-286.86206739881277,-0.31406635955506756,0.20684471844190547,-0.5096535847296467,0.7738415909091063
-36.058977601262775,-363.53190706907105,162.9242237270932,-0.8378169060489578,0.04145010973952208,-0.02689950613084465,0.5437105267612998
-342.61782236289247,105.63041145887219,177.35626285626,-0.5045144518525889,0.6834914018787703,-0.4244400496170027,0.3132974875590151
289.88759939319726,221.93018717702915,-163.43858705219517,-0.2407791721721967,-0.48757271912282757,0.7524726826919024,0.3715953385306328
