iteration,coverage,redundancy,affinity,time
0,0.947359,0.173804,1.186476,0.120946
1,0.950571,0.155068,1.164070,0.447981
2,0.956103,0.136510,1.144084,0.771561
3,0.959136,0.124554,1.130419,1.095912
4,0.960207,0.125625,1.131574,1.421537
5,0.958601,0.146146,1.153946,1.749408
6,0.961278,0.163276,1.173752,2.076544
7,0.963062,0.172912,1.183621,2.406808
8,0.970378,0.354747,1.428466,2.751568
9,0.973947,0.379193,1.472517,3.110636
10,0.976981,0.403105,1.510502,3.464586
11,0.976981,0.416667,1.543379,3.922489
12,0.978051,0.428266,1.561211,4.381850
13,0.978408,0.436652,1.585446,4.841556
14,0.979300,0.448251,1.606050,5.305297
15,0.981085,0.451999,1.619498,5.764799
