iteration,coverage,redundancy,affinity,time
0,0.929172,0.383553,1.464470,0.163605
1,0.895358,0.391357,1.483575,0.593872
2,0.900560,0.372349,1.451455,0.916091
3,0.929172,0.393958,1.467916,1.299137
4,0.943177,0.411365,1.494909,1.674616
5,0.943577,0.451581,1.535835,2.049782
6,0.947979,0.462385,1.540101,2.427339
7,0.956383,0.471789,1.542887,2.808445
8,0.963786,0.459184,1.525223,3.189839
9,0.966186,0.458984,1.521640,3.579925
10,0.966186,0.454982,1.513564,3.963987
11,0.969588,0.451581,1.503302,4.355256
12,0.970188,0.443978,1.494329,4.748100
13,0.969788,0.442177,1.491438,5.142662
14,0.969988,0.434174,1.485767,5.530474
15,0.968187,0.425970,1.479025,5.917306
16,0.967387,0.419568,1.475698,6.306112
17,0.965186,0.406563,1.464138,6.702765
18,0.965386,0.399760,1.455959,7.094845
19,0.967387,0.393958,1.447777,7.486883
20,0.966387,0.395558,1.448240,7.879412
21,0.968387,0.394158,1.444008,8.272120
22,0.968788,0.394358,1.446303,8.669480
23,0.965786,0.397159,1.451626,9.067527
24,0.969788,0.400160,1.451413,9.465007
25,0.970188,0.405162,1.458445,9.863071
26,0.966387,0.406162,1.459420,10.261914
27,0.979592,0.588635,1.798611,10.685109
28,0.980392,0.545018,1.696735,11.114038
29,0.974590,0.519208,1.632519,11.545423
30,0.967587,0.514806,1.626964,11.974764
31,0.971389,0.524810,1.638517,12.406002
32,0.971188,0.539616,1.659662,12.838181
33,0.972789,0.533413,1.648499,13.273011
34,0.969188,0.522409,1.637283,13.708039
35,0.969388,0.521609,1.636326,14.148669
36,0.970988,0.519808,1.631980,14.587673
37,0.966787,0.516407,1.633071,15.026339
38,0.970388,0.518808,1.634021,15.466292
39,0.971188,0.519208,1.638649,15.912460
40,0.972389,0.522209,1.637860,16.351657
41,0.972189,0.522209,1.637991,16.795658
42,0.971188,0.524210,1.638443,17.239156
43,0.970588,0.528611,1.649351,17.685588
44,0.968587,0.530812,1.652551,18.135217
45,0.968187,0.535014,1.656127,18.586566
46,0.967187,0.540016,1.660943,19.037023
47,0.965786,0.546218,1.671846,19.491534
48,0.967387,0.549620,1.674664,19.945737
49,0.969388,0.554822,1.678019,20.401793
50,0.968187,0.561625,1.689399,20.858592
51,0.967987,0.573429,1.710624,21.319114
52,0.968187,0.585634,1.722257,21.779687
53,0.964386,0.588836,1.738797,22.241160
54,0.967987,0.602641,1.755271,22.707129
55,0.970188,0.614246,1.774593,23.173935
56,0.973189,0.624450,1.792763,23.645549
57,0.971789,0.633854,1.814083,24.115282
58,0.977591,0.636655,1.815596,24.588370
59,0.978792,0.645458,1.822567,25.061378
60,0.978792,0.651060,1.826247,25.536797
61,0.979392,0.658063,1.830439,26.016959
62,0.979192,0.668067,1.841030,26.499196
63,0.980392,0.672869,1.840612,26.981468
64,0.979792,0.678271,1.842965,27.461812
65,0.988595,0.796519,2.221008,27.970183
66,0.991397,0.820328,2.221191,28.503443
