Timestep,CoverageScore
0,0.9292
1,0.8954
2,0.9006
3,0.9292
4,0.9432
5,0.9436
6,0.9480
7,0.9564
8,0.9638
9,0.9662
10,0.9662
11,0.9696
12,0.9702
13,0.9698
14,0.9700
15,0.9682
16,0.9674
17,0.9652
18,0.9654
19,0.9674
20,0.9664
21,0.9684
22,0.9688
23,0.9658
24,0.9698
25,0.9702
26,0.9664
27,0.9796
28,0.9804
29,0.9746
30,0.9676
31,0.9714
32,0.9712
33,0.9728
34,0.9692
35,0.9694
36,0.9710
37,0.9668
38,0.9704
39,0.9712
40,0.9724
41,0.9722
42,0.9712
43,0.9706
44,0.9686
45,0.9682
46,0.9672
47,0.9658
48,0.9674
49,0.9694
50,0.9682
51,0.9680
52,0.9682
53,0.9644
54,0.9680
55,0.9702
56,0.9732
57,0.9718
58,0.9776
59,0.9788
60,0.9788
61,0.9794
62,0.9792
63,0.9804
64,0.9798
65,0.9886
66,0.9914
