iteration,coverage,redundancy,affinity,time
0,0.710724,0.285830,1.467484,0.185359
1,0.760389,0.335496,1.520395,0.698511
2,0.820191,0.346037,1.526693,1.063305
3,0.859315,0.334482,1.517811,1.437814
4,0.837016,0.336104,1.572778,1.808661
5,0.784918,0.305088,1.520403,2.173221
6,0.802149,0.327995,1.536518,2.536518
7,0.807217,0.340361,1.552486,2.898297
8,0.913846,0.495844,1.706522,3.307300
9,0.931887,0.585040,1.783772,3.815890
10,0.951956,0.616461,1.794080,4.320249
11,0.948307,0.566592,1.743053,4.831827
12,0.969795,0.620312,1.790134,5.345261
13,0.974255,0.594770,1.751769,5.861047
14,0.978309,0.608555,1.776627,6.375268
15,0.976079,0.601460,1.777778,6.981949
16,0.977904,0.593148,1.786070,7.585948
17,0.980134,0.600446,1.796484,8.187108
18,0.984594,0.598419,1.793288,8.788437
19,0.984391,0.617677,1.816310,9.390453
20,0.982566,0.620312,1.825665,9.995530
21,0.984391,0.622745,1.837315,10.603208
22,0.986823,0.629637,1.835456,11.218852
23,0.986215,0.633894,1.838232,11.835424
24,0.988040,0.641800,1.847353,12.448583
25,0.989864,0.644030,1.841286,13.060881
26,0.990878,0.636732,1.828969,13.674930
