Timestep,CoverageScore
0,0.7107
1,0.7604
2,0.8202
3,0.8593
4,0.8370
5,0.7849
6,0.8021
7,0.8072
8,0.9138
9,0.9319
10,0.9520
11,0.9483
12,0.9698
13,0.9743
14,0.9783
15,0.9761
16,0.9779
17,0.9801
18,0.9846
19,0.9844
20,0.9826
21,0.9844
22,0.9868
23,0.9862
24,0.9880
25,0.9899
26,0.9909
