Timestep,CoverageScore
0,0.8362
1,0.8415
2,0.8439
3,0.8454
4,0.8461
5,0.8494
6,0.8512
7,0.8523
8,0.8982
9,0.9042
10,0.9064
11,0.9106
12,0.9100
13,0.9117
14,0.9133
15,0.9109
16,0.9118
17,0.9124
18,0.9129
19,0.9128
20,0.9135
21,0.9146
22,0.9160
23,0.9169
24,0.9179
25,0.9182
26,0.9188
27,0.9200
28,0.9219
29,0.9224
30,0.9423
31,0.9444
32,0.9468
33,0.9488
34,0.9477
35,0.9488
36,0.9446
37,0.9457
38,0.9466
39,0.9446
40,0.9441
41,0.9454
42,0.9479
43,0.9486
44,0.9501
45,0.9501
46,0.9545
47,0.9546
48,0.9550
49,0.9568
50,0.9570
51,0.9581
52,0.9769
53,0.9749
54,0.9738
55,0.9723
56,0.9719
57,0.9732
58,0.9756
59,0.9736
60,0.9743
61,0.9743
62,0.9763
63,0.9770
64,0.9787
65,0.9791
66,0.9796
67,0.9801
