x,y,z
59.6929,379.576,-111.17
-34.617,-29.5688,397.401
374.724,-59.2591,-126.768
-33.8714,-387.375,-93.7716
-67.5679,-125.95,373.592
-381.505,-14.9238,-119.296
200.033,-31.0945,344.993
