iteration,coverage,redundancy,affinity,time
0,0.918528,0.493655,1.638298,0.186528
1,0.941371,0.486294,1.600431,0.704489
2,0.941371,0.493909,1.610138,1.140529
3,0.945939,0.499239,1.616313,1.574349
4,0.944416,0.495431,1.608707,2.011531
5,0.945685,0.481980,1.594471,2.448528
6,0.950508,0.481726,1.589052,2.891707
7,0.957614,0.472335,1.572754,3.334035
8,0.963959,0.683756,2.047920,3.806016
9,0.956091,0.667766,1.974781,4.285551
10,0.957360,0.662944,1.946182,4.769155
11,0.960152,0.657107,1.929685,5.252198
12,0.956599,0.658376,1.932343,5.739535
13,0.956091,0.657614,1.937882,6.227963
14,0.961168,0.664467,1.958014,6.717993
15,0.960914,0.672843,1.979134,7.211185
16,0.964975,0.676650,1.988427,7.705651
17,0.964975,0.677157,1.994740,8.201268
18,0.965990,0.682234,1.992906,8.696522
19,0.964467,0.679188,1.989474,9.193740
20,0.965228,0.681980,1.996056,9.689659
21,0.962944,0.678173,1.992884,10.190907
22,0.963706,0.678680,1.992099,10.693274
23,0.963706,0.673858,1.982618,11.202615
24,0.961929,0.675635,1.990765,11.708636
25,0.962437,0.675635,1.983914,12.216333
26,0.964213,0.677919,1.986312,12.725952
27,0.963959,0.675635,1.983149,13.234319
28,0.964721,0.672843,1.973165,13.746730
29,0.963706,0.668020,1.969186,14.258799
30,0.960152,0.665990,1.969601,14.771214
31,0.961168,0.665990,1.960391,15.284258
32,0.959898,0.669543,1.964833,15.799660
33,0.969797,0.798223,2.282387,16.344705
34,0.961929,0.785787,2.220844,16.902365
35,0.959391,0.745939,2.111111,17.473915
36,0.956853,0.727665,2.059682,18.035282
37,0.950761,0.704315,2.024026,18.593762
38,0.948223,0.691371,2.007495,19.166374
39,0.947970,0.688832,2.034538,19.725664
40,0.951015,0.693401,2.045370,20.280442
41,0.955584,0.696193,2.028420,20.845631
42,0.958629,0.700761,2.023564,21.420241
43,0.965736,0.706599,2.011827,21.996664
44,0.969543,0.711675,2.013089,22.565386
45,0.971320,0.717005,2.035014,23.132651
46,0.972589,0.720305,2.038361,23.705396
47,0.973350,0.715990,2.032595,24.275357
48,0.970812,0.717005,2.037124,24.847101
49,0.964721,0.712690,2.038411,25.432258
50,0.961421,0.713959,2.039599,26.018279
51,0.962690,0.712944,2.031374,26.609276
52,0.960660,0.712437,2.029326,27.194258
53,0.963959,0.713452,2.025013,27.794412
54,0.968528,0.715990,2.020178,28.394754
55,0.965990,0.714721,2.018129,28.984174
56,0.963452,0.717513,2.026870,29.574080
57,0.964721,0.717766,2.032886,30.177157
58,0.971320,0.720305,2.032924,30.771351
59,0.971827,0.722335,2.035518,31.371886
60,0.971066,0.728426,2.047047,31.976630
61,0.982995,0.766244,2.533953,32.616168
62,0.983756,0.771320,2.530444,33.372006
63,0.982995,0.781726,2.557965,34.132316
64,0.984772,0.785787,2.568557,34.896753
65,0.982995,0.790863,2.579396,35.656486
66,0.984772,0.796193,2.589948,36.419145
67,0.985787,0.796447,2.597322,37.185876
68,0.986041,0.795431,2.598713,37.957863
69,0.986802,0.794670,2.584619,38.731103
70,0.985279,0.796193,2.588099,39.503654
71,0.987563,0.798223,2.580314,40.289343
72,0.987056,0.798477,2.585498,41.071057
73,0.988325,0.798731,2.587314,41.846161
74,0.987056,0.801523,2.598354,42.626035
75,0.988071,0.805330,2.600565,43.416045
76,0.988325,0.806599,2.594248,44.201201
77,0.989340,0.806345,2.601334,44.991841
78,0.989594,0.811168,2.614004,45.784003
79,0.989086,0.814467,2.622017,46.572341
80,0.988832,0.815736,2.621920,47.359828
81,0.990609,0.814213,2.613118,48.154027
