Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,-349.109,-101.081,167.05,0.673033,-0.505806,0.324194,-0.431377
0,1,213.207,-330.716,-71.9007,-0.614339,-0.180864,0.216907,0.736768
0,2,204.408,237.835,248.297,0.312885,0.844082,-0.408314,-0.151354
0,3,-68.4931,194.235,-342.901,0.0450687,-0.263329,0.949842,-0.162565
0,0,-367.206,-85.3255,133.714,0.639585,-0.508008,0.358832,-0.451772
0,1,178.466,-344.598,-96.9657,-0.597977,-0.145658,0.186531,0.765776
0,2,181.643,273.949,227.942,0.255675,0.848268,-0.444028,-0.133833
0,3,-96.4426,223.855,-317.156,0.065003,-0.315167,0.92729,-0.191253
1,0,-359.257,-107.556,139.163,0.658502,-0.490234,0.340979,-0.458016
1,1,154.562,-352.031,-110.384,-0.588853,-0.123577,0.16405,0.781709
1,2,163.812,293.078,217.419,0.221462,0.850134,-0.462302,-0.120431
1,3,-113.393,243.729,-296.206,0.0778069,-0.351694,0.910851,-0.201512
2,0,-346.839,-121.316,158.067,0.681138,-0.483357,0.318253,-0.448477
2,1,140.771,-355.557,-117.314,-0.58391,-0.111384,0.150677,0.789898
2,2,175.731,293.43,207.406,0.232249,0.839832,-0.472905,-0.130778
2,3,-113.386,257.296,-284.504,0.0782919,-0.371807,0.905153,-0.190599
3,0,-348.457,-121.749,154.127,0.678648,-0.481763,0.320911,-0.452059
3,1,133.799,-357.381,-119.901,-0.582246,-0.10542,0.143624,0.793252
3,2,190.714,289.468,199.591,0.248622,0.829262,-0.479428,-0.143738
3,3,-105.711,268.129,-277.366,0.0730864,-0.384643,0.903993,-0.171768
4,0,-349.071,-127.902,147.616,0.678241,-0.473823,0.32167,-0.460445
4,1,131.146,-358.644,-119.061,-0.583519,-0.103342,0.140469,0.793155
4,2,201.105,283.903,197.372,0.262092,0.823421,-0.479567,-0.152645
4,3,-105.241,277.524,-268.15,0.073172,-0.399322,0.898919,-0.164719
5,0,-347.221,-129.397,150.646,0.68142,-0.473258,0.318471,-0.458551
5,1,130.626,-359.176,-118.022,-0.584687,-0.103019,0.139632,0.792484
5,2,212.311,276.394,196.291,0.277724,0.817455,-0.477793,-0.162326
5,3,-107.419,284.549,-259.794,0.0751476,-0.411837,0.893402,-0.163018
6,0,-346.351,-128.508,153.384,0.682773,-0.474923,0.317044,-0.455799
6,1,128.49,-360.034,-117.752,-0.585275,-0.101308,0.137211,0.792693
6,2,222.272,269.995,194.16,0.290953,0.8112,-0.477465,-0.171252
