Timestep,CoverageScore
0,0.9451
1,0.9532
2,0.9582
3,0.9636
4,0.9632
5,0.9617
6,0.9617
7,0.9648
8,0.9781
9,0.9764
10,0.9781
11,0.9781
12,0.9768
13,0.9779
14,0.9731
15,0.9743
16,0.9745
17,0.9739
18,0.9747
19,0.9768
20,0.9762
21,0.9760
22,0.9764
23,0.9752
24,0.9745
25,0.9747
26,0.9752
27,0.9760
28,0.9752
29,0.9758
30,0.9758
31,0.9754
32,0.9747
33,0.9739
34,0.9745
35,0.9750
36,0.9789
37,0.9797
38,0.9801
39,0.9810
40,0.9805
41,0.9810
42,0.9812
43,0.9805
44,0.9803
45,0.9814
46,0.9818
47,0.9814
48,0.9814
49,0.9805
50,0.9801
51,0.9801
52,0.9803
53,0.9810
54,0.9805
55,0.9797
56,0.9801
57,0.9805
58,0.9799
59,0.9797
60,0.9791
61,0.9793
62,0.9797
63,0.9791
64,0.9818
65,0.9832
66,0.9839
67,0.9836
68,0.9832
69,0.9836
70,0.9845
71,0.9841
72,0.9845
73,0.9845
74,0.9839
75,0.9843
76,0.9839
77,0.9839
78,0.9847
79,0.9853
80,0.9853
81,0.9849
82,0.9849
83,0.9847
84,0.9845
85,0.9847
86,0.9845
87,0.9849
88,0.9849
89,0.9845
90,0.9843
91,0.9839
92,0.9861
93,0.9865
94,0.9876
95,0.9884
96,0.9886
97,0.9886
98,0.9876
99,0.9874
100,0.9884
101,0.9884
102,0.9886
103,0.9878
104,0.9876
105,0.9880
106,0.9886
107,0.9882
108,0.9876
109,0.9882
110,0.9878
111,0.9880
112,0.9886
113,0.9884
114,0.9882
115,0.9888
116,0.9886
117,0.9884
118,0.9882
119,0.9890
120,0.9901
