Timestep,CoverageScore
0,0.8086
1,0.8108
2,0.8104
3,0.8084
4,0.7995
5,0.7980
6,0.7973
7,0.8010
8,0.8806
9,0.8761
10,0.8784
11,0.8784
12,0.8817
13,0.8808
14,0.8821
15,0.8793
16,0.8772
17,0.8719
18,0.8630
19,0.8600
20,0.8645
21,0.8558
22,0.8382
23,0.8324
24,0.9182
25,0.9133
26,0.9139
27,0.9182
28,0.9222
29,0.9280
30,0.9304
31,0.9341
32,0.9359
33,0.9361
34,0.9404
35,0.9358
36,0.9383
37,0.9372
38,0.9400
39,0.9387
40,0.9313
41,0.9198
42,0.9243
43,0.9326
44,0.9350
45,0.9348
46,0.9480
47,0.9467
48,0.9472
49,0.9513
50,0.9485
51,0.9446
52,0.9415
53,0.9476
54,0.9554
55,0.9533
56,0.9543
57,0.9574
58,0.9552
59,0.9582
60,0.9615
61,0.9633
62,0.9643
63,0.9619
64,0.9619
65,0.9578
66,0.9604
67,0.9572
68,0.9715
69,0.9754
70,0.9776
71,0.9791
72,0.9767
73,0.9757
74,0.9743
75,0.9754
76,0.9735
77,0.9706
78,0.9696
79,0.9711
80,0.9695
81,0.9726
82,0.9720
83,0.9726
84,0.9733
85,0.9741
86,0.9724
87,0.9713
88,0.9737
89,0.9754
90,0.9720
91,0.9728
92,0.9743
93,0.9754
94,0.9744
95,0.9650
96,0.9661
97,0.9648
98,0.9650
99,0.9713
100,0.9722
101,0.9752
102,0.9752
103,0.9763
104,0.9759
105,0.9757
106,0.9787
107,0.9769
108,0.9793
109,0.9776
110,0.9761
111,0.9765
112,0.9757
113,0.9783
114,0.9782
115,0.9765
116,0.9780
117,0.9770
118,0.9780
119,0.9756
120,0.9759
121,0.9778
122,0.9789
123,0.9794
124,0.9806
