Timestep,CoverageScore
0,0.8849
1,0.8813
2,0.8810
3,0.8875
4,0.8903
5,0.8950
6,0.8978
7,0.9035
8,0.9233
9,0.9302
10,0.9343
11,0.9377
12,0.9379
13,0.9392
14,0.9410
15,0.9397
16,0.9386
17,0.9390
18,0.9390
19,0.9388
20,0.9446
21,0.9407
22,0.9472
23,0.9479
24,0.9483
25,0.9487
26,0.9500
27,0.9498
28,0.9498
29,0.9511
30,0.9662
31,0.9683
32,0.9690
33,0.9687
34,0.9709
35,0.9741
36,0.9739
37,0.9761
38,0.9752
39,0.9746
40,0.9765
41,0.9750
42,0.9757
43,0.9761
44,0.9761
45,0.9774
46,0.9780
47,0.9759
48,0.9741
49,0.9733
50,0.9744
51,0.9743
52,0.9759
53,0.9763
54,0.9778
55,0.9778
56,0.9776
57,0.9772
58,0.9800
