iteration,coverage,redundancy,affinity,time
0,0.830650,0.200194,1.244278,0.150362
1,0.837051,0.206014,1.249594,0.391230
2,0.847527,0.207565,1.249485,0.634572
3,0.852570,0.213773,1.254835,0.880183
4,0.863046,0.219787,1.261632,1.125183
5,0.870223,0.224054,1.264824,1.372102
6,0.876237,0.232978,1.274518,1.619189
7,0.885354,0.240543,1.280018,1.867112
8,0.908438,0.455868,1.568012,2.144170
9,0.918526,0.471775,1.577402,2.526653
10,0.926285,0.495247,1.594346,2.910211
11,0.930747,0.519108,1.616090,3.296913
12,0.936178,0.534239,1.632615,3.690276
13,0.938312,0.537536,1.634277,4.075607
14,0.939476,0.541804,1.641544,4.464252
15,0.941028,0.541610,1.641723,4.853050
16,0.941222,0.549176,1.651072,5.241473
17,0.940640,0.555965,1.658486,5.631099
18,0.942580,0.559069,1.661041,6.018763
19,0.944132,0.563725,1.663448,6.407200
20,0.944908,0.566440,1.667419,6.807087
21,0.947042,0.570514,1.671036,7.255016
22,0.947430,0.579243,1.678952,7.652055
23,0.948594,0.577886,1.677096,8.050228
24,0.951309,0.579631,1.677202,8.445316
25,0.952473,0.580601,1.675967,8.839568
26,0.952473,0.581765,1.677189,9.228559
27,0.954607,0.585257,1.677911,9.622821
28,0.954995,0.585645,1.677026,10.014930
29,0.957129,0.584675,1.674503,10.403547
30,0.969738,0.659166,1.999400,10.812969
31,0.971678,0.648303,1.989818,11.227536
32,0.973618,0.644423,1.989639,11.642585
33,0.972260,0.634530,1.981844,12.061036
34,0.971872,0.630844,1.978842,12.477186
35,0.974394,0.630650,1.975513,12.892320
36,0.975752,0.627546,1.970974,13.309867
37,0.975558,0.625218,1.966991,13.820830
38,0.977304,0.620175,1.962088,14.334020
39,0.976916,0.617071,1.958896,14.854859
40,0.977304,0.616101,1.956927,15.382573
41,0.977110,0.611445,1.954536,15.894593
42,0.977110,0.613385,1.955132,16.424502
43,0.977304,0.613579,1.954545,16.953734
44,0.977886,0.615907,1.956358,17.472685
45,0.977498,0.621532,1.964477,17.992121
46,0.980601,0.622890,1.961424,18.511876
