method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,3.0,0.0,8.344493,0.0,15.353883,0.0,21.746468,0.0,0.569311,0.0,0.598091,0.0,0.299046,0.0
Genetic,1,5.0,0.0,11.078402,0.0,15.683239,0.0,4.645567,0.0,0.771462,0.0,0.802175,0.0,0.411382,0.0
SA,1,11.0,0.0,31.981625,0.0,38.568431,0.0,0.602025,0.0,0.808205,0.0,0.959548,0.0,0.490058,0.0
Potential Field,1,8.0,0.0,51.069456,0.0,53.799256,0.0,1.698759,0.0,0.852548,0.0,0.768267,0.0,0.397412,0.0
