method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,10.0,0.0,7.990593,0.0,9.3845,0.0,0.113145,0.0,0.827248,0.0,0.828814,0.0,0.449241,0.0
Genetic,1,3.0,0.0,8.841431,0.0,11.952658,0.0,16.597848,0.0,0.694087,0.0,0.54728,0.0,0.27364,0.0
SA,1,7.0,0.0,4.507979,0.0,5.10763,0.0,0.372764,0.0,0.733294,0.0,0.942794,0.0,0.491722,0.0
Potential Field,1,4.0,0.0,3.124203,0.0,3.313812,0.0,11.819887,0.0,0.766533,0.0,0.640794,0.0,0.321374,0.0
