model,method,n_seeds,samples_points,samples_viewpoints,samples_pairs,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_mean,overlap_std,cv_overlap_mean,cv_overlap_std,overlap_entropy_mean,overlap_entropy_std,gini_overlap_mean,gini_overlap_std
0077,Potential Field,1,5477,5,20,5.000000,0.000000,10.280096,0.000000,11.282437,0.000000,9.746211,0.000000,0.283482,0.000000,0.542568,0.000000,0.850636,0.000000,0.287572,0.000000
0081,Potential Field,1,3835,3,6,3.000000,0.000000,1.733996,0.000000,1.917259,0.000000,21.590613,0.000000,0.196806,0.000000,0.318745,0.000000,0.916682,0.000000,0.159373,0.000000
0082,Potential Field,1,5166,8,56,8.000000,0.000000,38.659668,0.000000,41.276938,0.000000,1.280004,0.000000,0.242926,0.000000,0.627306,0.000000,0.892563,0.000000,0.340827,0.000000
0083,Potential Field,1,5155,5,20,5.000000,0.000000,17.410867,0.000000,18.511876,0.000000,7.154219,0.000000,0.224609,0.000000,0.736661,0.000000,0.802053,0.000000,0.382089,0.000000
0084,Potential Field,1,5490,6,30,6.000000,0.000000,28.687303,0.000000,30.696008,0.000000,2.440801,0.000000,0.230615,0.000000,0.777422,0.000000,0.790770,0.000000,0.410146,0.000000
0088,Potential Field,1,5124,4,12,4.000000,0.000000,2.940077,0.000000,3.553243,0.000000,14.324746,0.000000,0.154272,0.000000,0.434738,0.000000,0.850470,0.000000,0.226341,0.000000
0089,Potential Field,1,4865,7,42,7.000000,0.000000,30.778875,0.000000,33.312045,0.000000,3.635296,0.000000,0.225435,0.000000,0.564721,0.000000,0.896134,0.000000,0.306149,0.000000
0093,Potential Field,1,4863,8,56,8.000000,0.000000,47.446129,0.000000,49.518418,0.000000,1.344335,0.000000,0.266758,0.000000,0.987542,0.000000,0.735120,0.000000,0.492991,0.000000
0095,Potential Field,1,5188,4,12,4.000000,0.000000,12.944788,0.000000,13.675185,0.000000,14.567271,0.000000,0.128839,0.000000,0.409613,0.000000,0.897224,0.000000,0.211044,0.000000
0099,Potential Field,1,4711,5,20,5.000000,0.000000,10.372936,0.000000,11.160518,0.000000,10.095521,0.000000,0.169063,0.000000,0.444636,0.000000,0.910148,0.000000,0.238562,0.000000
0106,Potential Field,1,5360,6,30,6.000000,0.000000,21.798549,0.000000,22.925745,0.000000,8.100124,0.000000,0.213697,0.000000,0.684933,0.000000,0.844996,0.000000,0.361470,0.000000
0107,Potential Field,1,5123,4,12,4.000000,0.000000,5.097361,0.000000,5.620246,0.000000,12.453640,0.000000,0.163674,0.000000,0.681518,0.000000,0.754986,0.000000,0.359827,0.000000
0108,Potential Field,1,5364,4,12,4.000000,0.000000,2.913959,0.000000,3.213793,0.000000,13.208427,0.000000,0.144950,0.000000,0.722171,0.000000,0.735810,0.000000,0.377292,0.000000
0109,Potential Field,1,5435,5,20,5.000000,0.000000,14.294387,0.000000,15.114892,0.000000,8.250230,0.000000,0.268611,0.000000,0.525283,0.000000,0.875329,0.000000,0.277601,0.000000
bell,Potential Field,10,39034,59,292,5.900000,0.538516,21.532542,8.821559,22.385327,9.100635,4.489102,1.411871,0.192341,0.019476,0.472119,0.087733,0.924264,0.023132,0.242685,0.037459
bracket,Potential Field,10,51580,49,192,4.900000,0.300000,7.284747,4.173995,7.866988,4.317563,8.185206,2.393276,0.234341,0.044343,0.667786,0.185488,0.812359,0.076932,0.341874,0.089897
cat,Potential Field,10,49765,61,316,6.100000,0.700000,30.859430,13.500196,31.874839,13.727013,3.743260,1.461943,0.175157,0.013249,0.577625,0.064339,0.882835,0.016744,0.313283,0.036667
goku,Potential Field,10,48163,84,626,8.400000,0.663325,85.650131,16.049631,87.678428,16.358941,0.786652,0.310396,0.248310,0.018510,0.663061,0.031647,0.885791,0.008155,0.357236,0.014437
gorilla,Potential Field,10,48817,55,250,5.500000,0.500000,21.898499,6.463940,22.645695,6.649260,5.536737,1.810501,0.164557,0.013877,0.579876,0.061192,0.864010,0.016331,0.308262,0.032144
mug,Potential Field,10,49060,53,230,5.300000,0.458258,15.456127,6.386335,16.584918,6.582358,8.029412,1.514154,0.166126,0.019978,0.530308,0.077682,0.894945,0.029565,0.282071,0.037857
0003,SA,1,5403,7,42,7.000000,0.000000,9.836421,0.000000,11.625151,0.000000,2.041194,0.000000,0.311209,0.000000,0.928257,0.000000,0.746403,0.000000,0.480211,0.000000
0005,SA,1,5768,13,156,13.000000,0.000000,137.847453,0.000000,166.570697,0.000000,1.200256,0.000000,0.263731,0.000000,0.897777,0.000000,0.820399,0.000000,0.466839,0.000000
0006,SA,1,5142,13,156,13.000000,0.000000,32.723122,0.000000,34.264490,0.000000,0.146606,0.000000,0.296127,0.000000,0.850878,0.000000,0.851264,0.000000,0.455571,0.000000
0007,SA,1,5462,8,56,8.000000,0.000000,17.658339,0.000000,18.977123,0.000000,0.208257,0.000000,0.314915,0.000000,1.058693,0.000000,0.683498,0.000000,0.525240,0.000000
0009,SA,1,5327,7,42,7.000000,0.000000,4.507979,0.000000,5.107630,0.000000,0.372764,0.000000,0.354507,0.000000,0.942794,0.000000,0.733294,0.000000,0.491722,0.000000
0010,SA,1,5284,7,42,7.000000,0.000000,11.958604,0.000000,13.814298,0.000000,0.816481,0.000000,0.326553,0.000000,0.908114,0.000000,0.747754,0.000000,0.481677,0.000000
0012,SA,1,5527,8,56,8.000000,0.000000,12.252747,0.000000,13.589376,0.000000,0.816447,0.000000,0.285441,0.000000,0.860586,0.000000,0.784681,0.000000,0.453491,0.000000
0013,SA,1,5084,7,42,7.000000,0.000000,35.359772,0.000000,39.791096,0.000000,0.739013,0.000000,0.213163,0.000000,0.911897,0.000000,0.747835,0.000000,0.490991,0.000000
0015,SA,1,5261,12,132,12.000000,0.000000,42.552030,0.000000,47.192197,0.000000,0.628841,0.000000,0.292143,0.000000,0.813548,0.000000,0.848275,0.000000,0.443962,0.000000
0016,SA,1,5238,14,182,14.000000,0.000000,109.402819,0.000000,113.812532,0.000000,0.118639,0.000000,0.225629,0.000000,1.021054,0.000000,0.797185,0.000000,0.521354,0.000000
0017,SA,1,4830,7,42,7.000000,0.000000,4.015058,0.000000,4.695466,0.000000,0.739426,0.000000,0.248090,0.000000,0.812737,0.000000,0.798982,0.000000,0.418426,0.000000
0021,SA,1,4095,6,30,6.000000,0.000000,6.068316,0.000000,6.963046,0.000000,1.737892,0.000000,0.247954,0.000000,0.681139,0.000000,0.836990,0.000000,0.373577,0.000000
0026,SA,1,5011,14,182,14.000000,0.000000,57.685994,0.000000,60.075543,0.000000,0.159649,0.000000,0.360966,0.000000,0.911832,0.000000,0.824900,0.000000,0.475042,0.000000
0029,SA,1,5251,10,90,10.000000,0.000000,19.211966,0.000000,21.347068,0.000000,0.137117,0.000000,0.338976,0.000000,0.874884,0.000000,0.818746,0.000000,0.465855,0.000000
0030,SA,1,5313,9,72,9.000000,0.000000,20.492424,0.000000,22.017164,0.000000,0.353431,0.000000,0.221367,0.000000,0.817427,0.000000,0.836090,0.000000,0.429422,0.000000
0031,SA,1,4801,6,30,6.000000,0.000000,13.553893,0.000000,15.031556,0.000000,0.631813,0.000000,0.345531,0.000000,0.677937,0.000000,0.836971,0.000000,0.366688,0.000000
0034,SA,1,5073,7,42,7.000000,0.000000,14.113570,0.000000,16.801786,0.000000,1.720594,0.000000,0.195648,0.000000,0.794321,0.000000,0.819727,0.000000,0.413504,0.000000
0036,SA,1,5295,10,90,10.000000,0.000000,37.438805,0.000000,41.839888,0.000000,0.251180,0.000000,0.345399,0.000000,0.834692,0.000000,0.835331,0.000000,0.444890,0.000000
0038,SA,1,5608,6,30,6.000000,0.000000,7.716704,0.000000,8.532709,0.000000,0.240728,0.000000,0.330931,0.000000,0.939287,0.000000,0.712833,0.000000,0.483451,0.000000
0041,SA,1,5203,6,30,6.000000,0.000000,17.454026,0.000000,21.742783,0.000000,1.534371,0.000000,0.205420,0.000000,0.863890,0.000000,0.733971,0.000000,0.458882,0.000000
0042,SA,1,5466,8,56,8.000000,0.000000,15.727887,0.000000,17.564308,0.000000,0.169228,0.000000,0.388372,0.000000,0.918094,0.000000,0.767361,0.000000,0.480387,0.000000
0044,SA,1,5462,10,90,10.000000,0.000000,55.075614,0.000000,70.418273,0.000000,1.911388,0.000000,0.312258,0.000000,0.782581,0.000000,0.838569,0.000000,0.419443,0.000000
0046,SA,1,5065,7,42,7.000000,0.000000,18.159667,0.000000,19.556024,0.000000,0.411790,0.000000,0.360060,0.000000,1.012689,0.000000,0.687330,0.000000,0.516359,0.000000
0050,SA,1,5476,6,30,6.000000,0.000000,9.799837,0.000000,15.539728,0.000000,4.711468,0.000000,0.278638,0.000000,0.862896,0.000000,0.758979,0.000000,0.449561,0.000000
0051,SA,1,5317,14,182,14.000000,0.000000,22.064189,0.000000,22.985231,0.000000,0.193450,0.000000,0.298937,0.000000,0.834821,0.000000,0.862475,0.000000,0.438312,0.000000
0052,SA,1,5201,11,110,11.000000,0.000000,40.585935,0.000000,43.335340,0.000000,0.237717,0.000000,0.259769,0.000000,0.891452,0.000000,0.821620,0.000000,0.474187,0.000000
0062,SA,1,5640,7,42,7.000000,0.000000,13.927491,0.000000,16.073873,0.000000,1.180344,0.000000,0.291606,0.000000,0.825728,0.000000,0.795001,0.000000,0.427893,0.000000
0066,SA,1,5433,7,42,7.000000,0.000000,10.755672,0.000000,12.272688,0.000000,0.128842,0.000000,0.267329,0.000000,0.892074,0.000000,0.775050,0.000000,0.457912,0.000000
0067,SA,1,5251,7,42,7.000000,0.000000,11.967180,0.000000,13.284705,0.000000,0.625731,0.000000,0.356065,0.000000,0.883106,0.000000,0.771329,0.000000,0.465168,0.000000
0071,SA,1,5354,9,72,9.000000,0.000000,32.947251,0.000000,36.717073,0.000000,0.332047,0.000000,0.246144,0.000000,0.895460,0.000000,0.807324,0.000000,0.465254,0.000000
0073,SA,1,5321,7,42,7.000000,0.000000,4.333384,0.000000,5.090585,0.000000,0.832282,0.000000,0.345607,0.000000,0.950259,0.000000,0.724958,0.000000,0.491110,0.000000
0077,SA,1,5520,7,42,7.000000,0.000000,15.486602,0.000000,17.043155,0.000000,0.504658,0.000000,0.316406,0.000000,1.029457,0.000000,0.682647,0.000000,0.526387,0.000000
0081,SA,1,3887,8,56,8.000000,0.000000,18.924473,0.000000,20.355221,0.000000,0.128634,0.000000,0.325686,0.000000,0.713555,0.000000,0.871183,0.000000,0.365334,0.000000
0082,SA,1,5188,9,72,9.000000,0.000000,15.298755,0.000000,16.715240,0.000000,0.691767,0.000000,0.357100,0.000000,0.755649,0.000000,0.853265,0.000000,0.405227,0.000000
0083,SA,1,5153,8,56,8.000000,0.000000,37.226147,0.000000,39.855955,0.000000,0.570056,0.000000,0.185519,0.000000,0.929172,0.000000,0.774688,0.000000,0.490822,0.000000
0084,SA,1,5446,10,90,10.000000,0.000000,43.504919,0.000000,47.445525,0.000000,0.409475,0.000000,0.242964,0.000000,0.857941,0.000000,0.816340,0.000000,0.462830,0.000000
0088,SA,1,5146,7,42,7.000000,0.000000,26.692097,0.000000,33.885477,0.000000,2.162567,0.000000,0.206318,0.000000,0.867649,0.000000,0.775670,0.000000,0.454393,0.000000
0089,SA,1,4880,14,182,14.000000,0.000000,126.284111,0.000000,138.376977,0.000000,0.122951,0.000000,0.225021,0.000000,1.106388,0.000000,0.773364,0.000000,0.559647,0.000000
0093,SA,1,4824,14,182,14.000000,0.000000,79.672187,0.000000,86.218416,0.000000,0.026652,0.000000,0.368509,0.000000,0.803243,0.000000,0.869993,0.000000,0.435590,0.000000
0095,SA,1,5194,6,30,6.000000,0.000000,16.734081,0.000000,19.377196,0.000000,2.833398,0.000000,0.164683,0.000000,0.963331,0.000000,0.705917,0.000000,0.479173,0.000000
0099,SA,1,4640,6,30,6.000000,0.000000,13.070789,0.000000,14.251975,0.000000,0.761494,0.000000,0.294318,0.000000,0.900886,0.000000,0.742093,0.000000,0.459209,0.000000
0106,SA,1,5376,15,210,15.000000,0.000000,68.022366,0.000000,72.699891,0.000000,0.054563,0.000000,0.236697,0.000000,1.171880,0.000000,0.755293,0.000000,0.563458,0.000000
0107,SA,1,5131,7,42,7.000000,0.000000,14.378887,0.000000,16.616679,0.000000,0.793496,0.000000,0.194576,0.000000,0.808383,0.000000,0.814028,0.000000,0.431203,0.000000
0108,SA,1,5344,10,90,10.000000,0.000000,36.598751,0.000000,38.554438,0.000000,0.269461,0.000000,0.277805,0.000000,0.891698,0.000000,0.812051,0.000000,0.469353,0.000000
0109,SA,1,5457,7,42,7.000000,0.000000,11.779653,0.000000,13.291026,0.000000,0.840336,0.000000,0.274767,0.000000,0.759554,0.000000,0.835913,0.000000,0.381957,0.000000
bell,SA,10,38929,82,636,8.200000,2.135416,49.968013,40.743839,54.028386,42.655960,1.167359,0.618893,0.224738,0.026786,0.536610,0.078785,0.926733,0.015068,0.279836,0.035365
bracket,SA,10,51469,101,1130,10.100000,4.592385,28.980079,32.665415,30.740015,33.361225,1.573517,1.577502,0.266087,0.029839,0.918429,0.153141,0.800025,0.045461,0.463133,0.067577
cat,SA,10,49718,81,584,8.100000,0.943398,28.989585,9.983151,31.420753,10.285879,0.838696,0.580356,0.226890,0.015823,0.695754,0.082230,0.874289,0.020145,0.369935,0.038334
goku,SA,10,48225,83,622,8.300000,1.268858,26.078262,13.002877,27.946719,13.324355,0.689151,0.676743,0.247707,0.018146,0.726093,0.133578,0.855450,0.044782,0.383462,0.058731
gorilla,SA,10,48843,69,414,6.900000,0.830662,21.033413,18.219021,23.569326,19.168217,1.654080,1.200263,0.222907,0.018921,0.726365,0.084761,0.842793,0.027632,0.379827,0.041226
mug,SA,10,49107,82,618,8.200000,1.661325,41.202610,23.333063,46.735251,25.319992,2.025050,1.539877,0.191924,0.014644,0.785628,0.197373,0.845917,0.051920,0.395760,0.079611
