method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,6.0,0.0,7.172794,0.0,10.196134,0.0,2.232804,0.0,0.759995,0.0,0.873163,0.0,0.447564,0.0
Genetic,1,3.0,0.0,7.725279,0.0,11.546244,0.0,21.068473,0.0,0.758189,0.0,0.536769,0.0,0.268385,0.0
SA,1,14.0,0.0,22.064189,0.0,22.985231,0.0,0.19345,0.0,0.862475,0.0,0.834821,0.0,0.438312,0.0
Potential Field,1,6.0,0.0,18.765859,0.0,19.744157,0.0,6.20454,0.0,0.909238,0.0,0.522493,0.0,0.274953,0.0
