method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,5.0,0.0,7.323747,0.0,10.40301,0.0,1.657253,0.0,0.620263,0.0,1.015043,0.0,0.492431,0.0
Genetic,1,2.0,0.0,6.577629,0.0,8.891706,0.0,48.235816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA,1,7.0,0.0,13.927491,0.0,16.073873,0.0,1.180344,0.0,0.795001,0.0,0.825728,0.0,0.427893,0.0
Potential Field,1,3.0,0.0,0.0,0.0,0.181408,0.0,26.818021,0.0,0.733894,0.0,0.492739,0.0,0.246369,0.0
