method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,5.0,0.0,1.896784,0.0,2.761324,0.0,2.170654,0.0,0.830612,0.0,0.633113,0.0,0.340816,0.0
Genetic,1,3.0,0.0,8.65953,0.0,11.699036,0.0,16.657531,0.0,0.528558,0.0,0.625383,0.0,0.312691,0.0
SA,1,8.0,0.0,17.658339,0.0,18.977123,0.0,0.208257,0.0,0.683498,0.0,1.058693,0.0,0.52524,0.0
Potential Field,1,3.0,0.0,0.0,0.0,0.150224,0.0,20.616041,0.0,0.589929,0.0,0.650938,0.0,0.325469,0.0
