method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,9.0,0.0,7.442194,0.0,9.083643,0.0,0.478153,0.0,0.876863,0.0,0.700412,0.0,0.381502,0.0
Genetic,1,3.0,0.0,6.915811,0.0,10.045711,0.0,25.883023,0.0,0.769381,0.0,0.512739,0.0,0.25637,0.0
SA,1,10.0,0.0,19.211966,0.0,21.347068,0.0,0.137117,0.0,0.818746,0.0,0.874884,0.0,0.465855,0.0
Potential Field,1,3.0,0.0,0.61928,0.0,0.760986,0.0,25.26478,0.0,0.76007,0.0,0.475705,0.0,0.237853,0.0
