method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,9.0,0.0,10.787014,0.0,13.131119,0.0,0.187009,0.0,0.858989,0.0,0.730157,0.0,0.371146,0.0
Genetic,1,3.0,0.0,7.735199,0.0,11.238008,0.0,20.838998,0.0,0.855464,0.0,0.402942,0.0,0.201471,0.0
SA,1,7.0,0.0,26.692097,0.0,33.885477,0.0,2.162567,0.0,0.77567,0.0,0.867649,0.0,0.454393,0.0
Potential Field,1,4.0,0.0,2.940077,0.0,3.553243,0.0,14.324746,0.0,0.85047,0.0,0.434738,0.0,0.226341,0.0
