method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,4.0,0.0,5.45107,0.0,8.377899,0.0,10.810182,0.0,0.731744,0.0,0.688704,0.0,0.350808,0.0
Genetic,1,3.0,0.0,9.142341,0.0,12.378163,0.0,16.874651,0.0,0.660212,0.0,0.586612,0.0,0.293306,0.0
SA,1,10.0,0.0,36.598751,0.0,38.554438,0.0,0.269461,0.0,0.812051,0.0,0.891698,0.0,0.469353,0.0
Potential Field,1,4.0,0.0,2.913959,0.0,3.213793,0.0,13.208427,0.0,0.73581,0.0,0.722171,0.0,0.377292,0.0
