method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,5.0,0.0,1.565999,0.0,2.327585,0.0,10.169764,0.0,0.834059,0.0,0.592846,0.0,0.323078,0.0
Genetic,1,3.0,0.0,8.621049,0.0,11.990068,0.0,20.79288,0.0,0.574152,0.0,0.60024,0.0,0.30012,0.0
SA,1,9.0,0.0,6.055148,0.0,6.709425,0.0,0.467028,0.0,0.751583,0.0,1.033917,0.0,0.523743,0.0
Potential Field,1,5.0,0.0,13.346094,0.0,14.449636,0.0,7.118581,0.0,0.760233,0.0,0.807899,0.0,0.400708,0.0
