method,n_seeds,num_viewpoints_mean,num_viewpoints_std,coverage_auc_mean,coverage_auc_std,solution_time_mean,solution_time_std,exclusive_area_mean,exclusive_area_std,overlap_entropy_mean,overlap_entropy_std,cv_overlap_neighbors_mean,cv_overlap_neighbors_std,gini_overlap_neighbors_mean,gini_overlap_neighbors_std
Greedy,1,6.0,0.0,8.875091,0.0,11.917859,0.0,2.562891,0.0,0.862273,0.0,0.605717,0.0,0.329607,0.0
Genetic,1,3.0,0.0,7.154464,0.0,10.309634,0.0,25.394651,0.0,0.787389,0.0,0.499884,0.0,0.249942,0.0
SA,1,7.0,0.0,14.378887,0.0,16.616679,0.0,0.793496,0.0,0.814028,0.0,0.808383,0.0,0.431203,0.0
Potential Field,1,4.0,0.0,5.097361,0.0,5.620246,0.0,12.45364,0.0,0.754986,0.0,0.681518,0.0,0.359827,0.0
