x,y,z
147.453,-346.545,134.774
-204.787,2.92706,343.59
154.402,237.84,-282.121
-183.682,-312.132,-169.807
-169.543,352.994,-81.55
255.857,225.05,209.498
147.832,354.837,-110.619
157.547,-296.3,-217.682
