Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,176.329,-358.047,26.6496,-0.71125,-0.165637,0.154946,0.665342
0,1,-25.9679,156.945,367.007,-0.080188,0.975873,-0.202399,0.0166312
0,2,211.594,249.198,-230.496,-0.158695,-0.432083,0.833333,0.306067
0,3,-362.235,-47.7936,-162.794,-0.409447,0.358972,-0.552933,0.63068
0,0,148.497,-367.322,54.9868,-0.740273,-0.143975,0.125373,0.64463
0,1,-51.645,122.405,377.293,-0.195471,0.96613,-0.16513,0.0334097
0,2,182.762,274.516,-226.361,-0.134866,-0.445937,0.846959,0.256149
0,3,-371.827,-70.2754,-129.639,-0.447612,0.370938,-0.519181,0.626498
1,0,153.11,-361.335,77.4223,-0.757054,-0.153777,0.126403,0.62229
1,1,-40.5519,100.233,385.109,-0.189256,0.972404,-0.133919,0.0260642
1,2,176.124,289.447,-212.605,-0.130642,-0.466022,0.842593,0.236207
1,3,-372.194,-90.0098,-115.628,-0.468519,0.36872,-0.496503,0.630888
2,0,159.175,-356.097,88.6474,-0.764344,-0.163057,0.130157,0.610123
2,1,-31.9266,90.6397,388.285,-0.167286,0.978454,-0.119281,0.0203935
2,2,167.844,298.521,-206.673,-0.124525,-0.475555,0.842426,0.22059
2,3,-366.914,-105.006,-119.783,-0.47257,0.356299,-0.485264,0.643621
3,0,158.374,-355.914,90.7886,-0.766154,-0.162768,0.129196,0.60813
3,1,-33.5595,86.7398,389.037,-0.182272,0.976255,-0.115073,0.0214848
3,2,154.55,300.847,-213.554,-0.113478,-0.469233,0.851215,0.205855
3,3,-357.749,-117.446,-134.99,-0.466148,0.337592,-0.47966,0.662316
4,0,161.364,-354.251,92.0222,-0.766396,-0.166329,0.131594,0.606346
4,1,-39.119,88.0663,388.219,-0.205958,0.971007,-0.118711,0.0251794
4,2,142.967,303.016,-218.499,-0.104143,-0.464791,0.858,0.192246
4,3,-348.154,-127.35,-150.235,-0.457961,0.320122,-0.475142,0.679731
5,0,166.59,-351.128,94.6424,-0.767112,-0.172747,0.135728,0.602723
5,1,-40.3733,93.1334,386.906,-0.201432,0.971112,-0.12527,0.0259839
5,2,134.074,311.158,-212.614,-0.0977743,-0.473997,0.857038,0.176787
5,3,-340.905,-135.206,-159.697,-0.453387,0.307927,-0.469942,0.691936
6,0,163.701,-351.088,99.6966,-0.771598,-0.171046,0.132599,0.598161
6,1,-44.8481,94.7514,386.019,-0.21732,0.967107,-0.12898,0.0289834
6,2,125.291,320.123,-204.508,-0.0916736,-0.485759,0.854194,0.161206
6,3,-334.671,-142.238,-166.623,-0.450459,0.298006,-0.464348,0.701898
7,0,159.875,-352.326,101.519,-0.773878,-0.167369,0.129119,0.597017
7,1,-51.1126,94.8004,385.228,-0.24246,0.960598,-0.131755,0.0332557
