x,y,z,qx,qy,qz,qw
117.782,341.067,-172.629,-0.0882262,-0.525766,0.834376,0.140012
-134.891,13.5182,376.327,-0.660925,0.73047,-0.127559,0.115415
237.495,-82.0728,311.224,0.767922,0.547107,-0.193294,-0.271308
-214.358,-336.569,27.7885,-0.702055,0.204582,-0.19083,0.654865
32.2637,10.9053,398.548,0.582476,0.81173,-0.0346191,-0.0248418
