Timestep,CoverageScore
0,0.2699
1,0.3734
2,0.3926
3,0.4496
4,0.4347
5,0.3690
6,0.4119
7,0.4233
8,0.4338
9,0.4356
10,0.4435
11,0.4417
12,0.4470
13,0.4496
14,0.4487
15,0.4461
16,0.4312
17,0.4356
18,0.4356
19,0.4391
20,0.4259
21,0.3663
22,0.3322
23,0.3444
24,0.2691
25,0.2542
26,0.2568
27,0.2515
28,0.2533
29,0.2550
30,0.2568
31,0.5136
32,0.5074
33,0.5153
34,0.5048
35,0.5066
36,0.5048
37,0.5101
38,0.5083
39,0.5092
40,0.5127
41,0.5206
42,0.5285
43,0.5294
44,0.5232
45,0.5162
46,0.5127
47,0.5110
48,0.5118
49,0.5092
50,0.5101
51,0.5162
52,0.5127
53,0.5136
54,0.5110
55,0.5074
56,0.5013
57,0.5066
58,0.5048
59,0.5048
60,0.5092
61,0.5074
62,0.5083
63,0.5048
64,0.5048
65,0.5057
66,0.5083
67,0.5066
68,0.5031
69,0.5031
70,0.5083
71,0.6950
72,0.6994
73,0.7204
74,0.7301
75,0.7195
76,0.7458
77,0.7616
78,0.8098
79,0.8396
80,0.8510
81,0.8694
82,0.8703
83,0.8589
84,0.8580
85,0.8729
86,0.8852
87,0.8948
88,0.8975
89,0.9010
90,0.9010
91,0.9027
92,0.9080
93,0.9080
94,0.9115
95,0.9089
96,0.9080
97,0.9115
98,0.9106
99,0.9097
100,0.9115
101,0.9132
102,0.9132
103,0.9115
104,0.9150
105,0.9124
106,0.9132
107,0.9124
108,0.9150
109,0.9124
110,0.9229
111,0.9246
112,0.9264
113,0.9194
114,0.9132
115,0.9571
116,0.9614
117,0.9649
118,0.9702
119,0.9720
120,0.9807
121,0.9790
122,0.9833
123,0.9869
124,0.9877
125,0.9877
126,0.9895
127,0.9825
128,0.9860
129,0.9886
130,0.9886
131,0.9895
132,0.9869
133,0.9895
134,0.9877
135,0.9869
136,0.9851
137,0.9851
138,0.9842
139,0.9842
140,0.9869
141,0.9869
142,0.9877
143,0.9869
144,0.9869
145,0.9860
146,0.9842
147,0.9851
148,0.9869
149,0.9851
150,0.9895
151,0.9886
152,0.9895
153,0.9886
154,0.9886
155,0.9886
156,0.9877
157,0.9921
158,0.9939
159,0.9956
