iteration,coverage,redundancy,affinity,time
0,0.737523,0.371994,1.557260,0.186422
1,0.786624,0.336432,1.494220,0.623066
2,0.840776,0.301273,1.444605,0.989446
3,0.864821,0.324914,1.469860,1.385741
4,0.849465,0.377652,1.548287,1.757764
5,0.890281,0.400485,1.564231,2.119009
6,0.911497,0.432006,1.579029,2.495816
7,0.930491,0.412002,1.527904,2.967913
8,0.932714,0.536674,1.695624,3.462089
9,0.871085,0.467569,1.743911,3.948431
10,0.886846,0.453223,1.709729,4.341044
11,0.934936,0.436048,1.625892,4.751341
12,0.960194,0.495454,1.661406,5.261125
13,0.953324,0.536876,1.716829,5.774821
14,0.933724,0.608406,1.834235,6.286358
15,0.930491,0.580925,1.805863,6.798580
16,0.914528,0.483936,1.694874,7.308713
17,0.918974,0.479491,1.681618,7.821882
18,0.948070,0.500101,1.690537,8.337095
19,0.976763,0.525763,1.703765,8.858576
20,0.982623,0.562942,1.759819,9.466067
21,0.980804,0.571227,1.777915,10.075277
22,0.979794,0.565771,1.772943,10.690870
23,0.979592,0.563144,1.773721,11.304714
24,0.981410,0.551829,1.761787,11.919581
25,0.982825,0.538695,1.750411,12.537042
26,0.984239,0.524348,1.735167,13.164979
27,0.987674,0.511619,1.717471,13.787616
28,0.988280,0.507779,1.710489,14.403031
29,0.986260,0.506365,1.701291,15.024594
30,0.989291,0.499899,1.683415,15.643944
31,0.988078,0.496666,1.676483,16.262663
32,0.989695,0.493433,1.666803,16.885312
33,0.988685,0.490200,1.662988,17.508415
34,0.988685,0.486967,1.658696,18.132454
35,0.987876,0.488179,1.659849,18.759025
36,0.987876,0.491614,1.665167,19.390664
37,0.989291,0.493635,1.664624,20.019076
38,0.988280,0.493837,1.665917,20.652519
39,0.988887,0.500909,1.673478,21.283026
40,0.990099,0.504748,1.673469,21.918064
