seed,final_coverage,monte_carlo_coverage,num_viewpoints,computation_time,convergence_point,coverage_auc,efficiency,time_efficiency
131,0.9912,0.9721,11,0.5174415111541748,13,7.1270999999999995,0.0901090909090909,1.9155788212451048
132,0.9902,0.9691,11,0.5242123603820801,14,6.9719999999999995,0.09001818181818182,1.8889291341361691
133,0.9942,0.9763,11,0.5283000469207764,13,7.031700000000001,0.09038181818181817,1.8818851253085158
134,0.9942,0.9722,11,0.5167481899261475,13,7.0467,0.09038181818181817,1.9239544895979004
135,0.9915,0.9639,10,0.4842562675476074,13,6.06085,0.09915,2.04746962805706
136,0.9915,0.9691,10,0.48096799850463867,13,6.020250000000001,0.09915,2.061467713200544
137,0.9977,0.9782,12,0.5822808742523193,14,7.97895,0.08314166666666667,1.7134342619120055
138,0.9959,0.9742,12,0.5697379112243652,14,7.96265,0.08299166666666667,1.7479967198598625
139,0.9948,0.9721,11,0.517441987991333,13,7.182100000000001,0.09043636363636363,1.9225343576421607
14,0.9937,0.9756,12,0.5669198036193848,14,8.019449999999999,0.08280833333333333,1.752805235689287
140,0.9956,0.9745,11,0.5620706081390381,14,7.038600000000001,0.09050909090909091,1.7713077068668226
141,0.9962,0.9818,11,0.5546183586120605,14,7.0575,0.09056363636363636,1.79619009095372
142,0.9934,0.9757,12,0.570214033126831,14,8.0157,0.08278333333333333,1.7421528448757782
143,0.9954,0.9811,12,0.565556526184082,14,7.999,0.08295,1.7600362720878742
144,0.9968,0.9872,12,0.585639238357544,14,7.9984,0.08306666666666666,1.7020717443653162
145,0.9937,0.9765,11,0.523975133895874,13,7.0447500000000005,0.09033636363636365,1.8964640413593963
146,0.9917,0.9671,10,0.4764397144317627,13,6.117050000000001,0.09917000000000001,2.081480552440459
147,0.9901,0.972,10,0.47403764724731445,13,6.061450000000001,0.09901,2.088652675055249
148,0.9934,0.9726,11,0.516608715057373,13,7.0147,0.09030909090909091,1.9229253611985153
149,0.9942,0.9762,11,0.5239415168762207,13,7.0245,0.09038181818181817,1.8975400268478364
15,0.9964,0.9867,11,0.5568525791168213,14,7.1328000000000005,0.09058181818181818,1.7893425250544932
150,0.9935,0.9722,11,0.5398087501525879,13,7.1354500000000005,0.09031818181818183,1.840466646231961
151,0.9932,0.9731,11,0.5745007991790771,13,7.0015,0.09029090909090909,1.7288052539164709
