Timestep,CoverageScore
0,0.4965
1,0.5202
2,0.4360
3,0.4544
4,0.4307
5,0.3781
6,0.3632
7,0.3851
8,0.4377
9,0.4298
10,0.4149
11,0.3351
12,0.2623
13,0.3368
14,0.3728
15,0.3640
16,0.3421
17,0.2904
18,0.2623
19,0.2877
20,0.3316
21,0.3377
22,0.3342
23,0.3184
24,0.2711
25,0.3000
26,0.3254
27,0.3360
28,0.3325
29,0.3096
30,0.2991
31,0.5605
32,0.6675
33,0.5798
34,0.5105
35,0.5018
36,0.5000
37,0.5000
38,0.5026
39,0.5114
40,0.5219
41,0.5202
42,0.5070
43,0.5061
44,0.5018
45,0.5061
46,0.5070
47,0.5018
48,0.5088
49,0.5061
50,0.5061
51,0.5035
52,0.5070
53,0.5053
54,0.5026
55,0.5000
56,0.5026
57,0.5044
58,0.5053
59,0.5061
60,0.4991
61,0.5009
62,0.5061
63,0.5149
64,0.5114
65,0.5044
66,0.5158
67,0.5114
68,0.5079
69,0.5018
70,0.5070
71,0.5018
72,0.5026
73,0.6825
74,0.8509
75,0.8746
76,0.8763
77,0.9026
78,0.9105
79,0.9061
80,0.9053
81,0.9079
82,0.9061
83,0.9123
84,0.9088
85,0.8991
86,0.9026
87,0.9079
88,0.9070
89,0.9053
90,0.9114
91,0.9088
92,0.9123
93,0.9132
94,0.9123
95,0.9114
96,0.9114
97,0.9105
98,0.9070
99,0.9114
100,0.9132
101,0.9158
102,0.9193
103,0.9219
104,0.9228
105,0.9219
106,0.9211
107,0.9167
108,0.9184
109,0.9184
110,0.9202
111,0.9202
112,0.9211
113,0.9535
114,0.9596
115,0.9719
116,0.9816
117,0.9754
118,0.9772
119,0.9833
120,0.9833
121,0.9833
122,0.9807
123,0.9737
124,0.9763
125,0.9798
126,0.9798
127,0.9807
128,0.9825
129,0.9868
130,0.9868
131,0.9860
132,0.9877
133,0.9877
134,0.9886
135,0.9895
136,0.9860
137,0.9860
138,0.9877
139,0.9895
140,0.9895
141,0.9860
142,0.9851
143,0.9851
144,0.9851
145,0.9842
146,0.9807
147,0.9798
148,0.9789
149,0.9816
150,0.9816
151,0.9754
152,0.9754
153,0.9798
154,0.9825
155,0.9860
156,0.9877
157,0.9886
158,0.9895
159,0.9912
160,0.9886
161,0.9877
162,0.9904
163,0.9904
164,0.9921
165,0.9912
166,0.9930
167,0.9939
168,0.9947
169,0.9956
