Timestep,CoverageScore
0,0.8467
1,0.8571
2,0.8643
3,0.8714
4,0.8755
5,0.8817
6,0.8867
7,0.8888
8,0.9234
9,0.9303
10,0.9384
11,0.9423
12,0.9463
13,0.9479
14,0.9475
15,0.9481
16,0.9515
17,0.9535
18,0.9556
19,0.9554
20,0.9542
21,0.9548
22,0.9525
23,0.9533
24,0.9533
25,0.9535
26,0.9575
27,0.9571
28,0.9598
29,0.9591
30,0.9643
31,0.9674
32,0.9693
33,0.9689
34,0.9664
35,0.9668
36,0.9678
37,0.9637
38,0.9629
39,0.9629
40,0.9620
41,0.9575
42,0.9560
43,0.9546
44,0.9583
45,0.9616
46,0.9666
47,0.9681
48,0.9726
49,0.9751
50,0.9776
51,0.9755
52,0.9757
53,0.9772
54,0.9805
