iteration,coverage,redundancy,affinity,time
0,0.846718,0.216409,1.259006,0.132560
1,0.857143,0.218340,1.257432,0.356157
2,0.864286,0.220077,1.257985,0.580946
3,0.871429,0.232046,1.270049,0.805611
4,0.875483,0.235714,1.272547,1.039392
5,0.881660,0.243050,1.280709,1.269963
6,0.886680,0.249807,1.286305,1.502991
7,0.888803,0.250772,1.288228,1.731185
8,0.923359,0.377220,1.504286,1.987762
9,0.930309,0.394208,1.525005,2.348897
10,0.938417,0.403089,1.531372,2.710035
11,0.942278,0.415444,1.548248,3.071811
12,0.946332,0.423166,1.564667,3.434470
13,0.947876,0.421429,1.569450,3.797099
14,0.947490,0.425483,1.580073,4.160897
15,0.948069,0.423359,1.579515,4.528264
16,0.951544,0.416988,1.569284,4.891614
17,0.953475,0.412934,1.568941,5.269033
18,0.955598,0.406178,1.555354,5.638488
19,0.955405,0.403861,1.551829,6.002971
20,0.954247,0.405985,1.553105,6.373994
21,0.954826,0.406564,1.552568,6.739633
22,0.952510,0.405019,1.554317,7.102606
23,0.953282,0.405212,1.551843,7.470546
24,0.953282,0.404247,1.543540,7.831168
25,0.953475,0.402510,1.541203,8.218239
26,0.957529,0.400579,1.534879,8.589384
27,0.957143,0.392471,1.523397,8.959565
28,0.959846,0.390154,1.517297,9.325968
29,0.959073,0.389382,1.515499,9.691169
30,0.964286,0.527606,1.733734,10.085472
31,0.967375,0.530502,1.727799,10.487557
32,0.969305,0.536873,1.720574,10.881358
33,0.968919,0.538224,1.715481,11.262713
34,0.966409,0.543436,1.721534,11.645245
35,0.966795,0.544981,1.719050,12.040473
36,0.967761,0.550579,1.722721,12.429723
37,0.963707,0.555019,1.727564,12.814496
38,0.962934,0.565444,1.742382,13.204398
39,0.962934,0.579923,1.758220,13.594587
40,0.961969,0.585521,1.769015,13.988030
41,0.957529,0.597876,1.786290,14.372869
42,0.955985,0.606757,1.803312,14.771042
43,0.954633,0.606757,1.809909,15.168951
44,0.958301,0.623938,1.829976,15.560182
45,0.961583,0.635328,1.841397,15.949561
46,0.966602,0.644981,1.856201,16.341415
47,0.968147,0.650000,1.867597,16.731090
48,0.972587,0.658880,1.878920,17.120478
49,0.975097,0.659653,1.883983,17.518812
50,0.977606,0.665637,1.883886,18.000012
51,0.975483,0.672394,1.893331,18.488649
52,0.975676,0.673552,1.899683,18.971459
53,0.977220,0.678958,1.906756,19.458806
54,0.980502,0.683205,1.909037,19.949413
