iteration,coverage,redundancy,affinity,time
0,0.312007,0.000000,1.000000,0.084485
1,0.364592,0.000000,1.000000,0.285588
2,0.400526,0.000000,1.000000,0.395075
3,0.340929,0.000000,1.000000,0.501427
4,0.308501,0.000000,1.000000,0.606659
5,0.283961,0.000000,1.000000,0.713474
6,0.308501,0.000000,1.000000,0.818697
7,0.325153,0.000000,1.000000,0.924754
8,0.357581,0.000000,1.000000,1.031554
9,0.368098,0.000000,1.000000,1.138424
10,0.370727,0.000000,1.000000,1.245610
11,0.368975,0.000000,1.000000,1.352654
12,0.340929,0.000000,1.000000,1.463888
13,0.310254,0.000000,1.000000,1.578516
14,0.602103,0.016652,1.027656,1.699539
15,0.539877,0.008764,1.016234,1.834722
16,0.518843,0.007888,1.015203,1.969390
17,0.514461,0.006135,1.011925,2.110548
18,0.528484,0.014899,1.028192,2.250634
19,0.562664,0.035057,1.062305,2.387698
20,0.606486,0.035933,1.059249,2.527318
21,0.648554,0.034181,1.052703,2.658757
22,0.663453,0.033304,1.050198,2.789973
23,0.616126,0.032428,1.052632,2.921630
24,0.560035,0.026293,1.046948,3.053322
25,0.545136,0.020158,1.036977,3.185736
26,0.546012,0.017528,1.032103,3.319449
27,0.563541,0.021911,1.038880,3.454606
28,0.556529,0.026293,1.047244,3.598567
29,0.578440,0.033304,1.057576,3.738570
30,0.570552,0.031551,1.055300,3.883481
31,0.590710,0.033304,1.056380,4.028138
32,0.602980,0.028922,1.047965,4.165742
33,0.598598,0.029798,1.049780,4.302427
34,0.585451,0.023663,1.040419,5.176519
35,0.586328,0.028922,1.049327,5.314275
36,0.573181,0.031551,1.055046,5.516240
37,0.574058,0.035057,1.061069,5.666377
38,0.586328,0.035057,1.059791,6.092025
39,0.578440,0.032428,1.056061,6.231593
40,0.559159,0.028046,1.050157,6.371541
41,0.564417,0.027169,1.048137,6.513781
42,0.560911,0.022787,1.040625,6.655760
43,0.549518,0.022787,1.041467,7.332477
44,0.560035,0.025416,1.045383,7.476839
45,0.562664,0.030675,1.054517,8.216068
46,0.579316,0.032428,1.055976,10.099754
47,0.571429,0.035933,1.062883,10.245993
48,0.565294,0.034181,1.060465,10.907842
49,0.558282,0.027169,1.048666,11.085894
50,0.549518,0.024540,1.044657,11.236316
51,0.542507,0.021034,1.038772,11.382384
52,0.540754,0.020158,1.037277,11.528900
53,0.550394,0.020158,1.036624,11.676491
54,0.563541,0.026293,1.046656,11.823684
55,0.553900,0.031551,1.056962,11.971356
56,0.583699,0.031551,1.054054,12.121649
57,0.576687,0.032428,1.056231,13.207506
58,0.572305,0.032428,1.056662,13.367127
59,0.560035,0.028922,1.051643,13.519204
60,0.554777,0.025416,1.045814,13.670785
61,0.562664,0.021034,1.037383,13.980365
62,0.765118,0.283961,1.374570,14.140924
63,0.757230,0.229623,1.306713,14.312332
64,0.805434,0.252410,1.314472,14.486792
65,0.857143,0.254163,1.299591,14.663498
66,0.882559,0.238387,1.276068,14.840035
67,0.884312,0.229623,1.262636,15.018490
68,0.892200,0.226994,1.260314,15.257256
69,0.895706,0.309378,1.351272,15.436599
70,0.913234,0.357581,1.397313,15.618679
71,0.902717,0.384750,1.431068,15.824300
72,0.897458,0.376862,1.425781,16.441350
73,0.908852,0.382121,1.426230,18.310907
74,0.924628,0.379492,1.418009,18.518685
75,0.927257,0.361087,1.396030,18.726252
76,0.927257,0.360210,1.395085,18.934410
77,0.922875,0.340053,1.374169,19.144391
78,0.915863,0.354075,1.392344,19.355212
79,0.928133,0.386503,1.423041,19.566719
80,0.935145,0.410167,1.444236,19.778186
81,0.931639,0.412796,1.448730,19.993644
82,0.933392,0.406661,1.441315,20.928615
83,0.930762,0.408414,1.443503,21.178820
84,0.933392,0.411043,1.446948,21.393235
85,0.935145,0.406661,1.440487,21.608710
86,0.935145,0.412796,1.447985,21.824425
87,0.932515,0.410167,1.447368,22.041648
88,0.937774,0.395267,1.428037,22.259803
89,0.926380,0.386503,1.422895,22.480506
90,0.923751,0.390009,1.428843,22.701413
91,0.937774,0.393514,1.424299,22.924303
92,0.934268,0.404908,1.439024,23.145108
93,0.934268,0.411043,1.444653,23.370437
94,0.936897,0.402279,1.434051,23.595020
95,0.927257,0.387379,1.423440,23.819754
96,0.929886,0.380368,1.413761,24.044635
97,0.927257,0.368098,1.401701,24.270930
98,0.928133,0.376862,1.411709,24.498619
99,0.932515,0.381245,1.413534,24.726800
