Timestep,CoverageScore
0,0.3120
1,0.3646
2,0.4005
3,0.3409
4,0.3085
5,0.2840
6,0.3085
7,0.3252
8,0.3576
9,0.3681
10,0.3707
11,0.3690
12,0.3409
13,0.3103
14,0.6021
15,0.5399
16,0.5188
17,0.5145
18,0.5285
19,0.5627
20,0.6065
21,0.6486
22,0.6635
23,0.6161
24,0.5600
25,0.5451
26,0.5460
27,0.5635
28,0.5565
29,0.5784
30,0.5706
31,0.5907
32,0.6030
33,0.5986
34,0.5855
35,0.5863
36,0.5732
37,0.5741
38,0.5863
39,0.5784
40,0.5592
41,0.5644
42,0.5609
43,0.5495
44,0.5600
45,0.5627
46,0.5793
47,0.5714
48,0.5653
49,0.5583
50,0.5495
51,0.5425
52,0.5408
53,0.5504
54,0.5635
55,0.5539
56,0.5837
57,0.5767
58,0.5723
59,0.5600
60,0.5548
61,0.5627
62,0.7651
63,0.7572
64,0.8054
65,0.8571
66,0.8826
67,0.8843
68,0.8922
69,0.8957
70,0.9132
71,0.9027
72,0.8975
73,0.9089
74,0.9246
75,0.9273
76,0.9273
77,0.9229
78,0.9159
79,0.9281
80,0.9351
81,0.9316
82,0.9334
83,0.9308
84,0.9334
85,0.9351
86,0.9351
87,0.9325
88,0.9378
89,0.9264
90,0.9238
91,0.9378
92,0.9343
93,0.9343
94,0.9369
95,0.9273
96,0.9299
97,0.9273
98,0.9281
99,0.9325
100,0.9325
101,0.9299
102,0.9255
103,0.9430
104,0.9360
105,0.9395
106,0.9571
107,0.9413
108,0.9404
109,0.9500
110,0.9378
111,0.9413
112,0.9474
113,0.9369
114,0.9378
115,0.9404
116,0.9430
117,0.9422
118,0.9448
119,0.9395
120,0.9351
121,0.9351
122,0.9387
123,0.9404
124,0.9404
125,0.9395
126,0.9404
127,0.9387
128,0.9369
129,0.9395
130,0.9378
131,0.9422
132,0.9395
133,0.9378
134,0.9387
135,0.9404
136,0.9413
137,0.9413
138,0.9378
139,0.9343
140,0.9351
141,0.9395
142,0.9404
143,0.9702
144,0.9798
145,0.9842
146,0.9860
147,0.9895
148,0.9921
149,0.9842
150,0.9904
151,0.9912
152,0.9869
153,0.9851
154,0.9833
155,0.9886
156,0.9886
157,0.9869
158,0.9869
159,0.9895
160,0.9886
161,0.9851
162,0.9895
163,0.9869
164,0.9851
165,0.9904
166,0.9930
167,0.9886
168,0.9904
169,0.9877
170,0.9904
171,0.9921
172,0.9921
173,0.9904
174,0.9886
175,0.9912
176,0.9939
177,0.9904
178,0.9895
179,0.9939
180,0.9965
