Timestep,CoverageScore
0,0.8149
1,0.8229
2,0.8295
3,0.8372
4,0.8405
5,0.8471
6,0.8500
7,0.8511
8,0.8771
9,0.8755
10,0.8738
11,0.8740
12,0.8732
13,0.8744
14,0.8726
15,0.8748
16,0.8748
17,0.8759
18,0.8750
19,0.8765
20,0.8779
21,0.8775
22,0.8775
23,0.8767
24,0.8873
25,0.8885
26,0.8914
27,0.8920
28,0.8935
29,0.8935
30,0.8978
31,0.8964
32,0.8986
33,0.8984
34,0.8986
35,0.9001
36,0.9011
37,0.9040
38,0.9065
39,0.9092
40,0.9117
41,0.9146
42,0.9158
43,0.9199
44,0.9210
45,0.9208
46,0.9377
47,0.9394
48,0.9400
49,0.9415
50,0.9454
51,0.9454
52,0.9468
53,0.9470
54,0.9493
55,0.9491
56,0.9506
57,0.9514
58,0.9520
59,0.9516
60,0.9522
61,0.9520
62,0.9520
63,0.9518
64,0.9491
65,0.9516
66,0.9504
67,0.9493
68,0.9537
69,0.9543
70,0.9528
71,0.9537
72,0.9539
73,0.9533
74,0.9549
75,0.9557
76,0.9557
77,0.9555
78,0.9570
79,0.9578
80,0.9576
81,0.9574
82,0.9592
83,0.9586
84,0.9592
85,0.9582
86,0.9584
87,0.9586
88,0.9590
89,0.9601
90,0.9605
91,0.9601
92,0.9601
93,0.9617
94,0.9611
95,0.9619
96,0.9626
97,0.9613
98,0.9624
99,0.9630
100,0.9623
101,0.9628
102,0.9623
103,0.9619
104,0.9634
105,0.9636
106,0.9642
107,0.9655
108,0.9746
109,0.9756
110,0.9775
111,0.9775
112,0.9785
113,0.9806
