iteration,coverage,redundancy,affinity,time
0,0.971723,0.474716,1.523152,0.171751
1,0.962023,0.475542,1.541086,0.632949
2,0.957688,0.471001,1.540733,1.007880
3,0.957688,0.463571,1.524353,1.380135
4,0.951084,0.452632,1.506076,1.753779
5,0.952941,0.471620,1.526749,2.127350
6,0.964087,0.491022,1.547420,2.501393
7,0.970898,0.491641,1.549107,2.878233
8,0.973787,0.489370,1.542603,3.255600
9,0.977296,0.487719,1.535586,3.637475
10,0.976677,0.484830,1.527261,4.028916
11,0.976058,0.486481,1.528653,4.411281
12,0.975439,0.488132,1.533644,4.795335
13,0.974819,0.487513,1.535041,5.179457
14,0.973787,0.480289,1.530097,5.564754
15,0.972755,0.477812,1.527477,5.951587
16,0.972755,0.486687,1.538935,6.339485
17,0.973787,0.484623,1.537092,6.728374
18,0.971723,0.481115,1.533985,7.117774
19,0.973168,0.480289,1.530859,7.508283
20,0.973994,0.476780,1.528078,7.900383
21,0.973168,0.475955,1.528738,8.294843
22,0.974407,0.473684,1.523194,8.696802
23,0.973787,0.480702,1.529886,9.092923
24,0.974407,0.487307,1.536751,9.490326
25,0.970072,0.494324,1.549574,9.888588
26,0.972549,0.498658,1.553268,10.286854
27,0.971930,0.497214,1.554258,10.693486
28,0.971930,0.493086,1.554258,11.094824
29,0.970485,0.496801,1.561463,11.497731
30,0.968834,0.503406,1.568811,11.903167
31,0.971311,0.495769,1.560348,12.308082
32,0.970485,0.503612,1.565929,12.714931
33,0.969659,0.508772,1.573010,13.122184
34,0.969453,0.505263,1.565467,13.532225
35,0.968421,0.499278,1.559463,13.940228
36,0.968834,0.496182,1.554964,14.351748
37,0.966357,0.493086,1.553396,14.772099
38,0.965944,0.492260,1.550427,15.186185
39,0.967595,0.498452,1.557381,15.600831
40,0.969040,0.501342,1.561874,16.016978
41,0.966976,0.495150,1.557951,16.434209
42,0.969866,0.492466,1.551820,16.853058
43,0.971104,0.486481,1.541552,17.272717
44,0.972343,0.484004,1.538315,17.692549
45,0.968627,0.475542,1.531217,18.114862
46,0.974407,0.479463,1.535268,18.536633
47,0.974200,0.475955,1.533686,18.966575
48,0.975851,0.469763,1.524323,19.389278
49,0.974407,0.460888,1.517899,19.821755
50,0.976471,0.452219,1.506024,20.254485
51,0.974407,0.443963,1.497564,20.688118
52,0.974819,0.435088,1.488037,21.115489
53,0.974407,0.429309,1.485067,21.544510
54,0.976471,0.420640,1.476221,21.976102
55,0.976677,0.412384,1.468301,22.405628
56,0.974613,0.416099,1.473740,22.837465
57,0.975439,0.412384,1.469107,23.277437
58,0.975026,0.398555,1.454276,23.708053
59,0.973375,0.389474,1.445505,24.144320
60,0.972549,0.376677,1.433786,24.583401
61,0.971723,0.365944,1.420773,25.028833
62,0.969453,0.349226,1.400681,25.474314
63,0.970279,0.336017,1.385024,25.912027
64,0.966357,0.331063,1.384238,26.351344
65,0.966357,0.326935,1.380607,26.804635
66,0.958514,0.323426,1.379630,27.253127
67,0.961816,0.319298,1.372747,27.703789
68,0.962848,0.324871,1.376849,28.148684
69,0.965738,0.322807,1.374012,28.603345
70,0.968627,0.323220,1.374600,29.050240
71,0.965531,0.317441,1.366610,29.495822
72,0.962023,0.318885,1.367089,29.951751
73,0.961197,0.318266,1.365901,30.400773
74,0.963674,0.318473,1.367531,30.850535
75,0.963055,0.314964,1.368195,31.311533
76,0.966976,0.323220,1.383138,31.766763
77,0.965119,0.327141,1.387938,32.231603
78,0.965738,0.322601,1.375935,32.687684
79,0.959546,0.317028,1.367821,33.143756
80,0.954180,0.320743,1.371620,33.604273
81,0.959752,0.569659,1.732473,34.082543
82,0.973787,0.601858,1.751166,34.569807
83,0.983901,0.633024,1.778687,35.061752
84,0.989061,0.654696,1.809057,35.556508
85,0.990918,0.674510,1.835034,36.055041
