Timestep,CoverageScore
0,0.8662
1,0.8735
2,0.8804
3,0.8855
4,0.8900
5,0.8935
6,0.8962
7,0.8994
8,0.9218
9,0.9235
10,0.9242
11,0.9263
12,0.9252
13,0.9250
14,0.9250
15,0.9253
16,0.9255
17,0.9252
18,0.9253
19,0.9250
20,0.9257
21,0.9252
22,0.9244
23,0.9246
24,0.9263
25,0.9244
26,0.9248
27,0.9239
28,0.9226
29,0.9229
30,0.9362
31,0.9368
32,0.9371
33,0.9357
34,0.9355
35,0.9377
36,0.9366
37,0.9353
38,0.9370
39,0.9364
40,0.9362
41,0.9364
42,0.9381
43,0.9379
44,0.9384
45,0.9377
46,0.9368
47,0.9375
48,0.9386
49,0.9386
50,0.9382
51,0.9381
52,0.9480
53,0.9471
54,0.9454
55,0.9453
56,0.9454
57,0.9456
58,0.9464
59,0.9471
60,0.9464
61,0.9460
62,0.9464
63,0.9456
64,0.9464
65,0.9469
66,0.9449
67,0.9464
68,0.9456
69,0.9458
70,0.9458
71,0.9445
72,0.9434
73,0.9436
74,0.9504
75,0.9467
76,0.9429
77,0.9434
78,0.9416
79,0.9414
80,0.9425
81,0.9438
82,0.9436
83,0.9449
84,0.9469
85,0.9460
86,0.9462
87,0.9465
88,0.9465
89,0.9471
90,0.9476
91,0.9467
92,0.9467
93,0.9465
94,0.9460
95,0.9471
96,0.9464
97,0.9473
98,0.9484
99,0.9476
100,0.9480
101,0.9480
102,0.9506
103,0.9513
104,0.9515
105,0.9506
106,0.9506
107,0.9508
108,0.9489
109,0.9488
110,0.9497
111,0.9497
112,0.9497
113,0.9506
114,0.9517
115,0.9526
116,0.9524
117,0.9523
118,0.9530
119,0.9521
120,0.9513
121,0.9510
122,0.9506
123,0.9499
124,0.9508
125,0.9508
126,0.9493
127,0.9523
128,0.9519
129,0.9513
130,0.9495
131,0.9508
132,0.9502
133,0.9512
134,0.9502
135,0.9539
136,0.9559
137,0.9600
138,0.9596
139,0.9593
140,0.9593
141,0.9607
142,0.9594
143,0.9600
144,0.9602
145,0.9606
146,0.9613
147,0.9615
148,0.9609
149,0.9613
150,0.9606
151,0.9606
152,0.9578
153,0.9585
154,0.9594
155,0.9598
156,0.9583
157,0.9591
158,0.9593
159,0.9594
160,0.9600
161,0.9580
162,0.9587
163,0.9582
164,0.9585
165,0.9604
166,0.9593
167,0.9583
168,0.9572
169,0.9569
170,0.9589
171,0.9569
172,0.9554
173,0.9569
174,0.9558
175,0.9545
176,0.9559
177,0.9530
178,0.9548
179,0.9530
180,0.9545
181,0.9543
182,0.9541
183,0.9550
184,0.9561
185,0.9559
186,0.9569
187,0.9565
188,0.9556
189,0.9545
190,0.9545
191,0.9535
192,0.9550
193,0.9565
194,0.9572
195,0.9583
196,0.9637
197,0.9639
198,0.9628
199,0.9620
200,0.9593
201,0.9583
202,0.9602
203,0.9639
204,0.9641
205,0.9657
206,0.9644
207,0.9648
208,0.9637
209,0.9650
210,0.9639
211,0.9641
212,0.9650
213,0.9652
214,0.9659
215,0.9650
216,0.9639
217,0.9644
218,0.9661
219,0.9655
220,0.9661
221,0.9659
222,0.9665
223,0.9665
224,0.9661
225,0.9663
226,0.9655
227,0.9663
228,0.9657
229,0.9655
230,0.9650
231,0.9657
232,0.9657
233,0.9657
234,0.9661
235,0.9659
236,0.9653
237,0.9666
238,0.9665
239,0.9668
240,0.9663
241,0.9653
242,0.9648
243,0.9644
244,0.9646
245,0.9642
246,0.9635
247,0.9635
248,0.9639
249,0.9628
250,0.9628
251,0.9648
252,0.9644
253,0.9637
254,0.9642
255,0.9642
256,0.9635
257,0.9648
258,0.9657
259,0.9659
260,0.9668
261,0.9679
262,0.9688
263,0.9681
264,0.9690
265,0.9696
266,0.9705
267,0.9701
268,0.9700
269,0.9718
270,0.9711
271,0.9711
272,0.9718
273,0.9709
274,0.9709
275,0.9703
276,0.9711
277,0.9707
278,0.9720
279,0.9736
280,0.9744
281,0.9727
282,0.9725
283,0.9733
284,0.9740
285,0.9735
286,0.9738
287,0.9733
288,0.9740
289,0.9736
290,0.9733
291,0.9740
292,0.9751
293,0.9768
294,0.9764
295,0.9749
296,0.9755
297,0.9749
298,0.9755
299,0.9751
300,0.9762
301,0.9766
302,0.9764
303,0.9770
304,0.9759
305,0.9747
306,0.9751
307,0.9762
308,0.9775
309,0.9770
310,0.9755
311,0.9753
312,0.9746
313,0.9747
314,0.9757
315,0.9762
316,0.9759
317,0.9749
318,0.9751
319,0.9760
320,0.9757
321,0.9762
322,0.9770
323,0.9771
324,0.9760
325,0.9757
326,0.9755
327,0.9766
328,0.9792
329,0.9786
330,0.9786
331,0.9777
332,0.9751
333,0.9746
334,0.9746
335,0.9760
336,0.9775
337,0.9771
338,0.9771
339,0.9770
340,0.9755
341,0.9753
342,0.9747
343,0.9760
344,0.9771
345,0.9779
346,0.9773
347,0.9773
348,0.9779
349,0.9771
350,0.9773
351,0.9773
352,0.9777
353,0.9784
354,0.9782
355,0.9770
356,0.9766
357,0.9760
358,0.9766
359,0.9759
360,0.9762
361,0.9770
362,0.9764
363,0.9759
364,0.9762
365,0.9757
366,0.9770
367,0.9766
368,0.9775
369,0.9777
370,0.9777
371,0.9771
372,0.9777
373,0.9768
374,0.9773
375,0.9762
376,0.9766
377,0.9766
378,0.9760
379,0.9819
