Timestep,CoverageScore
0,0.8750
1,0.8795
2,0.8870
3,0.8836
4,0.8933
5,0.9019
6,0.9110
7,0.9191
8,0.9728
9,0.9718
10,0.9661
11,0.9600
12,0.9519
13,0.9482
14,0.9443
15,0.9441
16,0.9433
17,0.9413
18,0.9429
19,0.9425
20,0.9425
21,0.9425
22,0.9423
23,0.9437
24,0.9397
25,0.9360
26,0.9325
27,0.9297
28,0.9226
29,0.9141
30,0.9616
31,0.9667
32,0.9685
33,0.9750
34,0.9777
35,0.9779
36,0.9785
37,0.9783
38,0.9785
39,0.9793
40,0.9791
41,0.9797
42,0.9795
43,0.9766
44,0.9746
45,0.9742
46,0.9734
47,0.9748
48,0.9740
49,0.9748
50,0.9756
51,0.9740
52,0.9742
53,0.9736
54,0.9734
55,0.9752
56,0.9760
57,0.9748
58,0.9831
