Timestep,CoverageScore
0,0.9458
1,0.9344
2,0.9416
3,0.9396
4,0.9362
5,0.9448
6,0.9546
7,0.9540
8,0.9512
9,0.9494
10,0.9476
11,0.9444
12,0.9460
13,0.9460
14,0.9436
15,0.9454
16,0.9558
17,0.9601
18,0.9639
19,0.9617
20,0.9667
21,0.9687
22,0.9703
23,0.9719
24,0.9719
25,0.9703
26,0.9701
27,0.9721
28,0.9727
29,0.9739
30,0.9745
31,0.9767
32,0.9745
33,0.9761
34,0.9767
35,0.9755
36,0.9763
37,0.9763
38,0.9765
39,0.9771
40,0.9765
41,0.9747
42,0.9735
43,0.9747
44,0.9767
45,0.9769
46,0.9745
47,0.9737
48,0.9739
49,0.9749
50,0.9751
51,0.9735
52,0.9807
53,0.9805
54,0.9777
55,0.9791
56,0.9803
57,0.9801
58,0.9809
59,0.9789
60,0.9801
61,0.9797
62,0.9801
63,0.9815
64,0.9797
65,0.9787
66,0.9791
67,0.9781
68,0.9783
69,0.9801
70,0.9801
71,0.9797
72,0.9817
73,0.9805
74,0.9811
75,0.9791
76,0.9803
77,0.9855
78,0.9853
79,0.9882
80,0.9898
81,0.9906
